image_id,condition,pattern,possible,type_counts,unknown_people
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,AB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,AAB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,ACD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,AABC,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,ABCD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,AA,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,AB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,AAB,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,ACD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,AABC,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,ABCD,True,"{""1"": 1, ""0"": 20, ""3"": 2, ""2"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,AA,True,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,AB,True,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,AAB,True,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,ACD,False,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,AABC,False,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,ABCD,False,"{""1"": 1, ""0"": 20, ""3"": 2}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,AA,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,AB,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,AAB,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,ACD,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,AABC,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,ABCD,True,"{""0"": 2, ""1"": 18, ""3"": 3, ""2"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,AA,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,AB,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,AAB,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,ACD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,AABC,False,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,ABCD,True,"{""2"": 20, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,AA,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,AB,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,AAB,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,ACD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,AABC,False,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,manual,ABCD,True,"{""2"": 21, ""3"": 1, ""0"": 1, ""1"": 1}",0
