stage,base_task_id,canonical_annotation_id,worker_id,canonical_geometry,consensus_status,consensus_medoid_annotation_id,source_artifact,source_sha256
P1,3160,f04688b19d0918f8,35,"[[68.0,433.5],[68.5,118.0],[431.0,107.0],[433.5,439.5],[724.0,187.5],[731.0,361.5],[817.5,366.0],[821.5,184.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3160,4f53f49b8b81a987,36,"[[68.0,112.5],[68.0,439.0],[432.0,102.0],[432.0,448.0],[724.5,191.0],[724.5,360.5],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3160,a60eb80c10789624,37,"[[72.0,105.0],[72.0,440.0],[424.0,94.0],[424.0,449.0],[725.0,186.0],[725.0,359.0],[818.0,187.0],[818.0,358.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,6bada44f8bfbe52e,26,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[568.0,98.0],[568.0,453.0],[649.0,125.0],[649.0,432.0],[776.0,102.0],[776.0,449.0],[790.0,44.0],[790.0,486.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,b695d04bc92a557d,27,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,2d2b8ab0116038fd,28,"[[101.0,230.0],[101.0,304.5],[291.0,210.0],[291.0,337.5],[562.0,106.0],[562.0,446.0],[1014.0,225.0],[1014.0,315.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,984360ed0635b90c,29,"[[100.5,232.5],[100.5,305.5],[289.5,214.0],[289.5,335.0],[567.5,114.5],[567.5,446.5],[1016.5,226.0],[1016.5,320.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,6068e5a1684f17bf,30,"[[96.5,304.5],[100.0,233.0],[289.5,211.5],[291.5,336.5],[571.0,115.0],[581.0,436.0],[1017.5,228.0],[1017.5,316.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,38e5256c8a950c7d,31,"[[98.5,304.5],[100.0,232.5],[289.5,215.5],[291.0,333.0],[571.5,116.5],[572.5,443.0],[1015.0,225.5],[1015.5,313.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,e345524837c8f249,32,"[[99.5,304.5],[101.0,230.5],[287.5,323.5],[289.0,211.5],[569.5,113.5],[573.5,435.0],[1014.5,221.5],[1014.5,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,c62a0432de833f80,33,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[562.0,446.0],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,d028cdde31b4bbe7,34,"[[100.0,306.0],[102.5,230.5],[288.0,333.0],[289.0,212.5],[573.5,105.5],[598.0,443.0],[1014.0,212.5],[1014.0,326.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,55a9c4d4d99e81f1,35,"[[98.5,300.0],[101.5,233.0],[293.0,326.0],[293.5,214.0],[573.5,116.0],[582.5,438.0],[1017.0,230.0],[1017.0,319.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,64b475a8d2558465,36,"[[99.0,231.5],[99.5,303.5],[290.0,212.0],[290.0,334.0],[570.5,112.0],[570.5,436.5],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,28935ccbb578589d,37,"[[99.0,228.0],[99.0,304.0],[289.0,210.0],[289.0,334.0],[562.0,106.0],[583.0,446.5],[792.5,338.5],[793.0,209.5],[1014.0,222.0],[1014.0,314.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,74366dc399f69295,26,"[[224.0,218.0],[224.0,300.0],[350.0,223.0],[350.0,293.0],[543.0,200.0],[543.0,321.0],[681.0,92.0],[681.0,432.0],[728.0,151.0],[728.0,376.0],[830.0,154.0],[830.0,372.0],[886.0,109.0],[886.0,417.0],[922.0,129.0],[922.0,397.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,3e49e2f4d3cfd637,27,"[[224.0,218.0],[224.0,300.0],[350.0,223.0],[350.0,293.0],[543.0,200.0],[543.0,321.0],[922.0,129.0],[922.0,397.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,5d978e819e3deb53,28,"[[223.5,218.5],[223.5,301.0],[349.5,222.0],[349.5,293.5],[542.5,200.5],[542.5,321.0],[931.5,125.0],[931.5,395.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,f9cabcf7e798da81,29,"[[226.0,223.0],[226.0,299.5],[351.0,224.5],[351.0,294.0],[546.0,205.0],[546.0,319.0],[930.0,143.0],[930.0,392.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,fa501f1f267f767a,30,"[[225.0,223.0],[228.0,293.0],[334.5,225.0],[334.5,288.0],[546.0,205.0],[546.0,318.0],[931.0,393.0],[934.0,141.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,5da2adcd7638310f,31,"[[222.5,223.0],[222.5,299.5],[333.5,226.0],[333.5,295.5],[544.0,206.0],[544.5,319.0],[739.5,192.5],[739.5,318.5],[805.5,318.5],[806.0,191.5],[931.0,393.0],[932.5,142.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,9b8a1ae0754380a9,32,"[[220.0,288.5],[223.5,219.5],[332.5,219.5],[332.5,288.5],[544.5,209.0],[544.5,319.5],[669.0,127.5],[670.5,423.5],[721.5,197.5],[721.5,344.0],[739.0,191.0],[740.0,318.5],[826.0,199.5],[826.5,340.5],[877.0,418.0],[880.5,131.5],[932.0,139.5],[932.0,393.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,5b4d888cc3324e13,33,"[[224.0,218.0],[224.0,300.0],[350.0,223.0],[350.0,293.0],[543.0,200.0],[543.0,321.0],[926.0,395.5],[931.0,136.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,1d36d28089de7575,34,"[[222.0,222.0],[230.5,302.0],[326.0,287.0],[326.5,213.0],[544.0,205.0],[544.5,319.0],[930.0,393.0],[931.0,142.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,eb266c3e12d21893,35,"[[224.0,223.0],[224.5,299.0],[336.0,224.5],[336.0,290.5],[543.5,207.0],[545.5,320.0],[739.0,193.5],[739.0,318.5],[807.5,316.0],[809.5,195.5],[934.5,146.0],[934.5,399.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,19e9c481bd38d47c,36,"[[223.5,223.0],[223.5,299.5],[350.0,223.0],[350.0,293.0],[543.5,204.5],[544.5,318.5],[931.5,144.5],[931.5,393.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,af1ada91e5648762,37,"[[224.0,218.0],[224.0,300.0],[350.0,223.0],[350.0,293.0],[543.0,200.0],[543.0,321.0],[736.5,318.0],[737.5,192.0],[810.0,192.0],[922.0,129.0],[922.0,397.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,ab8b97ab6495ba76,26,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[654.0,65.0],[654.0,456.0],[737.0,158.0],[737.0,366.0],[837.0,164.0],[837.0,360.0],[907.0,87.0],[907.0,435.0],[936.0,106.0],[936.0,418.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,ceaa81c7a8f43df1,27,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[936.0,106.0],[936.0,418.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,d8d740c29176039f,28,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[379.5,75.5],[379.5,448.5],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[938.5,90.0],[938.5,445.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,3708f56ca083519c,29,"[[191.0,150.5],[198.0,394.0],[379.5,447.5],[381.0,86.5],[467.0,375.5],[468.0,160.0],[552.0,374.0],[552.5,159.0],[638.0,80.5],[642.5,458.0],[977.5,438.0],[989.5,100.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,8f8e88f1dac7e186,30,"[[183.0,403.0],[190.0,148.0],[306.5,148.0],[306.5,409.5],[381.5,88.0],[383.0,441.0],[466.0,368.0],[469.5,156.5],[549.5,163.0],[553.0,371.5],[656.0,78.5],[662.5,451.0],[939.0,88.0],[939.0,438.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,e5ed2f9df090fc85,31,"[[190.0,394.0],[191.0,148.0],[307.5,146.0],[307.5,396.5],[379.0,439.5],[380.0,84.5],[465.5,364.0],[466.5,158.5],[551.5,158.0],[552.0,365.0],[690.5,167.0],[690.5,352.0],[840.0,351.0],[841.0,167.5],[930.0,429.5],[931.5,82.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,c0b4675e53d399c0,32,"[[189.5,388.5],[192.0,141.5],[302.0,388.5],[305.5,136.5],[379.0,73.5],[379.0,442.5],[465.0,154.0],[466.5,364.0],[550.5,154.0],[550.5,364.0],[660.0,73.0],[660.0,437.0],[933.5,92.5],[935.5,439.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,456be49bba7efbc8,33,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[903.0,442.5],[904.5,78.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,5bd0d7c388ee1b68,34,"[[190.5,150.5],[192.5,398.5],[308.0,146.5],[310.0,400.5],[379.5,437.0],[381.5,84.0],[467.0,158.5],[467.5,374.5],[552.5,368.0],[553.0,157.0],[663.0,73.0],[667.5,442.0],[840.5,350.5],[843.5,165.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,bc770062117c9834,35,"[[190.0,403.0],[195.5,142.5],[311.5,137.0],[311.5,406.5],[378.5,438.0],[380.0,89.5],[470.0,158.5],[470.0,366.0],[550.5,366.0],[552.5,155.0],[640.5,70.5],[642.0,445.0],[675.5,91.5],[688.0,447.0],[895.5,445.0],[904.5,91.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,adb443cf2cd44a01,36,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[640.0,73.0],[642.0,452.0],[837.0,164.0],[936.0,106.0],[936.0,418.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,12ee1becbe448d45,37,"[[191.0,141.0],[191.0,384.0],[306.0,138.0],[306.0,386.0],[381.0,75.0],[381.0,446.0],[467.0,152.0],[467.0,373.0],[551.0,151.0],[551.0,373.0],[654.0,65.0],[654.0,456.0],[707.5,218.0],[707.5,315.0],[834.5,168.5],[837.0,360.0],[907.0,87.0],[907.0,435.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,7545785ecf7e44b3,26,"[[102.0,211.0],[102.0,309.0],[339.0,192.0],[339.0,332.0],[349.0,186.0],[349.0,339.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,6999db3ebf3ef330,27,"[[102.0,211.0],[102.0,309.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,cd3a2f4a0e0ad07e,28,"[[102.5,195.5],[102.5,316.5],[400.5,195.0],[400.5,319.0],[622.0,193.0],[622.0,320.0],[922.5,182.0],[922.5,316.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,2d656d0b379aca23,29,"[[101.0,219.0],[101.0,317.5],[400.5,220.5],[400.5,321.5],[625.5,217.0],[625.5,321.0],[918.5,215.5],[918.5,322.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,272f8ef889915150,30,"[[103.0,316.5],[105.0,221.5],[399.5,316.5],[401.5,225.0],[627.5,223.0],[629.5,318.0],[922.5,225.0],[922.5,319.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,55e7158552d3913a,31,"[[100.0,198.5],[101.5,317.0],[399.0,191.0],[399.5,318.5],[621.5,316.5],[623.0,191.5],[918.5,326.5],[920.5,184.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,8426a252a40fabd5,32,"[[102.5,210.5],[102.5,317.0],[400.0,195.5],[400.0,320.5],[625.0,215.5],[625.5,321.0],[919.5,308.5],[920.0,209.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,7a24ac2a83e02abb,33,"[[102.0,211.0],[102.0,309.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,a97df3618c618b1a,34,"[[101.0,316.0],[103.0,209.5],[399.5,199.0],[400.0,320.0],[629.5,215.0],[630.5,318.5],[916.0,220.0],[922.0,317.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,b62a4df9e1645fe7,35,"[[100.5,224.5],[103.5,315.5],[338.0,211.0],[343.0,332.5],[400.5,218.5],[400.5,319.5],[629.5,217.0],[633.0,319.0],[921.5,220.0],[923.5,327.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,43fca0253b1b4fff,36,"[[102.0,211.0],[102.0,309.0],[339.0,192.0],[339.0,332.0],[349.0,186.0],[349.0,339.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,717840fe8221eba6,37,"[[102.0,211.0],[102.0,309.0],[339.0,192.0],[339.0,332.0],[402.0,203.0],[402.0,320.0],[621.0,203.0],[621.0,320.0],[930.0,209.0],[930.0,312.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,9f36f0aa4f6aed02,26,"[[158.0,164.0],[158.0,350.0],[181.0,158.0],[181.0,356.0],[202.0,181.0],[202.0,332.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,ea4ba198f1b90c5a,27,"[[202.0,181.0],[202.0,332.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,afda73e02ce84841,28,"[[142.0,145.0],[142.0,368.0],[180.0,133.5],[180.0,378.5],[213.5,176.5],[213.5,335.0],[384.0,196.5],[384.0,312.0],[547.0,177.0],[547.0,328.0],[949.0,126.0],[949.0,387.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,7129ad7e523aa525,29,"[[140.0,146.0],[140.0,365.5],[179.5,133.5],[179.5,379.0],[214.5,177.0],[214.5,337.0],[381.5,196.5],[381.5,319.0],[550.0,178.5],[550.0,338.0],[950.0,125.5],[950.0,392.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,3c2427034d519a1a,30,"[[140.0,146.5],[140.0,366.5],[176.5,379.5],[180.0,140.0],[211.5,334.5],[215.0,180.0],[384.5,198.0],[386.5,308.0],[543.0,328.0],[546.0,176.5],[949.0,126.5],[949.0,391.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,3b710fb59e47c8d6,31,"[[142.5,145.5],[142.5,371.0],[179.0,135.5],[179.5,377.0],[213.0,178.0],[215.0,336.5],[382.5,330.5],[383.0,196.0],[547.5,176.0],[548.0,342.0],[949.0,392.5],[949.5,122.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,1aaa93ec5fa02d67,32,"[[141.0,147.0],[143.5,369.0],[179.0,134.0],[179.5,376.5],[213.5,177.5],[214.0,335.5],[381.5,326.0],[382.5,196.5],[548.0,178.0],[552.5,350.5],[949.0,126.0],[950.0,393.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,0225fd516c992f7f,33,"[[143.0,141.0],[145.5,370.5],[179.5,135.0],[179.5,376.5],[211.0,339.5],[213.5,172.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,b1ac17483ad1c04e,34,"[[139.5,143.5],[142.0,362.0],[211.0,175.5],[216.5,331.0],[384.0,194.5],[385.0,305.5],[548.0,173.0],[558.0,350.5],[948.0,392.5],[949.5,126.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,33a4dc1fd6be1bdd,35,"[[142.5,155.0],[144.5,369.5],[177.5,139.0],[179.5,380.0],[214.5,179.5],[214.5,336.0],[387.0,325.5],[389.0,199.0],[547.0,181.0],[557.5,355.5],[950.0,128.5],[950.0,397.5]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,ca291f0b645de9fa,36,"[[141.0,148.0],[141.0,366.0],[179.0,374.5],[179.5,137.5],[213.0,186.5],[213.0,329.5],[383.0,196.5],[383.0,315.0],[548.0,176.5],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",not_applicable_p1,not_applicable_p1,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
