image_id,building,number,path,split,main_visual_space,expected_annotation_extent,ambiguity_and_information,n_people_any,n_people_unassisted,n_people_manual_included,n_people_model_assisted,n_current20_manual,n_current20_any_seen,n_current20_no_record,max_current20_without_reusing_seen_nonmanual,naive_historical_topup_to20,nominal_current20_topup,n_current20_seen_nonmanual,current20_manual_workers,current20_no_record_workers,current20_seen_nonmanual_workers,coarse_type,coarse_label_provenance,boundary_label,user_doorway_group_codes,group_codes,exposure_interpretation
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,18,data/mp3d_layout/valid/img/jtcxE69GiFV_67790605390f4d439c3c59395967ec84.png,valid,灰柜镜面衣帽间中央,中央柜体两侧走道及两端固定柜墙,中央柜体分隔可见区域，镜面与实体需区分,4,4,4,0,4,4,16,20,16,16,0,1;33;34;36,2;6;8;10;11;12;13;15;17;28;29;30;31;32;35;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G115,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408,jtcxE69GiFV,19,data/mp3d_layout/valid/img/jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408.png,valid,黄色床毯小卧室入口侧,单床、窗、衣柜墙的卧室围合,入口木地板和远侧浴室通道可见；床遮低墙,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G116,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_87e96c5b923840bc8276d949ff157948,jtcxE69GiFV,20,data/mp3d_layout/valid/img/jtcxE69GiFV_87e96c5b923840bc8276d949ff157948.png,valid,米白大卧室床侧,床与同室沙发区围合，外套间经开口可见,近床遮挡及大镜面；范围仍主要同一卧室,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G109,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe,jtcxE69GiFV,21,data/mp3d_layout/valid/img/jtcxE69GiFV_8ff0fdd4091340d1a96431ecad7d1cfe.png,valid,红床毯木饰面卧室书桌侧,床、双窗、桌柜墙的卧室围合,镜柜反射、床桌遮低墙，与16共享开门信息,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G114,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,22,data/mp3d_layout/valid/img/jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148.png,valid,红床毯卧室入口近处,卧室为主，木地板门外短通道明显,门扇遮挡及门外空间信息增加,2,2,2,0,2,2,18,20,18,18,0,6;8,1;2;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G114,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,23,data/mp3d_layout/valid/img/jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10.png,valid,红床毯卧室衣柜旁,同一卧室围合，浴室和入口两侧可见,柜角和床占据近景，开门范围解释尚需验证,1,1,1,0,1,1,19,20,19,19,0,2,1;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G114,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260,jtcxE69GiFV,24,data/mp3d_layout/valid/img/jtcxE69GiFV_aaa3143c2ccb4ba4b51a472b48f5e260.png,valid,深灰餐厅窗侧,同一长桌餐厅的固定围合,窗帘及椅子遮角，较03少玻璃门外信息,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G110,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b,jtcxE69GiFV,25,data/mp3d_layout/valid/img/jtcxE69GiFV_c6baa663ada7439f9a409a86c7fd809b.png,valid,黑白壁纸书桌与粉色固定座位房间,书桌区、固定座位和柜体构成的同室围合,突出柜体与桌遮挡，门外走廊另外可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G117,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,26,data/mp3d_layout/valid/img/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.png,valid,黑白壁纸房间柜体旁,同一书桌与固定座位房间围合,近柜体分割两侧视野，局部信息较25不完整,4,4,4,0,4,4,16,20,16,16,0,2;6;8;36,1;10;11;12;13;15;17;28;29;30;31;32;33;34;35;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G117,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_d972562e44f44b4db2a197310dc6113f,jtcxE69GiFV,27,data/mp3d_layout/valid/img/jtcxE69GiFV_d972562e44f44b4db2a197310dc6113f.png,valid,窗下白柜的短通道,白柜窗墙及房门前的局部走道,两端连通走廊，不能仅连通合为同一个主区域,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G118,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,28,data/mp3d_layout/valid/img/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.png,valid,黑白壁纸房间中央,书桌、粉色座位、突出柜体所在围合,柜体和家具遮低角，门外通道范围另辨,4,4,4,0,4,4,16,20,16,16,0,2;28;29;36,1;6;8;10;11;12;13;15;17;30;31;32;33;34;35;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G117,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_eb93e479aeae4b59a26c3ea106f9be7a,jtcxE69GiFV,29,data/mp3d_layout/valid/img/jtcxE69GiFV_eb93e479aeae4b59a26c3ea106f9be7a.png,valid,壁挂酒架前的会客区域,酒架、座椅所在会客空间及宽开口,数个宽开口及地面材质转换，范围解释可能不一,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,30,data/mp3d_layout/valid/img/jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd.png,valid,楼梯脚旁的多门通道,楼梯脚和外窗门前的走廊段,多个近处门扇造成分隔和范围延伸信息,1,1,1,0,1,1,19,20,19,19,0,28,1;2;6;8;10;11;12;13;15;17;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G113;G118,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,31,data/mp3d_layout/valid/img/jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266.png,valid,黄色床毯小卧室浴室侧,单床窗墙、衣柜、电视墙的卧室围合,近浴室开口的信息较19突出，仍同一卧室主体,1,1,1,0,1,1,19,20,19,19,0,28,1;2;6;8;10;11;12;13;15;17;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G116,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV,32,data/mp3d_layout/valid/img/jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248.png,valid,灰柜衣帽间梳妆台侧,中央镜柜两侧走道及梳妆台端固定围合,中央实体柜遮住另一侧；镜面反射与真实开口并存,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G115,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,jtcxE69GiFV,33,data/mp3d_layout/valid/img/jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3.png,valid,米白卧室床尾及沙发前,床与沙发所在连续围合,沙发及床柜遮低墙，外侧套间可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G109,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV,34,data/mp3d_layout/valid/img/jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5.png,valid,厨房与起居之间的用餐区域,餐桌区域及周围数个宽开口，厨居两侧分区仍须辨别,跨宽开口纳入哪个范围有多种解释，未找到同主区域其他图,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,user_reviewed_disagreement_subset,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2,kEZ7cmS4wCh,1,data/mp3d_layout/test/img/kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2.png,test,白墙矮柜前的厅及起居开口,矮柜墙与客厅前厅区域，两侧木门外另有区域,多个开门和宽客厅开口，范围连续性需辨别,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G119,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh,2,data/mp3d_layout/test/img/kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4.png,test,木柜围合的衣帽/卫浴连接走道,木柜走道及洗漱区入口，卧室经门可见,两侧柜墙形成局部围合，与门外房间关系不应自动合并,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G119,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,1,data/mp3d_layout/valid/img/pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6.png,valid,卧室与小浴室连接口附近,小浴室和门内白床卧室同时可见，主围合归属需核实,近墙和门扇将双侧信息分开；原OOS评论仅保留不裁定,3,3,3,0,3,3,17,20,17,17,0,8;11;12,1;2;6;10;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G120;G121,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,2,data/mp3d_layout/valid/img/pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78.png,valid,主卫玻璃淋浴间内部,玻璃围合的淋浴空间及玻璃外双盆浴缸区,玻璃边界与浴室外围可能形成不同范围解释,6,6,6,0,6,6,14,20,14,14,0,1;28;29;31;32;35,2;6;8;10;11;12;13;15;17;30;33;34;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G122,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d,pRbA3pwrgk9,3,data/mp3d_layout/valid/img/pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d.png,valid,红毯主卧衣帽间及浴室门前,卧室侧邻近衣帽间与浴室的多门墙段,两侧门后区域显著，靠门范围归属不确定；原OOS评论保留,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G123,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,4,data/mp3d_layout/valid/img/pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf.png,valid,红毯黑色图案床头主卧内部,床、窗、座椅和入室楼梯门的本卧室围合,多门通往衣帽间及浴室，床椅遮低墙,1,1,1,0,1,1,19,20,19,19,0,29,1;2;6;8;10;11;12;13;15;17;28;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G124,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,5,data/mp3d_layout/valid/img/pRbA3pwrgk9_16beb21e65a84850a509972190038d0e.png,valid,有宽矮抽屉柜的衣帽间,本衣帽间固定柜架和门内围合,卧室经独立门可见，柜体遮低墙,2,2,2,0,2,2,18,20,18,18,0,29;33,1;2;6;8;10;11;12;13;15;17;28;30;31;32;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G125;G126,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,6,data/mp3d_layout/valid/img/pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4.png,valid,红毯主卧床尾,床窗、座椅和楼梯入口的卧室围合,床及座椅遮墙脚，开门外附属空间可见,3,3,3,0,3,3,17,20,17,17,0,33;34;35,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G124,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,7,data/mp3d_layout/valid/img/pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1.png,valid,家用电梯轿厢内部,轿厢壁及开启的轿门,轿厢和外室分层，未找到同主体另一个视点,5,5,5,0,5,5,15,20,15,15,0,6;17;29;33;34,1;2;8;10;11;12;13;15;28;30;31;32;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_2e5e98be62684eb8b3143fda3059ddde,pRbA3pwrgk9,8,data/mp3d_layout/valid/img/pRbA3pwrgk9_2e5e98be62684eb8b3143fda3059ddde.png,valid,红毯主卧阳台门旁,同卧室床窗和门墙围合,外门近处信息增强，床边植物遮角,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G124,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,pRbA3pwrgk9,9,data/mp3d_layout/valid/img/pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e.png,valid,洗衣房门侧,洗衣机柜、洗手池长台和单门的本室,机柜和台面遮低角，门外楼梯厅可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G127,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,10,data/mp3d_layout/valid/img/pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5.png,valid,红毯主卧楼梯入口侧,主卧室围合，入口台阶经大门可见,近台阶入口使另一平面信息突出，浴室及衣帽间两侧开门,2,2,2,0,2,2,18,20,18,18,0,32;33,1;2;6;8;10;11;12;13;15;17;28;29;30;31;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G124,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,11,data/mp3d_layout/valid/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,valid,主卧与蓝白主卫连接口,蓝白主卫与红毯卧室同时可见，主围合归属待辨,门旁近墙与门扇割开双侧空间，不因同套间合组,20,20,20,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G123,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,12,data/mp3d_layout/valid/img/pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b.png,valid,宽矮柜衣帽间门内,衣帽间柜架和宽矮抽屉柜所在围合,柜架遮低角，卧室仅通过门可见,2,2,2,0,2,2,18,20,18,18,0,11;12,1;2;6;8;10;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G125,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_950f2117a6164fbc8d2faff96c40a1e9,pRbA3pwrgk9,13,data/mp3d_layout/valid/img/pRbA3pwrgk9_950f2117a6164fbc8d2faff96c40a1e9.png,valid,蓝墙双盆和独立浴缸的主卫,双盆台、独立浴缸、玻璃淋浴和厕位门的浴室围合,玻璃淋浴及厕位带来局部分区歧义,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G122,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,14,data/mp3d_layout/valid/img/pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930.png,valid,绿墙浴室淋浴内部,玻璃内淋浴及外厕位和洗手台,玻璃外不同子区可见；与01/17不是相同固定设施布局,2,2,2,0,2,2,18,20,18,18,0,36;37,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G128,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae,pRbA3pwrgk9,15,data/mp3d_layout/valid/img/pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae.png,valid,高柜架为主的另一衣帽间,高窄架和挂衣杆所在本室,看向卧室座椅，柜架遮挡，不能以相同木材当作05/12同房,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G126,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,16,data/mp3d_layout/valid/img/pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad.png,valid,白床卧室浴室连接口旁,与01同一连接口，卧室及小浴室均呈现,门口两侧范围归属歧义相似，原OOS评论不作裁定,2,2,2,0,2,2,18,20,18,18,0,13;15,1;2;6;8;10;11;12;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G120,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,pRbA3pwrgk9,17,data/mp3d_layout/valid/img/pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b.png,valid,白床卧室旁的小浴室内部,厕位、棕色洗手台、黑架和玻璃淋浴围合,门外卧室可见，镜面和淋浴玻璃另须辨别,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G121;G128,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_e0dc27df8b2d4484bde0f97284d4cdf7,pRbA3pwrgk9,18,data/mp3d_layout/valid/img/pRbA3pwrgk9_e0dc27df8b2d4484bde0f97284d4cdf7.png,valid,红毯主卧阳台出口前,主卧室围合及外门可见阳台,阳台与室内不同范围信息显著，床椅仍同卧室,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G124,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_ec8f8c12b70e4969ae24adb7031d9312,pRbA3pwrgk9,19,data/mp3d_layout/valid/img/pRbA3pwrgk9_ec8f8c12b70e4969ae24adb7031d9312.png,valid,洗衣房长台中部,长台池柜及洗衣机柜与单门所在本室,柜台遮低角，与09共享单一开门外侧信息,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G127,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
pRbA3pwrgk9_ecd2d3d74f1244a19bab0131ca065c26,pRbA3pwrgk9,20,data/mp3d_layout/valid/img/pRbA3pwrgk9_ecd2d3d74f1244a19bab0131ca065c26.png,valid,洗衣房长台另一端,同洗衣房固定长台与机柜围合,平移引起台面遮挡变化，门外信息相近,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G127,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,1,data/mp3d_layout/test/img/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.png,test,大床卧室，梳妆凹室次要可见,卧室床区及床侧凹入轮廓,床尾柜遮挡低位边界；与前室主视点不同,9,5,5,4,5,8,12,17,15,15,3,1;28;29;35;36,2;6;8;10;11;13;15;17;30;31;32;33,12;34;37,,prior_discussion,,,G145,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,2,data/mp3d_layout/test/img/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.png,test,卧室外短前室,前室悬台墙与双门围合,卧室和大厅经不同开口可见，跨门范围有选择,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,,prior_discussion,,,G145,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,3,data/mp3d_layout/test/img/q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9.png,test,洗漱区与侧浴缸开口,双盆洗漱间为主，浴缸间范围待定,浴缸与洗漱分室，左右重复房型待核,5,5,5,0,5,5,15,20,15,15,0,1;2;34;36;37,6;8;10;11;12;13;15;17;28;29;30;31;32;33;35,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G146;G147;G148,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,4,data/mp3d_layout/test/img/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.png,test,洗漱门口与入口前厅,双盆间/前厅两侧范围并呈,门墙遮蔽侧向轮廓，范围信息不同于内侧图,5,5,3,0,3,5,15,18,17,17,2,11;34;37,1;6;8;10;12;13;17;28;29;30;31;32;33;35;36,2;15,卫浴,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G149,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232,q9vSo1VnCiC,5,data/mp3d_layout/test/img/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.png,test,浴缸淋浴内间,浴缸、外庭院玻璃门及洗漱开口,玻璃与庭院透视；洗漱区信息不完整,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G146,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5,q9vSo1VnCiC,6,data/mp3d_layout/test/img/q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5.png,test,淋浴如厕内间,坐便器和淋浴围合，止于洗漱开口,分室门墙使洗漱外间只能局部可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G150,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d,q9vSo1VnCiC,7,data/mp3d_layout/test/img/q9vSo1VnCiC_5deeec8cee844e6e9899bfff35b06f5d.png,test,双床卧室,双床、电视、庭院门围合,与34固定开口对应未完全消除重复房型疑点,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G151,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,q9vSo1VnCiC,8,data/mp3d_layout/test/img/q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71.png,test,浴缸淋浴内间,淋浴墙、浴缸高窗与庭院玻璃门,与05相反排列，物理身份不宜强定,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G152,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
