source_export,project_id,task_id,task_key,task_label,dataset_group,condition,annotator_id,annotation_id,annotation_sort_key,lead_time_seconds,active_time,active_time_source,active_time_match_status,active_time_source_file,active_time_session_count,active_time_event_count,geometry_hash,canonical_geometry,n_corners,parse_error,primary_active_time_eligible,sensitivity_active_time_eligible,canonical_annotation_id,raw_canonical_annotation_id,duplicate_annotation_ids,duplicate_group_size,duplicate_geometry_type,duplicate_time_ambiguous,eligible_for_primary_analysis,exclusion_reason
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3093,29:3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,PreScreen_semi,semi,19,4655,2026-06-27T13:03:46.882628Z||2026-06-27T13:03:46.882612Z|4655,4.246,9.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,2,200ae7af68c5db075ec7d419ab3b8ad65c8a1dbae1de5622435bfc74b9411f49,"[[143.0,150.0],[143.0,363.0],[178.0,135.5],[179.5,379.5],[211.5,332.5],[213.0,178.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,,True,True,a68b2eed7b0c771f,4655,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3093,29:3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,PreScreen_semi,semi,2,4744,2026-06-29T15:38:20.829027Z||2026-06-29T15:38:20.829008Z|4744,26.593,32.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,3,2b35e60376d85a1aa0fb23be7be4c460fadf157e2859883dbdcdf213c4bc8ce4,"[[141.5,146.0],[144.0,366.5],[178.5,133.5],[181.0,376.5],[209.5,333.5],[215.0,181.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,,True,True,39008f0fe7a1d27b,4744,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3093,29:3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,PreScreen_semi,semi,21,3688,2026-06-04T15:40:19.346347Z||2026-06-04T15:40:19.346332Z|3688,10.071,19.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,2,200ae7af68c5db075ec7d419ab3b8ad65c8a1dbae1de5622435bfc74b9411f49,"[[143.0,150.0],[143.0,363.0],[178.0,135.5],[179.5,379.5],[211.5,332.5],[213.0,178.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,,True,True,ffdffd1443b1cef9,3688,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3093,29:3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,PreScreen_semi,semi,6,3285,2026-05-22T06:50:42.000069Z||2026-05-22T06:50:42.000053Z|3285,31.315,52.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,3,f6afaf60cf6342f18b88307320378149d34f2a962972015a6b70b7e9e9ba8f95,"[[158.0,164.0],[158.0,350.0],[181.0,158.0],[181.0,356.0],[202.0,181.0],[202.0,332.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,,True,True,1260b5763825ac73,3285,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3093,29:3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,PreScreen_semi,semi,8,3493,2026-05-29T03:05:26.395201Z||2026-05-29T03:05:26.395179Z|3493,277.198,284.0,log,project+task+annotator,active_times_2026-05-29.jsonl,1,10,7c321915a345bad7cb726dc91c51b4c7cd27df2879839f36571793df064d01a8,"[[142.5,148.0],[143.5,371.0],[178.0,136.0],[181.0,377.0],[214.5,177.0],[217.0,339.0],[381.0,197.0],[381.0,315.0],[548.0,178.0],[548.0,335.0],[949.0,126.0],[949.0,387.0]]",12,,True,True,3e32b8564185e9c7,3493,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,1,4806,2026-06-30T03:34:40.829499Z||2026-06-30T03:34:40.829481Z|4806,60.756,66.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,4,aadebd18205e6724b9cc74381c400a4af85d010c294f29d178eb32c498dae92b,"[[175.0,395.5],[183.0,139.0],[374.0,143.0],[378.0,352.0],[606.5,387.5],[610.5,123.5],[910.5,99.5],[912.5,415.5]]",8,,True,True,ef6c6984e4f16c67,4806,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,10,3183,2026-05-21T07:36:02.598815Z||2026-05-21T07:36:02.598799Z|3183,68.373,70.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,3,2c17c9b67580d1e244d62a0171009cd660071a3a4984043d902117761f5110b2,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[605.0,427.0],[614.0,127.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,ed061f0733e9b7c0,3183,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,11,3607,2026-05-31T15:49:36.410531Z||2026-05-31T15:49:36.410517Z|3607,51.44,58.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,4,ea75adc9b942a93be20e6eb80cba8f23c7fee86bb2e0f0273f62e1a2b4e77a89,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[614.0,127.0],[614.0,418.0],[616.0,106.0],[616.0,437.0],[636.0,114.0],[636.0,430.0],[905.0,98.0],[905.0,443.0]]",12,,True,True,917375ed9bf4c232,3607,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,12,3446,2026-05-28T15:01:36.917887Z||2026-05-28T15:01:36.917872Z|3446,33.322,33.322,lead_time_fallback,fallback_no_direct_log,,0,0,ff12cdba069dcb35fddeb81d88900979bc5c88dae412829bba1a8bf6f2796a67,"[[169.0,131.5],[173.0,427.5],[375.5,419.0],[379.5,108.5],[598.5,423.5],[605.0,100.0],[903.0,112.5],[913.5,429.5]]",8,,False,True,89f4eb027c671d27,3446,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,13,3342,2026-05-24T15:37:58.975354Z||2026-05-24T15:37:58.975339Z|3342,76.872,95.0,log,project+task+annotator,active_times_2026-05-24.jsonl,1,5,04237c2ec47e5d638d2a6ab2784e8730971597b0b8a74181b020cacc9e199a30,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[609.0,432.5],[612.0,127.5],[905.0,98.0],[915.5,435.0]]",8,,True,True,76f4aa228126afc1,3342,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,14,3237,2026-05-21T08:54:31.423636Z||2026-05-21T08:54:31.423621Z|3237,9.265,9.265,lead_time_fallback,fallback_no_direct_log,,0,0,ae32e5c63ad538e7cda709a2e1f38583b00e1b4fb22799db11dda3de497c209d,"[[163.5,410.5],[172.0,132.0],[372.0,144.0],[372.0,403.0],[605.0,427.0],[614.0,127.0],[905.0,98.0],[905.0,443.0]]",8,,False,True,0866485c13fba238,3237,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,15,3615,2026-06-01T07:51:27.217960Z||2026-06-01T07:51:27.217946Z|3615,86.146,112.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,7,f5047b6156bacea9b6ca82500e410e7d29bcac1d0235013517ac4cbda5970467,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[601.0,423.0],[605.5,127.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,ddf920fbb138fba7,3615,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,17,3397,2026-05-25T08:34:29.631950Z||2026-05-25T08:34:29.631935Z|3397,67.145,73.0,log,project+task+annotator,active_times_2026-05-25.jsonl,1,4,e76a379acbe742cf5ce7c18b2291445e381aefcf02e36a4c04637d4df53a36b5,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[606.5,426.5],[610.5,126.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,c47958997351f42e,3397,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,18,4237,2026-06-20T15:25:38.444250Z||2026-06-20T15:25:38.444231Z|4237,345.54,130.0,log,project+task+annotator,active_times_2026-06-20.jsonl,1,14,53f034609460036e147036fc0bcc4df856b1cc3f5241fc2c6078b676cc2c18ac,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[604.5,430.0],[609.0,120.5],[905.0,98.0],[905.0,443.0]]",8,,True,True,2dcd0faece1c3627,4237,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,19,4656,2026-06-27T13:03:52.420624Z||2026-06-27T13:03:52.420607Z|4656,1.233,4.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,1,633d8966fe34d871d41e25053a2f83400f73760717da70ecb5e7cf3b3307996a,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[601.0,423.0],[605.5,127.0],[924.5,106.5],[931.0,441.0]]",8,,True,True,3ca6a4292b4723e3,4656,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,2,4745,2026-06-29T15:38:46.874784Z||2026-06-29T15:38:46.874765Z|4745,21.61,26.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,3,2a571342143c7ba0668de7b2bc20e66a62bca61d71cd9cc7e7cfe6c33646c62a,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[614.0,127.0],[616.0,437.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,cbd6d6ed281739e8,4745,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,21,3689,2026-06-04T15:41:10.492660Z||2026-06-04T15:41:10.492646Z|3689,40.916,52.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,3,633d8966fe34d871d41e25053a2f83400f73760717da70ecb5e7cf3b3307996a,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[601.0,423.0],[605.5,127.0],[924.5,106.5],[931.0,441.0]]",8,,True,True,8a9a3f2c384ef292,3689,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,6,3286,2026-05-22T06:50:53.735461Z||2026-05-22T06:50:53.735446Z|3286,2.153,11.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,3,ae32e5c63ad538e7cda709a2e1f38583b00e1b4fb22799db11dda3de497c209d,"[[163.5,410.5],[172.0,132.0],[372.0,144.0],[372.0,403.0],[605.0,427.0],[614.0,127.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,f1a7942ad54c9e20,3286,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3094,29:3094,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359.jpg,PreScreen_semi,semi,8,3494,2026-05-29T03:10:10.839839Z||2026-05-29T03:10:10.839823Z|3494,269.059,267.0,log,project+task+annotator,active_times_2026-05-29.jsonl,1,11,51c4230d80eb8b867aaee8c9a188d28011d8cf6b892e32d592366cf5132e010b,"[[172.0,132.0],[172.0,414.0],[372.0,144.0],[372.0,403.0],[604.5,430.5],[614.0,127.0],[905.0,98.0],[905.0,443.0]]",8,,True,True,c44e5219f9e4193e,3494,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,1,4807,2026-06-30T03:35:19.175812Z||2026-06-30T03:35:19.175796Z|4807,26.372,40.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,4,0a7c6f2e5f9d97f8313368e1d510869e5a0706968fdcf319fc6f4dacedd49e2c,"[[240.5,234.5],[240.5,290.5],[272.5,290.5],[274.5,232.5],[716.0,181.0],[716.0,362.0],[823.0,354.0],[825.0,179.0]]",8,,True,True,babc4e1b7d60b5ce,4807,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,10,3184,2026-05-21T07:38:06.256438Z||2026-05-21T07:38:06.256421Z|3184,122.005,125.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,5,4c3f70679b7b3e245e0fe636872c2610b607726bf53fc3e98cc836ec6b20692d,"[[243.0,233.0],[243.0,283.0],[261.5,233.0],[261.5,282.5],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,1106d9b3309125ae,3184,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,11,3608,2026-05-31T15:50:02.735106Z||2026-05-31T15:50:02.735093Z|3608,20.306,24.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,2,67bdfd88b91704258a99264a714b6c21fc508e3eeb166fb2f514836655c79529,"[[243.0,233.0],[243.0,283.0],[261.5,233.0],[261.5,282.5],[302.0,185.0],[302.0,343.0],[309.0,185.0],[309.0,342.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",12,,True,True,b11846422ee8df2c,3608,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,12,3447,2026-05-28T15:02:22.879147Z||2026-05-28T15:02:22.879130Z|3447,34.882,34.882,lead_time_fallback,fallback_no_direct_log,,0,0,5058ecd3eace19073ee69b90b6eca12d4b0e9dd34e44e4947954df39d0c3d4a9,"[[233.5,285.5],[235.5,235.5],[273.0,235.5],[273.0,288.0],[709.0,179.5],[709.0,348.5],[817.5,356.5],[819.5,179.5]]",8,,False,True,38972f7a8ac6e59e,3447,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,13,3343,2026-05-24T15:38:49.874418Z||2026-05-24T15:38:49.874403Z|3343,26.095,50.0,log,project+task+annotator,active_times_2026-05-24.jsonl,1,4,4c3f70679b7b3e245e0fe636872c2610b607726bf53fc3e98cc836ec6b20692d,"[[243.0,233.0],[243.0,283.0],[261.5,233.0],[261.5,282.5],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,e13f31dcfeca786f,3343,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,14,3238,2026-05-21T08:54:56.349398Z||2026-05-21T08:54:56.349382Z|3238,21.093,21.093,lead_time_fallback,fallback_no_direct_log,,0,0,263db7377c6ec2f3373650444e5e31b903bbd0d00a0c6fc4da68b524ea24617f,"[[241.5,284.5],[243.0,233.0],[272.0,233.0],[275.5,286.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,False,True,c98ff21fd3ac34dc,3238,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,15,3616,2026-06-01T07:56:31.334764Z||2026-06-01T07:56:31.334750Z|3616,249.147,281.0,log,project+task+annotator,active_times_2026-06-01.jsonl,1,14,60903eb350cff353b5694f43573c390e6f223ce51d6be0a507b411485088f530,"[[242.5,286.0],[243.0,231.5],[271.0,286.0],[271.5,231.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,ed7c1f77254fbb2a,3616,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,17,3398,2026-05-25T08:36:18.348176Z||2026-05-25T08:36:18.348161Z|3398,103.382,114.0,log,project+task+annotator,active_times_2026-05-25.jsonl,1,8,622f7a774f3aa9fd3e21b74ae262fe7ae83ee65a9e85e2d33ba76ea4c8f530ed,"[[242.0,286.5],[243.0,232.0],[272.5,287.0],[274.5,232.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,f9d6980bfc9259bd,3398,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,18,4238,2026-06-20T15:26:59.361976Z||2026-06-20T15:26:59.361959Z|4238,63.071,81.0,log,project+task+annotator,active_times_2026-06-20.jsonl,1,5,4c3f70679b7b3e245e0fe636872c2610b607726bf53fc3e98cc836ec6b20692d,"[[243.0,233.0],[243.0,283.0],[261.5,233.0],[261.5,282.5],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,dee69b2b7ab15827,4238,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,19,4657,2026-06-27T13:04:04.377686Z||2026-06-27T13:04:04.377653Z|4657,3.637,12.0,log,project+task+annotator,active_times_2026-06-27.jsonl,1,2,9b49ab54b57fd50125d3c30c945f17506d107d37638132a036bbed717cd7d060,"[[242.5,286.0],[243.0,231.5],[271.0,286.0],[271.5,231.0],[537.5,141.0],[548.0,428.5],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",10,,True,True,708d8e2dff95ff2d,4657,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,2,4746,2026-06-29T15:39:13.599908Z||2026-06-29T15:39:13.599889Z|4746,22.114,32.0,log,project+task+annotator,active_times_2026-06-29.jsonl,1,3,8bd29483a7aad585f7dc1e85d94a4d60e47736a1f7d7767adb6cae63cdb48185,"[[243.0,233.0],[243.0,283.0],[268.0,282.5],[269.5,233.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,6d3c8739804e5920,4746,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,21,3690,2026-06-04T15:41:26.707787Z||2026-06-04T15:41:26.707773Z|3690,9.82,17.0,log,project+task+annotator,active_times_2026-06-04.jsonl,1,3,60903eb350cff353b5694f43573c390e6f223ce51d6be0a507b411485088f530,"[[242.5,286.0],[243.0,231.5],[271.0,286.0],[271.5,231.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,d46ea988f490ef0f,3690,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,6,3287,2026-05-22T06:51:03.607183Z||2026-05-22T06:51:03.607167Z|3287,2.011,9.0,log,project+task+annotator,active_times_2026-05-22.jsonl,1,2,263db7377c6ec2f3373650444e5e31b903bbd0d00a0c6fc4da68b524ea24617f,"[[241.5,284.5],[243.0,233.0],[272.0,233.0],[275.5,286.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,3d27ec416166fb40,3287,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3095,29:3095,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.jpg,PreScreen_semi,semi,8,3496,2026-05-29T03:16:31.911500Z||2026-05-29T03:16:31.911486Z|3496,366.048,171.0,log,project+task+annotator,active_times_2026-05-29.jsonl,1,14,72a5331b4f1cd49cc420f8fb19a94edd2413e9ad6ca2bd5dde64f69515092068,"[[217.0,346.5],[218.0,185.5],[302.0,185.0],[302.0,343.0],[710.0,172.0],[710.0,357.0],[817.0,171.0],[817.0,358.0]]",8,,True,True,8a6c9350ded9f505,3496,3495,2,duplicate_same_geometry,True,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,1,4808,2026-06-30T03:35:56.544281Z||2026-06-30T03:35:56.544256Z|4808,29.453,40.0,log,project+task+annotator,active_times_2026-06-30.jsonl,1,3,36d0a83add54947b09d883071e1b88a1c15a25601816f7ce14f83fff51695cfb,"[[242.5,280.5],[244.5,248.5],[260.5,250.5],[262.5,276.5],[759.5,276.5],[761.5,242.5],[785.5,242.5],[787.5,280.5]]",8,,True,True,b21b9e1bc1f9748c,4808,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,10,3185,2026-05-21T07:38:33.150118Z||2026-05-21T07:38:33.150103Z|3185,23.608,26.0,log,project+task+annotator,active_times_2026-05-21.jsonl,1,2,0e715e69b8a1901892c11675e16866ad1b8607c8fc87439c4837e6dcf9c37726,"[[244.0,239.0],[244.0,278.0],[260.0,238.5],[260.0,278.5],[755.0,237.0],[755.0,280.0],[780.0,237.0],[780.0,280.0]]",8,,True,True,dd75ae13e342b2e4,3185,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,11,3609,2026-05-31T15:50:40.949419Z||2026-05-31T15:50:40.949404Z|3609,31.988,37.0,log,project+task+annotator,active_times_2026-05-31.jsonl,1,2,0e715e69b8a1901892c11675e16866ad1b8607c8fc87439c4837e6dcf9c37726,"[[244.0,239.0],[244.0,278.0],[260.0,238.5],[260.0,278.5],[755.0,237.0],[755.0,280.0],[780.0,237.0],[780.0,280.0]]",8,,True,True,5945adbef25e9e2d,3609,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,12,3448,2026-05-28T15:03:01.810238Z||2026-05-28T15:03:01.810222Z|3448,30.866,30.866,lead_time_fallback,fallback_no_direct_log,,0,0,58e7cc044bfbd26c714f2491fa255585cd0c70dc1f47f5c19a5fa41febb56cf0,"[[238.0,279.5],[240.0,242.0],[263.0,244.0],[265.0,275.5],[753.0,227.5],[753.0,281.5],[780.0,227.5],[784.0,283.5]]",8,,False,True,4b34ab7cdc3ff32b,3448,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,13,3344,2026-05-24T15:39:11.681127Z||2026-05-24T15:39:11.681113Z|3344,7.955,20.0,log,project+task+annotator,active_times_2026-05-24.jsonl,1,1,0e715e69b8a1901892c11675e16866ad1b8607c8fc87439c4837e6dcf9c37726,"[[244.0,239.0],[244.0,278.0],[260.0,238.5],[260.0,278.5],[755.0,237.0],[755.0,280.0],[780.0,237.0],[780.0,280.0]]",8,,True,True,ee2a23d20aaa38a2,3344,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,14,3239,2026-05-21T08:55:14.223069Z||2026-05-21T08:55:14.223053Z|3239,15.064,15.064,lead_time_fallback,fallback_no_direct_log,,0,0,1ea7ad5cd9305f00a869b0ae143ef155f5fc9f246b9f50d39020a6cd0c0e82e0,"[[244.0,237.5],[244.0,278.0],[265.5,238.5],[267.0,278.5],[755.0,237.0],[755.0,280.0],[781.5,237.0],[785.0,278.5]]",8,,False,True,a10636e431b96e35,3239,,1,single,False,True,
export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,29,3096,29:3096,B6ByNegPMKs_75327de9719945aa8b893a6404667884.jpg,PreScreen_semi,semi,15,3617,2026-06-01T07:59:06.935481Z||2026-06-01T07:59:06.935468Z|3617,148.905,160.0,log,project+task+annotator,active_times_2026-05-21.jsonl;active_times_2026-06-01.jsonl,2,7,3953986fa15c5b1c3c0fc2d04e05725595e8aaa159dab82861a676978cf15992,"[[244.0,239.0],[244.0,278.0],[264.5,238.5],[264.5,278.5],[755.0,237.0],[755.0,280.0],[780.0,237.0],[780.0,280.0]]",8,,True,True,8f3e2abc0f04f753,3617,,1,single,False,True,
