gt_inner_id,base_task_id,hohonet_test_png_exists,hohonet_test_png_size,hohonet_test_png_sha16,hohonet_img_v_jpg_exists,hohonet_img_v_jpg_size,hohonet_img_v_jpg_sha16,bilayout_png_exists,bilayout_png_size,bilayout_png_sha16,png_vs_bilayout_mean_abs_rgb_resized,png_vs_bilayout_rms_abs_rgb_resized,png_vs_bilayout_any_pixel_changed,jpg_vs_bilayout_mean_abs_rgb,jpg_vs_bilayout_rms_abs_rgb,jpg_vs_bilayout_any_pixel_changed
241,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,True,2048x1024,b38757967e85d0d1,True,1024x512,8cf62560a8a4efcd,True,1024x512,4091f931e5a0a0ce,2.509,6.023,1,3.525,7.113,1
242,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,True,2048x1024,0ffde310dd22f9d8,True,1024x512,221d8572c459c4b1,True,1024x512,db19cc162b8ab210,0.861,2.625,1,1.423,3.137,1
243,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,True,2048x1024,f03d37e92a1b3574,True,1024x512,e2e74cf21c7ea24c,True,1024x512,9035e68032cb0264,0.962,3.020,1,1.683,3.708,1
244,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,True,2048x1024,e53c4d07554173ac,True,1024x512,d06f64437d67fadd,True,1024x512,8c02f2019b89ef7b,3.005,6.868,1,3.884,7.804,1
245,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,True,2048x1024,d51425e60e456548,True,1024x512,e6233280a2c69bd9,True,1024x512,13db47ddfe43eb33,2.204,6.094,1,2.960,6.838,1
246,e9zR4mvMWw7_93c08bd7515647fdaa2ef1239d02983c,True,2048x1024,68f323415ea56cf8,True,1024x512,954687de2f4599f8,True,1024x512,0bf5164493603e0a,0.738,2.143,1,1.645,3.067,1
247,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,True,2048x1024,ecf78f290dff4e20,True,1024x512,57bac4aa16c519b0,True,1024x512,716c9255b80ce34d,1.219,2.961,1,2.107,3.849,1
248,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,True,2048x1024,d3baa9b4e3dfe9ff,True,1024x512,78eb56647f8de44a,True,1024x512,b55c4043fdd45027,2.615,7.794,1,3.157,8.400,1
249,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,True,2048x1024,69a05b3d2f9b7319,True,1024x512,2b3ff5ca430efa57,True,1024x512,a6ecf4a42803a288,0.998,2.236,1,2.299,3.930,1
250,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,True,2048x1024,b31e97221e432b8f,True,1024x512,7ece2f8f0b0c6d63,True,1024x512,eef9a51593cd64c0,0.625,1.537,1,1.618,2.776,1
251,wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991,True,2048x1024,439d7238c69c0f62,True,1024x512,50170887d7c2dda1,True,1024x512,10013fae288f22bb,1.120,2.538,1,2.287,3.990,1
252,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,True,2048x1024,703a747491ea6e2c,True,1024x512,9010bb199f6345c4,True,1024x512,d3561dda04f57e36,1.194,3.069,1,2.076,4.078,1
253,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,True,2048x1024,c73ef9a443a6a8b7,True,1024x512,3f1b410f6882ad16,True,1024x512,afad907e9b9592cf,34.190,48.088,1,34.319,48.267,1
254,wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e,True,2048x1024,8864a9896a142c71,True,1024x512,4750e6434a6a6949,True,1024x512,a71ffb0189c3b4c6,2.311,6.860,1,3.072,7.591,1
255,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,True,2048x1024,eab55c69941b67ad,True,1024x512,e80b0306b6c53446,True,1024x512,6056c72588d53026,11.487,21.913,1,12.529,23.574,1
256,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,True,2048x1024,2e50a92d01073f67,True,1024x512,14804ada703bb165,True,1024x512,d1cea8723790b4bb,1.251,3.388,1,2.056,4.117,1
257,uNb9QFRL6hY_f8acfc899a4c49ddad71fdfcfd899b2f,True,2048x1024,57694e426be87a9a,True,1024x512,599d0e0a90fd9444,True,1024x512,014febac53576cd6,1.669,5.437,1,2.352,6.161,1
258,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,True,2048x1024,ece6328c500628f4,True,1024x512,1ba24e44195a9d23,True,1024x512,60d419e72c1bdb11,4.386,12.320,1,4.847,13.002,1
259,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,True,2048x1024,97ca9761a0abfb0b,True,1024x512,6e83db8dc81709d1,True,1024x512,db22ad7a1c15990b,1.905,4.860,1,2.537,5.470,1
260,7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09,True,2048x1024,78d153772f132544,True,1024x512,af6d06ae940e1e58,True,1024x512,150dc6dfa3c07d8a,0.711,2.205,1,1.450,2.894,1
261,7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44,True,2048x1024,0e0f6e81d5369611,True,1024x512,83ceec272963849c,True,1024x512,6ae84864528dc386,3.578,11.783,1,3.959,12.451,1
262,7y3sRwLe3Va_155fac2d50764bf09feb6c8f33e8fb76,True,2048x1024,94713d701460d7f5,True,1024x512,53c67e97d54abd15,True,1024x512,aecbf7cafd114fcc,0.626,1.721,1,1.465,2.677,1
263,7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,True,2048x1024,50786d9bdf5d02f6,True,1024x512,872f207b085f592e,True,1024x512,1605edd03e56c0b6,0.569,1.576,1,1.343,2.375,1
264,7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,True,2048x1024,a372478ca4590947,True,1024x512,100bbd6d2133d0e5,True,1024x512,f8d97cbf0b45308f,0.666,1.759,1,1.364,2.487,1
265,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,True,2048x1024,bbfa673c3f3af502,True,1024x512,b9e18c8f34b0fa8e,True,1024x512,466d9cb9fdca79ba,5.263,16.105,1,5.496,16.614,1
266,7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,True,2048x1024,084778bb5711745e,True,1024x512,b4b9d6568a44e33e,True,1024x512,7f653421b062cbd7,0.359,1.018,1,1.053,1.708,1
267,7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,True,2048x1024,465e4630c77605a4,True,1024x512,564028417188506c,True,1024x512,d266ae40ac434a17,1.246,3.799,1,1.953,4.469,1
268,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,True,2048x1024,b472737bf81f79ef,True,1024x512,368f4b363539fdee,True,1024x512,fa81bd1360888ace,0.791,2.460,1,1.447,2.995,1
269,7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,True,2048x1024,71a74560c7591579,True,1024x512,18cc28f8c1f5a704,True,1024x512,ee11e8a869320a16,0.503,1.330,1,1.139,1.998,1
270,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,True,2048x1024,de7745071a1659fe,True,1024x512,1b9dd41ec4693eb3,True,1024x512,e58fc5b6fc907a2f,0.989,2.396,1,1.913,3.386,1
271,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,True,2048x1024,f333dd0b4ed56540,True,1024x512,a68b3e24fd7e9487,True,1024x512,e9f60bbfd57c5eec,1.083,3.555,1,1.769,4.159,1
272,7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,True,2048x1024,f41a13d54d0a586a,True,1024x512,07ce2e3ab38ca44a,True,1024x512,82f10f1e3b397f88,0.548,1.515,1,1.284,2.233,1
273,B6ByNegPMKs_02e18ec4d4f94d2eb4407346c822dee2,True,2048x1024,189294b6e4c79044,True,1024x512,88e8e7f48662fe89,True,1024x512,4773a6ee319369a9,10.479,23.660,1,10.765,24.134,1
274,B6ByNegPMKs_0e5ba44387774783903fea2a1b8f53dd,True,2048x1024,2d7abf18b0082549,True,1024x512,bcc154b42b8f7883,True,1024x512,7b5209ee299ee0d7,0.920,2.385,1,1.736,3.140,1
275,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,True,2048x1024,1b426a5f62f78daf,True,1024x512,aa0493b33d734c13,True,1024x512,61db13d175639980,1.392,4.361,1,2.074,4.970,1
276,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,True,2048x1024,9c61941833d979d0,True,1024x512,b20d80ebdd255ec2,True,1024x512,ab96a826695a1a9b,2.521,6.740,1,3.281,7.466,1
277,B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,True,2048x1024,e700c5d737eee024,True,1024x512,94c8dcc6ef9d35ce,True,1024x512,be868787eda39ade,0.993,2.670,1,1.753,3.365,1
278,B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,True,2048x1024,bb015252b707a8f2,True,1024x512,80706292ced0cafb,True,1024x512,9f0f78c2b872a682,3.610,10.471,1,4.049,11.019,1
279,B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,True,2048x1024,e71824a935f7f139,True,1024x512,38884236259df427,True,1024x512,ea37b90be2abf597,1.457,4.349,1,2.193,5.042,1
280,B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,True,2048x1024,d5c375dfa37ccf8f,True,1024x512,802fd17e1e5a882f,True,1024x512,5b55130d7938f6ef,0.982,2.724,1,1.831,3.578,1
281,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,True,2048x1024,365a6127f31ad874,True,1024x512,64dcf4b257dbd513,True,1024x512,2a44e32147e4d6ff,1.491,5.539,1,2.316,6.319,1
282,B6ByNegPMKs_75327de9719945aa8b893a6404667884,True,2048x1024,9be57e4bae38e250,True,1024x512,064b5b61bedbaa3f,True,1024x512,6a9577281a91d76f,0.746,2.000,1,1.603,2.906,1
283,B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,True,2048x1024,e87baa058f4ea53c,True,1024x512,04e2ec77e647d02b,True,1024x512,d268b42e5c0b0114,0.426,1.169,1,1.292,2.163,1
284,B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,True,2048x1024,0a883331cbcce726,True,1024x512,938fbebc79d43615,True,1024x512,8e6af34a193bd194,0.802,2.256,1,1.615,3.021,1
285,B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,True,2048x1024,95997993ed0aaa38,True,1024x512,59c8470069d86169,True,1024x512,68bcd5a56a1beb95,1.154,3.198,1,1.939,3.957,1
286,B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8,True,2048x1024,1b36381436afff29,True,1024x512,d9bbee3d24061310,True,1024x512,440f248aabfac20d,1.204,3.543,1,1.975,4.312,1
287,B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,True,2048x1024,92183f1c78eec423,True,1024x512,35ee56d03a5ffd25,True,1024x512,87edfc7e5851f50e,1.233,3.749,1,1.950,4.413,1
288,B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,True,2048x1024,014e6dcc267dc5df,True,1024x512,e9aac37119a9f368,True,1024x512,e05025327c230fa7,0.890,2.655,1,1.729,3.435,1
289,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,True,2048x1024,a139802c4084b2f5,True,1024x512,4149c3888c348725,True,1024x512,99a9eadfdd428355,0.653,1.835,1,1.479,2.677,1
290,B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,True,2048x1024,3fc16ed0c482bfc0,True,1024x512,ad8f4fae9af70372,True,1024x512,26a8c44a2a8578be,0.759,1.808,1,1.684,2.902,1
291,B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,True,2048x1024,d68a5d9fdc5b7788,True,1024x512,791b0290d95b18ce,True,1024x512,a606941ceeb1052f,1.433,5.151,1,2.212,5.833,1
292,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,True,2048x1024,1de56300552a6886,True,1024x512,50e01b730a104e23,True,1024x512,d38e3cb510bc0323,0.754,1.932,1,1.557,2.716,1
293,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,True,2048x1024,38109362a3042746,True,1024x512,ec6bf0ef00092b78,True,1024x512,e6e9c7335239758f,0.890,2.510,1,1.652,3.348,1
294,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,True,2048x1024,1b840a6eff8572a7,True,1024x512,df1d3266bb60f3c4,True,1024x512,31158a79dbfab2f6,0.678,1.842,1,1.488,2.622,1
295,b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,True,2048x1024,f562d20c3cec9960,True,1024x512,790cd8950d15eb3d,True,1024x512,d977827d625650a4,4.687,12.783,1,5.564,14.176,1
296,b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,True,2048x1024,10df76a6c1c4c083,True,1024x512,711363d69f990660,True,1024x512,02b853979420b9fb,0.990,2.989,1,1.887,3.888,1
297,b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,True,2048x1024,0ac14ccdd363baa2,True,1024x512,696fecf661c32610,True,1024x512,354ea9a1b06ee64c,9.125,21.636,1,9.454,22.216,1
298,b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,True,2048x1024,33cfee98fec42708,True,1024x512,068ec959e1850666,True,1024x512,5f592086b42b96a0,1.076,2.901,1,1.966,3.755,1
299,b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,True,2048x1024,26cf02b8705089c7,True,1024x512,56d50f938dfeef94,True,1024x512,ef07dc15636028fd,0.641,1.748,1,1.410,2.567,1
300,b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,True,2048x1024,5b1ed251fca933ff,True,1024x512,35c606b5d8d84042,True,1024x512,e73049893606281a,0.664,1.801,1,1.512,2.734,1
301,b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,True,2048x1024,fc64646bfacd601f,True,1024x512,cbca44e81733b1f9,True,1024x512,b795c3d3940a67e5,1.024,2.702,1,2.010,3.823,1
302,b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,True,2048x1024,b9452806e8d17cae,True,1024x512,4dab526827b6981b,True,1024x512,55f3a3704ec680b0,0.541,1.363,1,1.437,2.432,1
303,b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,True,2048x1024,d6cd073f7ac151b7,True,1024x512,f3427cb0bf33e1f5,True,1024x512,72bcdae2a77c2151,0.587,1.826,1,1.291,2.551,1
304,b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,True,2048x1024,7420ce309c65a6e8,True,1024x512,9092a55797fd8d45,True,1024x512,6c2ecc126d996e83,7.050,20.145,1,7.643,21.121,1
305,b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,True,2048x1024,8f84470b4f37b601,True,1024x512,29a7507d1b675e18,True,1024x512,1db5f7d06ff8894a,3.129,9.317,1,3.626,9.943,1
306,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,True,2048x1024,aeaf72202ff5243a,True,1024x512,dd138ed1dd7cd293,True,1024x512,a5e3ef33b06c658e,1.344,4.425,1,2.043,5.062,1
307,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,True,2048x1024,c7a0e56d7b1dfcf7,True,1024x512,7c45457a7dd49ca7,True,1024x512,2a0c03bc13f28fab,0.904,2.609,1,1.676,3.454,1
308,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,True,2048x1024,27d4ad676636e370,True,1024x512,849f5348aa9f1d5d,True,1024x512,f0731c9bae7adc53,3.074,8.604,1,3.561,9.386,1
309,e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,True,2048x1024,eb76f9724dd9886f,True,1024x512,3a0201ddee47567a,True,1024x512,ff7cc54f231caa8f,0.697,1.714,1,1.542,2.742,1
310,e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,True,2048x1024,867fd9c6652b45c0,True,1024x512,74b6444452f1246a,True,1024x512,39d86db7e0ec31d8,1.714,5.606,1,2.452,6.274,1
311,e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,True,2048x1024,f794c1bea2b514c5,True,1024x512,88afb0b4b2ac3b26,True,1024x512,dc4b97259f724f55,2.128,6.205,1,2.746,6.939,1
312,e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,True,2048x1024,53c7a7ca7fb78883,True,1024x512,989ef3fcd7ca066f,True,1024x512,bfcf5a1c07ade21a,1.038,3.193,1,1.830,3.990,1
313,e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,True,2048x1024,aa18d53654664734,True,1024x512,f8c5c90e0d700111,True,1024x512,55416f5e3bad6fc6,1.578,3.891,1,2.366,4.717,1
314,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,True,2048x1024,8908f6379c9522e6,True,1024x512,162ffb6955da07c6,True,1024x512,8b27606f986eeb73,1.407,3.929,1,2.126,4.710,1
315,e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,True,2048x1024,866a0a1c908ead98,True,1024x512,5d58078cfa3a08c6,True,1024x512,bb2e430cc215ef2b,0.922,2.305,1,1.875,3.455,1
316,e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,True,2048x1024,84dd156b3d948726,True,1024x512,ef547f4dc50c7289,True,1024x512,3cf9efed5e09f310,1.727,5.269,1,2.324,5.889,1
317,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,True,2048x1024,94b9b228232c1b00,True,1024x512,f91255b9247cd5ac,True,1024x512,2e7e2a151830e01c,1.666,4.148,1,2.445,4.993,1
318,e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,True,2048x1024,2c4623ec49b0e929,True,1024x512,4b2708dc0349f877,True,1024x512,105d0bc6846ca0b9,4.703,12.761,1,5.141,13.424,1
319,e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,True,2048x1024,443097abc4697b6f,True,1024x512,4b9d7dc8a4d755c8,True,1024x512,dd8870c5e1114b8d,3.479,9.299,1,3.951,9.901,1
320,e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,True,2048x1024,4695982553f5d328,True,1024x512,8f619d7993ba9450,True,1024x512,368a6116ca9c838f,1.678,5.541,1,2.263,6.090,1
321,e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,True,2048x1024,bf2a3b79dc1d89c9,True,1024x512,2b101ba48f1dcca6,True,1024x512,bb5035125072300a,0.619,1.720,1,1.565,2.818,1
322,e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,True,2048x1024,58a306b2c9b1d1b8,True,1024x512,4dbb536378d4689c,True,1024x512,bfdc0f5d7dba85ad,1.976,6.582,1,2.690,7.262,1
323,e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,True,2048x1024,9dc2c5e7fdf524cc,True,1024x512,4ab9e904051fbb79,True,1024x512,aced23d4191165bf,1.741,4.906,1,2.402,5.538,1
324,e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,True,2048x1024,3a676657155fa5e0,True,1024x512,19d16f3ad50728c3,True,1024x512,4f3c42b03c0c68b5,2.670,7.618,1,3.326,8.378,1
325,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,True,2048x1024,e74c25c196415747,True,1024x512,c6de6bb63b0b717b,True,1024x512,28df9ae5016194cc,0.631,1.666,1,1.617,2.876,1
326,e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,True,2048x1024,606c1e6cbe72a7fd,True,1024x512,75008edbf4635fe0,True,1024x512,64b2507f404f756f,2.257,6.657,1,2.679,7.170,1
327,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,True,2048x1024,d9f33828c0589ff5,True,1024x512,e65cd09a574af9a8,True,1024x512,feb02d4462679786,0.778,1.785,1,1.732,2.796,1
328,q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9,True,2048x1024,4d7037aa402e78d3,True,1024x512,e3e59c939e71fff2,True,1024x512,71e2940da87a9925,3.591,11.911,1,4.197,12.656,1
329,q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,True,2048x1024,b6f1f8487205f61b,True,1024x512,1b2404451be59554,True,1024x512,7f40031f5bbfac5f,1.660,5.346,1,2.413,6.050,1
330,q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,True,2048x1024,7a809bdb52869878,True,1024x512,aaee59ab93f45b83,True,1024x512,c0fe2a9b0341d45e,0.633,1.591,1,1.688,2.913,1
331,q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8,True,2048x1024,78ead9ae7a35e130,True,1024x512,90898940bca4d267,True,1024x512,d327df08286c53f9,0.817,2.430,1,1.665,3.270,1
332,q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,True,2048x1024,fff4ead2e5888352,True,1024x512,64d9aa27506db95d,True,1024x512,a36ac9abcca8ef84,1.200,2.690,1,2.428,4.129,1
333,q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,True,2048x1024,148047b3967edb27,True,1024x512,23ac5141ac3e17d1,True,1024x512,3a433f95b3f8d9cc,0.904,2.609,1,1.800,3.493,1
334,q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,True,2048x1024,e5d7ef0d1d7faccb,True,1024x512,5a9bcf819d914ede,True,1024x512,3f11dd5cf33392ef,3.874,9.950,1,4.472,10.586,1
335,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,True,2048x1024,0ae627c9e37c1f76,True,1024x512,c1fbd0bb28164154,True,1024x512,2ad314f5af1f663a,0.954,2.769,1,1.831,3.605,1
336,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,True,2048x1024,3b24020585ef3a70,True,1024x512,004abcd716f09cb1,True,1024x512,91274550bdbeb2a0,1.112,3.604,1,1.989,4.397,1
337,q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,True,2048x1024,6455f3f067bb724d,True,1024x512,e04300990e39e7b1,True,1024x512,403352d3837da9aa,2.409,6.540,1,3.328,7.400,1
338,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,True,2048x1024,ecabd43fbd1d2832,True,1024x512,8391b9956bd4d876,True,1024x512,3398bb79d7ea31f8,1.134,2.592,1,2.257,3.866,1
339,rPc6DW4iMge_073ce382f78d4a81b8c673591a954997,True,2048x1024,caa31e51555b8415,True,1024x512,cdff5a3aa644c0d5,True,1024x512,a1d10030c806d58d,1.061,2.512,1,2.017,3.581,1
340,rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4,True,2048x1024,237de3df364f84cd,True,1024x512,17e46ebba09f277a,True,1024x512,bb850eb479b35051,3.073,9.060,1,3.462,9.539,1
341,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,True,2048x1024,c94837187446c214,True,1024x512,d1f7bc8357f4e85c,True,1024x512,da4b415506c91f89,0.640,1.564,1,1.585,2.651,1
342,rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,True,2048x1024,35e0f9250e8bba95,True,1024x512,c0766dca37068441,True,1024x512,59a2dd73148cd9d0,0.741,2.578,1,1.393,3.105,1
343,rPc6DW4iMge_4350d36797324601adba7351d09602d2,True,2048x1024,ea3a9df547f8564b,True,1024x512,98634d851a2d00cc,True,1024x512,c790adb1ab2e667c,1.091,3.275,1,1.821,3.865,1
344,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,True,2048x1024,c6d94d2946ea6993,True,1024x512,a905166d2eedeaf2,True,1024x512,1591d7240bc0e4d5,1.348,3.216,1,2.161,4.043,1
345,rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,True,2048x1024,c32c0f3e7932857f,True,1024x512,c9b9b8d0bc66ebcf,True,1024x512,5894ffb65564c1dd,0.826,2.563,1,1.517,3.175,1
346,rqfALeAoiTq_543b6ae7daa84e4eae377957999e7c8e,True,2048x1024,e41d2bace8712d4f,True,1024x512,5c183273f9f2dfe9,True,1024x512,a43226ad42477fac,6.331,18.351,1,6.653,18.860,1
347,uNb9QFRL6hY_00b4950b469b4520b29f895aa029419c,True,2048x1024,25d6f87c79523e16,True,1024x512,dc0047ef2a1cf7db,True,1024x512,8a3d238e152842a4,1.327,3.672,1,2.195,4.465,1
348,uNb9QFRL6hY_05285f9bc0234526bf0f6362679e38d0,True,2048x1024,be2df9a692b61cfb,True,1024x512,cade7c29348c494e,True,1024x512,85e7e13bc9c9e884,1.009,2.329,1,1.947,3.349,1
349,uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,True,2048x1024,7b909e19f7fc80ac,True,1024x512,79f9196866e0d14f,True,1024x512,bed9ef5e1104aafd,1.566,4.488,1,2.351,5.209,1
350,uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72,True,2048x1024,0e8f15b27b8caa20,True,1024x512,aab83d1907a5d24d,True,1024x512,ed669b310755fc3f,1.961,5.007,1,2.593,5.642,1
351,uNb9QFRL6hY_13a430466eb64e2087e7fb5acde7a398,True,2048x1024,9334b26acf4a41d2,True,1024x512,5ca646da8cf40f70,True,1024x512,52a3d12e89080903,0.802,1.779,1,1.879,3.090,1
352,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,True,2048x1024,cf566e453a292c7c,True,1024x512,b689aa4e0ac214ea,True,1024x512,febb2fe45c50d38c,1.470,4.657,1,1.975,5.172,1
353,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,True,2048x1024,e2c50e10f251832c,True,1024x512,12c468e457958cee,True,1024x512,cd5ca4d912d14e8b,2.662,7.582,1,3.325,8.279,1
354,uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb,True,2048x1024,2a31227faa93af93,True,1024x512,565fc4b1b12a57c9,True,1024x512,9e03001284e8aa54,0.585,1.802,1,1.203,2.385,1
355,uNb9QFRL6hY_4bdc9dcd921342d498e9d70a24481f2d,True,2048x1024,ec555a099ace3d7a,True,1024x512,23fb7499ebc6a1ea,True,1024x512,782e627fba57e4a9,1.893,5.989,1,2.443,6.594,1
356,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,True,2048x1024,74661c8f6c21ea2b,True,1024x512,8314a1d2539c807d,True,1024x512,1d921a62a4d81834,7.004,17.990,1,7.296,18.471,1
357,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,True,2048x1024,9f6238c80f56af0d,True,1024x512,f9667feed1a6b32d,True,1024x512,8119e15830857eb7,0.996,2.841,1,1.773,3.595,1
358,uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,True,2048x1024,779fe0a7b40e3069,True,1024x512,7a815d146cebd089,True,1024x512,be546f4bcb612e1a,11.137,27.833,1,11.414,28.295,1
359,uNb9QFRL6hY_68efbeec805f437bb3f3421f93fa4f56,True,2048x1024,5d2ae2a25de6c967,True,1024x512,183250e2aee8ef05,True,1024x512,1cbb21503a569c7e,2.635,7.405,1,3.092,7.973,1
360,uNb9QFRL6hY_6a99c723d40b429e96a29c8ce7532d1d,True,2048x1024,7fb3aa45e382777c,True,1024x512,152282808296522a,True,1024x512,2954cd1a9f0629f0,3.333,10.872,1,3.767,11.546,1
361,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,True,2048x1024,d421a1a4faa6057c,True,1024x512,55e4d85d93f5383a,True,1024x512,55e08504da22dd6f,1.052,2.816,1,1.900,3.638,1
362,uNb9QFRL6hY_6ba3c5669ef04b178b0a5de90249257b,True,2048x1024,2869082547285f15,True,1024x512,21e9f2011f3fafda,True,1024x512,0d7114c4f4294b1a,4.896,13.003,1,5.254,13.508,1
