analysis_role,analysis_subrole,base_task_id,block3_generated,building_id,canonical_submission_id,condition,feature_timing,formal_first_route_eligible,formal_policy_frozen,formal_profile_frozen,risk,routing_role,scientific_conclusion_prohibited,selected,stage,substage_block,tag_family,tag_value,task_stratum,worker_id
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,False,,36576d4426b599da,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,37
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,False,,36576d4426b599da,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,low_quality,,37
diagnostic_pre_stage3,descriptive_measurement_audit,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,False,,36576d4426b599da,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,oos_geometry,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,seam,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ac539c68e5b7c3df,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,oos_open_boundary,,26
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,fd7793b6709c8db9,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,27
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b09742748a808617,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,28
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28388a75252778c7,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,29
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,aa829dfff6bee382,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,oos_open_boundary,,30
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,403ee2ee4d1242bd,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,31
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,ba630f16a9639561,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,32
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,28e01bd0877270ca,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,oos_open_boundary,,33
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,0b86a50130fd298a,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,34
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,94f15108f5d9ac14,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,35
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,63f4a9a7ba3739c1,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,36
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,37
diagnostic_pre_stage3,descriptive_measurement_audit,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,False,,b6dc5d3075742a91,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,37
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,a3f00856daaf3c8d,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,oos_open_boundary,,26
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,reflection,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,0d381f2d08c46911,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,27
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,trivial,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,occlusion,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_quality,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,aace08a205b2832f,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,scope,normal,,28
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,8529e6df2a7dc649,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,trivial,,29
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,8529e6df2a7dc649,manual,post_task,False,False,False,,not_eligible_for_first_route,True,True,P1,PreScreen,difficulty,occlusion,,29
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,8529e6df2a7dc649,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,low_texture,,29
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,8529e6df2a7dc649,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,seam,,29
diagnostic_pre_stage3,descriptive_measurement_audit,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,False,,8529e6df2a7dc649,manual,post_task,False,False,False,,not_eligible_for_first_route,True,False,P1,PreScreen,difficulty,reflection,,29
