image_id,building,condition,information,k_classes,pool,pool_workers,n_pool,n_all,unknown_workers,stable_fraction,unified_fraction,multiple_fraction,undetermined_fraction,supported_modes,topology_disagreement,same_point_dispersion,class_a_unified,class_b_unified,class_a_n,class_b_n,both_classes_unified80,class_a_stable,class_b_stable,class_a_undetermined,class_b_undetermined,both_stable80,process_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.7,0,0.7,0,2,0,0.0618223169865,0.9,0,10,8,False,0.9,0,0,0,False,other_observed_transition
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.333333333333,0,0.333333333333,0,3,0.282051282051,0.0664929152457,0,0,5,8,False,0,0,0,0,False,other_observed_transition
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,2,0.379446640316,0.0445746483692,0,0,14,10,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,2,0.393939393939,0.0465441936939,0,0,9,14,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,2,0.379446640316,0.0445746483692,0,0,15,9,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W028;W032;W033;W036,15,24,1,0,0,0,1,2,0.472527472527,0.0376615354093,0,0,8,7,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,QTSB,4,B+D,W008;W015;W017;W018;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,14,24,1,0,0,0,1,1,0.153846153846,0.0427058079899,0,0,8,6,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.589743589744,0.0590562010852,0,0,7,6,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0,0,0,1,2,0.362637362637,0.0299583081507,0,0,10,5,False,0,0,1,0,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0,0,0,1,1,0.220588235294,0.0484853599853,0,0,10,8,False,0,0,1,1,False,union_undetermined
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.589743589744,0.0590562010852,0,0,5,8,False,0,0,0,1,False,union_undetermined
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,20,0,0,0,0,1,4,0.53216374269,0.493807408109,0,0,8,12,False,0,0,1,1,False,union_undetermined
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W028;W031;W032;W033;W034;W036,14,20,0,0,0,0,1,3,0.538461538462,0.474543613118,0,0,8,6,False,0,0,1,1,False,union_undetermined
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,QTSB,4,A+D,W002;W008;W015;W017;W028;W029;W030;W032;W033;W035;W036;W037,12,20,0,0,0,0,1,2,0.560606060606,0.484716138304,0,0,8,4,False,0,0,1,1,False,union_undetermined
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,QTSB,4,C+D,W001;W010;W012;W013;W029;W030;W031;W034;W035;W037,10,20,0,0,0,0,1,2,0.416666666667,0.413512007891,0,0,6,4,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,1,1,0,0,1,0,0.0334409549721,1,1,12,11,True,1,1,0,0,True,both_unified_to_unified
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W035;W036,17,24,1,1,1,0,0,1,0,0.033819480278,1,1,10,7,True,1,1,0,0,True,both_unified_to_unified
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,1,1,0,0,1,0,0.0318204713352,1,0.933333333333,10,5,True,1,0.933333333333,0,0,True,both_unified_to_unified
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,1,1,0,0,1,0,0.0334126188311,1,1,10,8,True,1,1,0,0,True,both_unified_to_unified
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,1,1,0,0,1,0,0.0330292303134,0.933333333333,1,5,8,True,0.933333333333,1,0,0,True,both_unified_to_unified
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,5,0.877470355731,0.116747228218,0,0,12,11,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W035;W036,17,24,1,0,0,0,1,2,0.867647058824,0.131242746717,0,0,10,7,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0,0,0,1,1,0.895238095238,0.142143488989,0,0,10,5,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0,0,0,1,4,0.869281045752,0.114048591541,0,0,10,8,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,3,0.858974358974,0.0914617539491,0,0,5,8,False,0,0,1,1,False,union_undetermined
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.3,0,0.3,0,3,0.166007905138,0.0313578975981,0,1,12,11,False,0.1,1,0,0,False,other_observed_transition
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W035;W036,17,24,1,0.5,0,0.5,0,2,0,0.0515148874365,0.466666666667,0,10,7,False,0.466666666667,0,0,1,False,other_observed_transition
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.7,0,0.7,0,2,0.247619047619,0.00498433914741,0.466666666667,0,10,5,False,0.466666666667,0,0,0,False,other_observed_transition
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.6,0,0.6,0,2,0,0.041096668959,0.466666666667,0,10,8,False,0.466666666667,0,0,1,False,other_observed_transition
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.1,0,0.1,0,3,0.282051282051,0.0672980156962,0,0,5,8,False,0,0,0,1,False,other_observed_transition
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.6,0,0.6,0,2,0,0.0429165506271,0,1,12,11,False,0.433333333333,1,0,0,False,other_observed_transition
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W035;W036,17,24,1,0.733333333333,0,0.733333333333,0,2,0,0.044353089167,1,0,10,7,False,1,0,0,0,False,other_observed_transition
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,1,1,0,0,1,0,0.0392267452518,1,0.633333333333,10,5,False,1,0.633333333333,0,0,False,other_observed_transition
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.7,0,0.7,0,2,0,0.0422421536932,1,0,10,8,False,1,0,0,0,False,other_observed_transition
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.333333333333,0,0.333333333333,0,2,0,0.0474991824786,0.633333333333,0,5,8,False,0.633333333333,0,0,0,False,other_observed_transition
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.366666666667,0,0.366666666667,0,2,0.169960474308,0.0507869860042,0,0,12,11,False,0,0.2,1,0,False,other_observed_transition
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,QTSB,4,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W031;W032;W033;W034;W035;W036,17,24,1,0.4,0,0.4,0,2,0.117647058824,0.0491459590529,1,0,10,7,False,1,0,0,1,False,other_observed_transition
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,quality_time_edit,3,A+B,W002;W006;W008;W010;W011;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,15,24,1,0.733333333333,0.733333333333,0,0,1,0.133333333333,0.0447809012934,1,0,10,5,False,1,0,0,1,False,other_observed_transition
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,quality_time_edit,3,A+C,W001;W002;W008;W012;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,1,0.633333333333,0,0.633333333333,0,2,0.111111111111,0.050405235148,1,0,10,8,False,1,0,0,1,False,other_observed_transition
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,quality_time_edit,3,B+C,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.294871794872,0.058831943669,0,0,5,8,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,23,0,0.8,0,0.8,0,2,0.166007905138,0.0212102660422,1,0,6,17,False,1,0.633333333333,0,0,False,one_unified_to_multi
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,22,23,1,0.766666666667,0,0.766666666667,0,2,0.17316017316,0.0220649285952,0,0.8,8,14,False,0,0.8,1,0,False,other_observed_transition
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,23,0,0.8,0,0.8,0,2,0.166007905138,0.0212102660422,0.766666666667,0,15,8,False,0.766666666667,0,0,1,False,other_observed_transition
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W027;W028;W032;W033;W036,15,23,1,0.666666666667,0,0.666666666667,0,2,0.247619047619,0.0195296187371,0,0,9,6,False,0,0,1,1,False,other_observed_transition
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QTSB,4,B+D,W008;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,23,1,0.7,0.7,0,0,1,0.133333333333,0.0224483579191,0,0.933333333333,9,6,False,0,0.933333333333,1,0,False,other_observed_transition
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W029;W030;W031;W034;W035;W037,12,23,1,0.733333333333,0.733333333333,0,0,1,0.166666666667,0.0323301385023,0,0.933333333333,6,6,False,0,0.933333333333,1,0,False,other_observed_transition
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,23,1,0.733333333333,0,0.733333333333,0,2,0.189473684211,0.0226403406705,0.833333333333,0.566666666667,10,10,False,0.833333333333,0.566666666667,0,0,False,other_observed_transition
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.760869565217,0.049401991035,0,0,7,17,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,3,0.778656126482,0.0498481993928,0,0,9,14,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.760869565217,0.049401991035,0,0,16,8,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,1,0,0,0,1,1,0.616666666667,0.049401991035,0,0,9,7,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QTSB,4,B+D,W008;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,2,0.857142857143,0.0553756988093,0,0,9,6,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.730769230769,0.0487881812737,0,0,7,6,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,3,0.831578947368,0.0544368177747,0,0,10,10,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.866666666667,0,0.866666666667,0,2,0.300724637681,0.0276600046382,0.7,0,7,17,False,0.7,0.733333333333,0,0,False,other_observed_transition
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.833333333333,0,0.833333333333,0,2,0.312252964427,0.0292496941732,1,0,9,14,False,1,0.666666666667,0,0,False,one_unified_to_multi
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.866666666667,0,0.866666666667,0,2,0.300724637681,0.0276600046382,0.8,0,16,8,False,0.8,0,0,1,False,one_unified_to_multi
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,1,0.8,0.8,0,0,1,0.125,0.0365207514914,0,1,9,7,False,0,1,1,0,False,other_observed_transition
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QTSB,4,B+D,W008;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0.7,0,0.7,0,2,0.447619047619,0.0271178219838,0,0,9,6,False,0,0,1,1,False,other_observed_transition
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0.4,0,0.4,0,2,0.410256410256,0.0316841194048,1,0,7,6,False,1,0,0,1,False,other_observed_transition
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0.866666666667,0,0.866666666667,0,2,0.352631578947,0.0277776000102,0.7,0,10,10,False,0.7,0,0,0,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,23,0,0.666666666667,0,0.666666666667,0,2,0.0869565217391,0.0548746518106,0.766666666667,0,6,17,False,0.766666666667,0.566666666667,0,0,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,22,23,1,0.633333333333,0,0.633333333333,0,2,0.0909090909091,0.0518389985694,0,0.733333333333,8,14,False,0,0.733333333333,0,0,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,23,0,0.666666666667,0,0.666666666667,0,2,0.0869565217391,0.0548746518106,1,0,15,8,False,1,0,0,1,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W027;W028;W032;W033;W036,15,23,1,0.666666666667,0,0.666666666667,0,2,0,0.0548746518106,1,0,9,6,False,1,0,0,0,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QTSB,4,B+D,W008;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,23,1,0.7,0.7,0,0,1,0.133333333333,0.0468483503104,1,0,9,6,False,1,0,0,1,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W029;W030;W031;W034;W035;W037,12,23,1,0.133333333333,0,0.133333333333,0,2,0.166666666667,0.0664101243869,0,0,6,6,False,0,0,0,1,False,other_observed_transition
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,23,1,0.6,0,0.6,0,2,0.1,0.0510141927694,1,0,10,10,False,1,0,0,0,False,other_observed_transition
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.722943722944,0.0504672142788,0,0,7,17,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0,0,0,1,3,0.738095238095,0.0510766540185,0,0,9,14,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,B,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0,0,0,1,3,0.722943722944,0.0504672142788,0,0,16,8,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,QTSB,4,B+C,W001;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W032;W033;W036,16,24,1,0,0,0,1,3,0.692307692308,0.0341478726541,0,0,9,7,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,QTSB,4,B+D,W008;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,15,24,1,0,0,0,1,2,0.730769230769,0.0510766540185,0,0,9,6,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,QTSB,4,C+D,W001;W006;W010;W011;W012;W013;W021;W029;W030;W031;W034;W035;W037,13,24,1,0,0,0,1,2,0.807692307692,0.0514065207119,0,0,7,6,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,quality_time_edit,3,A+C,W001;W002;W008;W010;W012;W013;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,20,24,1,0,0,0,1,2,0.660130718954,0.0510766540185,0,0,10,10,False,0,0,1,1,False,union_undetermined
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,Q,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,24,24,0,0.833333333333,0,0.833333333333,0,2,0.159420289855,0.0388149909178,0.966666666667,0,7,17,False,0.966666666667,0.666666666667,0,0,False,one_unified_to_multi
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,2,A+B,W001;W002;W006;W008;W010;W011;W012;W013;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,23,24,1,0.633333333333,0,0.633333333333,0,2,0.166007905138,0.0389575018594,1,0,9,14,False,1,0.533333333333,0,0,False,other_observed_transition
