image_id,condition,information,k_classes,cluster,point_count,people,total_people,workers,canonical_ids,class_membership,all_from_one_known_class,semantic_legitimacy
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,QTSB,4,7,14,2,24,W011;W031,6751bda596ab6aa3;9c8fbc4acb8cacca,"{""B"": 1, ""C"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,QTSB,4,13,20,2,24,W015;W021,164460ea4b39a74c;68f273f5934bd5d6,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,quality_time_edit,3,1,8,4,24,W012;W013;W014;W035,870b797b2c22b194;842bcbbca90674ae;ebf6a238abbded76;3d53a4f071f870cb,"{""C"": 2, ""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,quality_time_edit,3,4,10,2,24,W018;W029,df9f72a9643f2a2e;caa6d658732cb9af,"{""A"": 1, ""C"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,quality_time_edit,3,5,10,2,24,W030;W037,3a772c253f77d4b7;90b4dd7e59f67c16,"{""C"": 2}",True,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,quality_time_edit,3,7,14,2,24,W011;W031,6751bda596ab6aa3;9c8fbc4acb8cacca,"{""B"": 1, ""C"": 1}",False,requires_local_image_review
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,quality_time_edit,3,13,20,2,24,W015;W021,164460ea4b39a74c;68f273f5934bd5d6,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,Q,2,1,8,3,24,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,"{""B"": 3}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,Q,2,4,10,2,24,W006;W011,d0df2148541db2cf;293c9fb9a238349a,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,T,2,1,8,3,24,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,T,2,4,10,2,24,W006;W011,d0df2148541db2cf;293c9fb9a238349a,"{""A"": 2}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,B,2,1,8,3,24,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,"{""B"": 3}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,B,2,4,10,2,24,W006;W011,d0df2148541db2cf;293c9fb9a238349a,"{""A"": 2}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,QTSB,4,1,8,3,24,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,"{""C"": 3}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,QTSB,4,4,10,2,24,W006;W011,d0df2148541db2cf;293c9fb9a238349a,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,quality_time_edit,3,1,8,3,24,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,"{""C"": 3}",True,requires_local_image_review
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,quality_time_edit,3,4,10,2,24,W006;W011,d0df2148541db2cf;293c9fb9a238349a,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,Q,2,2,8,2,24,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,T,2,2,8,2,24,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,"{""A"": 2}",True,requires_local_image_review
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,B,2,2,8,2,24,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,"{""B"": 2}",True,requires_local_image_review
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,QTSB,4,2,8,2,24,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,"{""C"": 2}",True,requires_local_image_review
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,quality_time_edit,3,2,8,2,24,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,"{""C"": 2}",True,requires_local_image_review
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,Q,2,2,10,2,23,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,"{""B"": 2}",True,requires_local_image_review
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,T,2,2,10,2,23,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,B,2,2,10,2,23,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,"{""B"": 1, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,QTSB,4,2,10,2,23,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,"{""C"": 1, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,quality_time_edit,3,2,10,2,23,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,"{""C"": 1, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,Q,2,7,18,3,24,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,"{""B"": 3}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,Q,2,10,24,2,24,W002;W027,0284f20459ae4153;98e8fe358da56c8f,"{""A"": 2}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,T,2,7,18,3,24,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,T,2,10,24,2,24,W002;W027,0284f20459ae4153;98e8fe358da56c8f,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,B,2,7,18,3,24,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,"{""B"": 3}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,B,2,10,24,2,24,W002;W027,0284f20459ae4153;98e8fe358da56c8f,"{""A"": 2}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,QTSB,4,7,18,3,24,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,"{""D"": 3}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,QTSB,4,10,24,2,24,W002;W027,0284f20459ae4153;98e8fe358da56c8f,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,quality_time_edit,3,7,18,3,24,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,"{""C"": 3}",True,requires_local_image_review
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,quality_time_edit,3,10,24,2,24,W002;W027,0284f20459ae4153;98e8fe358da56c8f,"{""A"": 2}",True,requires_local_image_review
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,Q,2,1,6,3,24,W029;W032;W037,4a1158da9bd83ef9;6aed1eb1185c1318;6d192755ca096a2c,"{""B"": 3}",True,requires_local_image_review
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,T,2,1,6,3,24,W029;W032;W037,4a1158da9bd83ef9;6aed1eb1185c1318;6d192755ca096a2c,"{""B"": 3}",True,requires_local_image_review
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,B,2,1,6,3,24,W029;W032;W037,4a1158da9bd83ef9;6aed1eb1185c1318;6d192755ca096a2c,"{""B"": 2, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,QTSB,4,1,6,3,24,W029;W032;W037,4a1158da9bd83ef9;6aed1eb1185c1318;6d192755ca096a2c,"{""D"": 2, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,quality_time_edit,3,1,6,3,24,W029;W032;W037,4a1158da9bd83ef9;6aed1eb1185c1318;6d192755ca096a2c,"{""C"": 2, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,Q,2,1,8,4,23,W001;W011;W012;W014,14346fa7f625df2e92da;a02304edf778c294c6fb;efee8b0961b89129a457;334dd20fa6fb3ffa9d5d,"{""B"": 3, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,T,2,1,8,4,23,W001;W011;W012;W014,14346fa7f625df2e92da;a02304edf778c294c6fb;efee8b0961b89129a457;334dd20fa6fb3ffa9d5d,"{""A"": 2, ""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,B,2,1,8,4,23,W001;W011;W012;W014,14346fa7f625df2e92da;a02304edf778c294c6fb;efee8b0961b89129a457;334dd20fa6fb3ffa9d5d,"{""B"": 2, ""A"": 2}",False,requires_local_image_review
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,QTSB,4,1,8,4,23,W001;W011;W012;W014,14346fa7f625df2e92da;a02304edf778c294c6fb;efee8b0961b89129a457;334dd20fa6fb3ffa9d5d,"{""C"": 3, ""unknown_not_a_type"": 1}",False,requires_local_image_review
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,quality_time_edit,3,1,8,4,23,W001;W011;W012;W014,14346fa7f625df2e92da;a02304edf778c294c6fb;efee8b0961b89129a457;334dd20fa6fb3ffa9d5d,"{""C"": 2, ""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,Q,2,1,12,4,22,W008;W027;W028;W033,d6f4f78440cb4051;ceaa81c7a8f43df1;d8d740c29176039f;456be49bba7efbc8,"{""B"": 3, ""A"": 1}",False,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,Q,2,9,20,3,22,W006;W011;W021,40b246a8dea46c2b;fe93307d35a838b2;7421f0b4dc5a2392,"{""B"": 1, ""A"": 2}",False,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,T,2,1,12,4,22,W008;W027;W028;W033,d6f4f78440cb4051;ceaa81c7a8f43df1;d8d740c29176039f;456be49bba7efbc8,"{""B"": 4}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,T,2,9,20,3,22,W006;W011;W021,40b246a8dea46c2b;fe93307d35a838b2;7421f0b4dc5a2392,"{""A"": 2, ""B"": 1}",False,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,B,2,1,12,4,22,W008;W027;W028;W033,d6f4f78440cb4051;ceaa81c7a8f43df1;d8d740c29176039f;456be49bba7efbc8,"{""A"": 4}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,B,2,9,20,3,22,W006;W011;W021,40b246a8dea46c2b;fe93307d35a838b2;7421f0b4dc5a2392,"{""A"": 3}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,QTSB,4,1,12,4,22,W008;W027;W028;W033,d6f4f78440cb4051;ceaa81c7a8f43df1;d8d740c29176039f;456be49bba7efbc8,"{""B"": 4}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,QTSB,4,9,20,3,22,W006;W011;W021,40b246a8dea46c2b;fe93307d35a838b2;7421f0b4dc5a2392,"{""C"": 3}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,quality_time_edit,3,1,12,4,22,W008;W027;W028;W033,d6f4f78440cb4051;ceaa81c7a8f43df1;d8d740c29176039f;456be49bba7efbc8,"{""A"": 4}",True,requires_local_image_review
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,quality_time_edit,3,9,20,3,22,W006;W011;W021,40b246a8dea46c2b;fe93307d35a838b2;7421f0b4dc5a2392,"{""B"": 3}",True,requires_local_image_review
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,Q,2,2,12,2,24,W034;W037,d10e31caaec1101e;60b3a58f097c620f,"{""B"": 2}",True,requires_local_image_review
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,T,2,2,12,2,24,W034;W037,d10e31caaec1101e;60b3a58f097c620f,"{""B"": 2}",True,requires_local_image_review
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,B,2,2,12,2,24,W034;W037,d10e31caaec1101e;60b3a58f097c620f,"{""B"": 2}",True,requires_local_image_review
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,QTSB,4,2,12,2,24,W034;W037,d10e31caaec1101e;60b3a58f097c620f,"{""D"": 2}",True,requires_local_image_review
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,quality_time_edit,3,2,12,2,24,W034;W037,d10e31caaec1101e;60b3a58f097c620f,"{""C"": 2}",True,requires_local_image_review
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,Q,2,4,8,2,24,W029;W033,8529e6df2a7dc649;933ed826bcd64c2f,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,T,2,4,8,2,24,W029;W033,8529e6df2a7dc649;933ed826bcd64c2f,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,B,2,4,8,2,24,W029;W033,8529e6df2a7dc649;933ed826bcd64c2f,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,QTSB,4,4,8,2,24,W029;W033,8529e6df2a7dc649;933ed826bcd64c2f,"{""D"": 2}",True,requires_local_image_review
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,quality_time_edit,3,4,8,2,24,W029;W033,8529e6df2a7dc649;933ed826bcd64c2f,"{""C"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,Q,2,1,8,2,23,W012;W029,0ab97a7e7082f598e237;35a9f318fa8bb9909db0,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,Q,2,2,8,2,23,W010;W037,e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,T,2,1,8,2,23,W012;W029,0ab97a7e7082f598e237;35a9f318fa8bb9909db0,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,T,2,2,8,2,23,W010;W037,e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,B,2,1,8,2,23,W012;W029,0ab97a7e7082f598e237;35a9f318fa8bb9909db0,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,B,2,2,8,2,23,W010;W037,e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,QTSB,4,1,8,2,23,W012;W029,0ab97a7e7082f598e237;35a9f318fa8bb9909db0,"{""C"": 1, ""D"": 1}",False,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,QTSB,4,2,8,2,23,W010;W037,e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c,"{""C"": 1, ""D"": 1}",False,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,quality_time_edit,3,1,8,2,23,W012;W029,0ab97a7e7082f598e237;35a9f318fa8bb9909db0,"{""C"": 2}",True,requires_local_image_review
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,quality_time_edit,3,2,8,2,23,W010;W037,e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c,"{""C"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,Q,2,1,10,3,24,W030;W031;W032,1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f,"{""B"": 3}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,Q,2,3,12,4,24,W008;W013;W014;W028,edbb02694073d0f8;a4e0cac5adec2e1e;5a980411975e48d1;39f32d3182a9a449,"{""B"": 4}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,Q,2,4,12,4,24,W006;W015;W017;W021,8178591994d42ce3;f4e3004912779c48;74051761f655b31b;c0243fb04589828e,"{""B"": 4}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,Q,2,8,14,2,24,W011;W033,88a80bacfd70139f;268e43366ea0bcb8,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,Q,2,10,16,2,24,W002;W027,75be39df2c1c14a3;d7eb6edddcc78db9,"{""A"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,T,2,1,10,3,24,W030;W031;W032,1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f,"{""A"": 1, ""B"": 2}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,T,2,3,12,4,24,W008;W013;W014;W028,edbb02694073d0f8;a4e0cac5adec2e1e;5a980411975e48d1;39f32d3182a9a449,"{""B"": 2, ""A"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,T,2,4,12,4,24,W006;W015;W017;W021,8178591994d42ce3;f4e3004912779c48;74051761f655b31b;c0243fb04589828e,"{""A"": 3, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,T,2,8,14,2,24,W011;W033,88a80bacfd70139f;268e43366ea0bcb8,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,T,2,10,16,2,24,W002;W027,75be39df2c1c14a3;d7eb6edddcc78db9,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,B,2,1,10,3,24,W030;W031;W032,1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f,"{""B"": 3}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,B,2,3,12,4,24,W008;W013;W014;W028,edbb02694073d0f8;a4e0cac5adec2e1e;5a980411975e48d1;39f32d3182a9a449,"{""B"": 4}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,B,2,4,12,4,24,W006;W015;W017;W021,8178591994d42ce3;f4e3004912779c48;74051761f655b31b;c0243fb04589828e,"{""A"": 2, ""B"": 2}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,B,2,8,14,2,24,W011;W033,88a80bacfd70139f;268e43366ea0bcb8,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,B,2,10,16,2,24,W002;W027,75be39df2c1c14a3;d7eb6edddcc78db9,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,QTSB,4,1,10,3,24,W030;W031;W032,1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f,"{""D"": 2, ""C"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,QTSB,4,3,12,4,24,W008;W013;W014;W028,edbb02694073d0f8;a4e0cac5adec2e1e;5a980411975e48d1;39f32d3182a9a449,"{""D"": 2, ""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,QTSB,4,4,12,4,24,W006;W015;W017;W021,8178591994d42ce3;f4e3004912779c48;74051761f655b31b;c0243fb04589828e,"{""B"": 2, ""D"": 1, ""C"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,QTSB,4,8,14,2,24,W011;W033,88a80bacfd70139f;268e43366ea0bcb8,"{""B"": 1, ""D"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,QTSB,4,10,16,2,24,W002;W027,75be39df2c1c14a3;d7eb6edddcc78db9,"{""A"": 2}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,quality_time_edit,3,1,10,3,24,W030;W031;W032,1eff38d64ebf8ebb;f79d8e8c15022fce;8b3be018ff673d1f,"{""C"": 3}",True,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,quality_time_edit,3,3,12,4,24,W008;W013;W014;W028,edbb02694073d0f8;a4e0cac5adec2e1e;5a980411975e48d1;39f32d3182a9a449,"{""C"": 2, ""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,quality_time_edit,3,4,12,4,24,W006;W015;W017;W021,8178591994d42ce3;f4e3004912779c48;74051761f655b31b;c0243fb04589828e,"{""B"": 2, ""C"": 2}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,quality_time_edit,3,8,14,2,24,W011;W033,88a80bacfd70139f;268e43366ea0bcb8,"{""B"": 1, ""C"": 1}",False,requires_local_image_review
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,quality_time_edit,3,10,16,2,24,W002;W027,75be39df2c1c14a3;d7eb6edddcc78db9,"{""A"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Q,2,4,12,2,23,W030;W031,1b06bf8a8b92fca18545;fc858eb54d55668285a1,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Q,2,6,14,2,23,W011;W014,ffd589e4f6a13787a5d6;60a0c3a0dcba1739fb67,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Q,2,7,14,2,23,W029;W032,a2dd65d0b594bb9212ac;100cc9a45d0a0f994238,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Q,2,8,14,2,23,W006;W037,91f5a2eb0fcd82cebcf4;2976993fc059101f9e6a,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,Q,2,11,16,2,23,W028;W036,eb7401f8c6a2d74124c0;b93da0bbe5ffb848a0c6,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,T,2,4,12,2,23,W030;W031,1b06bf8a8b92fca18545;fc858eb54d55668285a1,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,T,2,6,14,2,23,W011;W014,ffd589e4f6a13787a5d6;60a0c3a0dcba1739fb67,"{""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,T,2,7,14,2,23,W029;W032,a2dd65d0b594bb9212ac;100cc9a45d0a0f994238,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,T,2,8,14,2,23,W006;W037,91f5a2eb0fcd82cebcf4;2976993fc059101f9e6a,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,T,2,11,16,2,23,W028;W036,eb7401f8c6a2d74124c0;b93da0bbe5ffb848a0c6,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,B,2,4,12,2,23,W030;W031,1b06bf8a8b92fca18545;fc858eb54d55668285a1,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,B,2,6,14,2,23,W011;W014,ffd589e4f6a13787a5d6;60a0c3a0dcba1739fb67,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,B,2,7,14,2,23,W029;W032,a2dd65d0b594bb9212ac;100cc9a45d0a0f994238,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,B,2,8,14,2,23,W006;W037,91f5a2eb0fcd82cebcf4;2976993fc059101f9e6a,"{""A"": 1, ""B"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,B,2,11,16,2,23,W028;W036,eb7401f8c6a2d74124c0;b93da0bbe5ffb848a0c6,"{""B"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,QTSB,4,4,12,2,23,W030;W031,1b06bf8a8b92fca18545;fc858eb54d55668285a1,"{""D"": 1, ""C"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,QTSB,4,6,14,2,23,W011;W014,ffd589e4f6a13787a5d6;60a0c3a0dcba1739fb67,"{""B"": 1, ""unknown_not_a_type"": 1}",False,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,QTSB,4,7,14,2,23,W029;W032,a2dd65d0b594bb9212ac;100cc9a45d0a0f994238,"{""D"": 2}",True,requires_local_image_review
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,QTSB,4,8,14,2,23,W006;W037,91f5a2eb0fcd82cebcf4;2976993fc059101f9e6a,"{""B"": 1, ""D"": 1}",False,requires_local_image_review
