stage,language_cohort,project_id,runtime_task_id,base_task_id,building_id,worker_id,canonical_annotation_id,raw_annotation_id,initialization_artifact_id,initialization_import_sha256,initialization_prediction_sha256,initial_geometry_hash,final_geometry_hash,exact_geometry_equal,geometry_edit_rmse_px,geometry_edit_rmse_panorama_diagonal_normalized,geometry_edit_distance_not_evaluable_reason,U_initial,U_final,delta_U,initial_structurally_valid,final_structurally_valid,initial_quality_status,final_quality_status,proposal_failure,model_issue_choice,issue_reported,acceptable_reported,semi_role,planned_trap_family,trap_family,trap_family_source,trap_source_type,reference_identity,reference_sha256,reference_type,reference_eligible,formal_assignment_eligible,process_eligible,independence_eligible,analysis_eligible,c1_eligible_worker,current20_worker,stage_role,unmodified_trap_submission_eps_0,strict_blind_trust_eps_0,issue_reported_without_quality_improvement_eps_0,quality_improving_correction_eps_0,harmful_correction_eps_0,control_false_alarm_eps_0,control_overcorrection_eps_0,non_harmful_control_handling_eps_0,issue_geometry_edit_concordant_eps_0,unmodified_trap_submission_eps_0_01,strict_blind_trust_eps_0_01,issue_reported_without_quality_improvement_eps_0_01,quality_improving_correction_eps_0_01,harmful_correction_eps_0_01,control_false_alarm_eps_0_01,control_overcorrection_eps_0_01,non_harmful_control_handling_eps_0_01,issue_geometry_edit_concordant_eps_0_01,unmodified_trap_submission_eps_0_02,strict_blind_trust_eps_0_02,issue_reported_without_quality_improvement_eps_0_02,quality_improving_correction_eps_0_02,harmful_correction_eps_0_02,control_false_alarm_eps_0_02,control_overcorrection_eps_0_02,non_harmful_control_handling_eps_0_02,issue_geometry_edit_concordant_eps_0_02,unmodified_trap_submission_eps_0_05,strict_blind_trust_eps_0_05,issue_reported_without_quality_improvement_eps_0_05,quality_improving_correction_eps_0_05,harmful_correction_eps_0_05,control_false_alarm_eps_0_05,control_overcorrection_eps_0_05,non_harmful_control_handling_eps_0_05,issue_geometry_edit_concordant_eps_0_05,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized,worker_caused_structural_failure,failure_attribution,frozen_harmonization_validity_status,frozen_harmonization_assertion_source,frozen_initialization_provenance_status,proposal_accepted_unchanged_eps_0,issue_reported_eps_0,geometry_edited_eps_0,non_harmful_handling_eps_0,proposal_accepted_unchanged_eps_0_01,issue_reported_eps_0_01,geometry_edited_eps_0_01,non_harmful_handling_eps_0_01,proposal_accepted_unchanged_eps_0_02,issue_reported_eps_0_02,geometry_edited_eps_0_02,non_harmful_handling_eps_0_02,proposal_accepted_unchanged_eps_0_05,issue_reported_eps_0_05,geometry_edited_eps_0_05,non_harmful_handling_eps_0_05
P1,en,40,3160,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,33,2209a1615c5cd0c1,4374,init:p1:c4fe804ce114a8099d1c,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,true,0.0,0.0,,0.9738000820456721,0.9738000820456721,0.0,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,control,acceptable,acceptable,frozen_selection,control_natural,task_id:576,820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,,,,,false,true,false,true,false,,,,,false,true,false,true,false,,,,,false,true,false,true,false,,,,,false,true,false,true,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3160,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,34,a2e79023c4403fd4,4412,init:p1:c4fe804ce114a8099d1c,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,0c20e55f6ad7419f127da0580a972ea51677797237db0e7d2cb5b879a450d005,false,10.266840428785125,0.008967716059729151,,0.9738000820456721,0.9337693447648178,-0.04003073728085438,true,true,evaluable,evaluable,false,acceptable,false,true,control,acceptable,acceptable,frozen_selection,control_natural,task_id:576,820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,,,,,true,false,true,false,false,,,,,true,false,true,false,false,,,,,true,false,true,false,false,,,,,false,false,false,true,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3160,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,35,f04688b19d0918f8,4316,init:p1:c4fe804ce114a8099d1c,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,ce3a2952328beaed835e903f65d02b726df97797a2d033bbd4b7d8cdffc9a0f1,false,9.57956424622023,0.008367405019287096,,0.9738000820456721,0.9449723506730519,-0.02882773137262029,true,true,evaluable,evaluable,false,acceptable,false,true,control,acceptable,acceptable,frozen_selection,control_natural,task_id:576,820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,,,,,true,false,true,false,false,,,,,true,false,true,false,false,,,,,true,false,true,false,false,,,,,false,false,false,true,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3160,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,36,4f53f49b8b81a987,4684,init:p1:c4fe804ce114a8099d1c,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,ef33e310fe8f60354835f17f53397dc618132ef40d072c4855c884c07132888d,false,6.289492839993235,0.005493645911805891,,0.9738000820456721,0.9705497201775425,-0.0032503618681296587,true,true,evaluable,evaluable,false,corner_drift,true,false,control,acceptable,acceptable,frozen_selection,control_natural,task_id:576,820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,,,,,true,true,true,false,true,,,,,false,true,false,true,true,,,,,false,true,false,true,true,,,,,false,true,false,true,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3160,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,37,a60eb80c10789624,4470,init:p1:c4fe804ce114a8099d1c,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,c4fe804ce114a8099d1c390444196949ca25b03b49a3357c4f142b07d323383f,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,67bf4aeeea6169fb3226a7b3d6777e4ae8ed4ada2e5cba23746618c42431fabf,true,0.0,0.0,,0.9738000820456721,0.9738000820456721,0.0,true,true,evaluable,evaluable,false,acceptable,false,true,control,acceptable,acceptable,frozen_selection,control_natural,task_id:576,820610109142ef887d0cc74638957783d369f8566d68105bc23bfd69ca9d5fb3,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,,,,,false,false,false,true,true,,,,,false,false,false,true,true,,,,,false,false,false,true,true,,,,,false,false,false,true,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,26,6bada44f8bfbe52e,3788,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,true,0.0,0.0,,0.8278423240114882,0.8278423240114882,0.0,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,27,b695d04bc92a557d,4046,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,6c22f4eb7580a224fbc187ad28b44b57c06a5fee2b8581a66bccfdd8beeefd64,false,,,n_pairs_mismatch,0.8278423240114882,0.9756796749728027,0.14783735096131456,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,false,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,28,2d2b8ab0116038fd,3932,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,5dc53526d400496a9c1a615b0052e5d7a8b8b230afe24bda23985805bab08c5c,false,,,n_pairs_mismatch,0.8278423240114882,0.9650858620052933,0.13724353799380518,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,29,984360ed0635b90c,4549,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,525b15be3e53ec86c49457d474013fa9d6392d9256cb1595ff700cf8dcc9ddf5,false,,,n_pairs_mismatch,0.8278423240114882,0.9350821274732437,0.10723980346175555,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,30,6068e5a1684f17bf,4160,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,8f0d6f7fdfa2ba0e70f908aa8e3420e789f34bebb741be8053fb4ce893715caf,false,,,n_pairs_mismatch,0.8278423240114882,0.9350146639658167,0.10717233995432851,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,31,38e5256c8a950c7d,4107,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,443bc902363ac5b7b95c64b59d97627b5644dc64603b99532c9d3b9dc915e815,false,,,n_pairs_mismatch,0.8278423240114882,0.9388381734159025,0.11099584940441432,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,32,e345524837c8f249,4182,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,be8c413801d280f6cb9dfb11d1edc216c3b4b6432835d7a2ad38322d79a57cfc,false,,,n_pairs_mismatch,0.8278423240114882,0.9245437905030924,0.09670146649160427,true,true,evaluable,evaluable,false,corner_duplicate;underextend,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,33,c62a0432de833f80,4375,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,6c22f4eb7580a224fbc187ad28b44b57c06a5fee2b8581a66bccfdd8beeefd64,false,,,n_pairs_mismatch,0.8278423240114882,0.9756796749728027,0.14783735096131456,true,true,evaluable,evaluable,false,corner_duplicate;over_parsing,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,34,d028cdde31b4bbe7,4413,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,6f4035b4585d7bfdfe2bffd0319642920d98b69b0944bd9051d68cc78645b9d6,false,,,n_pairs_mismatch,0.8278423240114882,0.9345635407624692,0.10672121675098101,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,35,55a9c4d4d99e81f1,4317,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,09dd5bc66e5ab29e2be33e1da92ed09672181972b0a135d244e3b6acfecfc32d,false,,,n_pairs_mismatch,0.8278423240114882,0.910910782293171,0.08306845828168286,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,36,64b475a8d2558465,4685,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,9d2983e39e5ca4f59d4f318739dc00d0369f5036b624c8370614107b95541a27,false,,,n_pairs_mismatch,0.8278423240114882,0.9485902698337931,0.12074794582230497,true,true,evaluable,evaluable,false,corner_drift;corner_duplicate;overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3161,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,37,28935ccbb578589d,4471,init:p1:3eebc8bd469ed2435ca4,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3eebc8bd469ed2435ca4453acb144582fcd5a445a3547d777b0ab5081712cf88,5c493b399bf17d450f60669f800a439dc65340a822c423e819f03a948c9fa441,ac37628c69b528e5c4aeb56a7b1ba15b78abb7be5f600a1dc558a563364c861d,false,,,n_pairs_mismatch,0.8278423240114882,0.8845893122344747,0.056746988222986516,true,true,evaluable,evaluable,false,corner_duplicate;over_parsing,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:493,371788cdafca7ef89dcf04668e7449d5f27dee1813e63615de8b38186e2b7d09,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,26,74366dc399f69295,3789,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,true,0.0,0.0,,0.8511254163034488,0.8511254163034488,0.0,true,true,evaluable,evaluable,false,over_parsing,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,false,false,profile_development_only,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,false,true,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,27,3e49e2f4d3cfd637,4038,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,48923579c21a3470e69d186ea6628cea4386aea69d353666730e004b6561a5a1,false,,,n_pairs_mismatch,0.8511254163034488,0.9526734171831708,0.10154800087972193,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,false,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,28,5d978e819e3deb53,3933,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,52c12db414871bb5276ed73ac0f1fb3721abee60fedd45a295b14fcb9f5a1b85,false,,,n_pairs_mismatch,0.8511254163034488,0.9466206982233818,0.09549528191993295,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,29,f9cabcf7e798da81,4550,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,e029190142c4df7ad480961e7e8db0738eb1f32c383c9752660691fa616d838a,false,,,n_pairs_mismatch,0.8511254163034488,0.9818208031875852,0.1306953868841364,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,30,fa501f1f267f767a,4161,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,6b0a8d783d32df754fae682d3e9b44dad5171f9c28685d7047ff7b7627cf0a83,false,,,n_pairs_mismatch,0.8511254163034488,0.9705886206128571,0.11946320430940827,true,true,evaluable,evaluable,false,overextend_adjacent,true,false,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,false,false,false,true,false,,,,true,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
P1,en,40,3162,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,31,5da2adcd7638310f,4108,init:p1:3b195310f0426a850210,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,3b195310f0426a8502100258e7e6e541ce1f710cccc3cade5674cda840b36230,79030ccf52161325aab20d3741bd623e7448808588da0ccb60f398321ebdd3db,5497e5187e124fab1c3b64d23991bee4e8936299721283d80e83dfb022e30c61,false,,,n_pairs_mismatch,0.8511254163034488,0.8819646416783765,0.03083922537492767,true,true,evaluable,evaluable,false,acceptable,false,true,trap,overextend_adjacent,overextend_adjacent,frozen_selection,trap_natural,task_id:577,0a1c2eef38d71813301cc7f2eaa5b2570774a8d42d97e35e484200498c4717b8,final_gold,true,not_applicable_p1,true,not_formally_adjudicated_p1,true,true,true,profile_development_only,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,true,false,,,,false,false,false,false,false,false,,,,false,true,true,true,false,false,false,,,,,,,,,,,,,,,,,,,,,
