stage,condition,building_id,worker_id,record_count,image_count,strict_geometry_count,complete_active_time_count
P1,semi,7y3sRwLe3Va,8,1,1,1,0
P1,semi,B6ByNegPMKs,1,2,2,2,2
P1,semi,B6ByNegPMKs,10,2,2,2,2
P1,semi,B6ByNegPMKs,11,2,2,2,2
P1,semi,B6ByNegPMKs,12,2,2,2,0
P1,semi,B6ByNegPMKs,13,2,2,2,2
P1,semi,B6ByNegPMKs,14,2,2,2,0
P1,semi,B6ByNegPMKs,15,2,2,2,2
P1,semi,B6ByNegPMKs,17,2,2,2,2
P1,semi,B6ByNegPMKs,18,2,2,2,2
P1,semi,B6ByNegPMKs,19,2,2,2,2
P1,semi,B6ByNegPMKs,2,2,2,2,2
P1,semi,B6ByNegPMKs,21,2,2,2,2
P1,semi,B6ByNegPMKs,26,2,2,2,0
P1,semi,B6ByNegPMKs,27,2,2,2,2
P1,semi,B6ByNegPMKs,28,2,2,2,2
P1,semi,B6ByNegPMKs,29,2,2,2,2
P1,semi,B6ByNegPMKs,30,2,2,2,1
P1,semi,B6ByNegPMKs,31,2,2,2,0
P1,semi,B6ByNegPMKs,32,2,2,2,2
P1,semi,B6ByNegPMKs,33,2,2,2,2
P1,semi,B6ByNegPMKs,34,2,2,2,0
P1,semi,B6ByNegPMKs,35,2,2,2,0
P1,semi,B6ByNegPMKs,36,2,2,2,2
P1,semi,B6ByNegPMKs,37,2,2,2,2
P1,semi,B6ByNegPMKs,6,2,2,2,2
P1,semi,B6ByNegPMKs,8,2,2,2,2
P1,semi,X7HyMhZNoso,1,1,1,1,1
P1,semi,X7HyMhZNoso,10,1,1,1,1
P1,semi,X7HyMhZNoso,11,1,1,1,1
P1,semi,X7HyMhZNoso,12,1,1,1,0
P1,semi,X7HyMhZNoso,13,1,1,1,1
P1,semi,X7HyMhZNoso,14,1,1,1,0
P1,semi,X7HyMhZNoso,15,1,1,1,1
P1,semi,X7HyMhZNoso,17,1,1,1,1
P1,semi,X7HyMhZNoso,18,1,1,1,1
P1,semi,X7HyMhZNoso,19,1,1,1,1
P1,semi,X7HyMhZNoso,2,1,1,1,1
P1,semi,X7HyMhZNoso,21,1,1,1,1
P1,semi,X7HyMhZNoso,26,1,1,1,0
P1,semi,X7HyMhZNoso,27,1,1,1,1
P1,semi,X7HyMhZNoso,28,1,1,1,1
P1,semi,X7HyMhZNoso,29,1,1,1,1
P1,semi,X7HyMhZNoso,30,1,1,1,0
P1,semi,X7HyMhZNoso,31,1,1,1,0
P1,semi,X7HyMhZNoso,32,1,1,1,1
P1,semi,X7HyMhZNoso,33,1,1,1,1
P1,semi,X7HyMhZNoso,34,1,1,1,0
P1,semi,X7HyMhZNoso,35,1,1,1,0
P1,semi,X7HyMhZNoso,36,1,1,1,1
P1,semi,X7HyMhZNoso,37,1,1,1,1
P1,semi,X7HyMhZNoso,6,1,1,1,1
P1,semi,X7HyMhZNoso,8,1,1,1,1
P1,semi,Z6MFQCViBuw,1,1,1,1,1
P1,semi,Z6MFQCViBuw,10,1,1,1,1
P1,semi,Z6MFQCViBuw,11,1,1,1,1
P1,semi,Z6MFQCViBuw,12,1,1,1,0
P1,semi,Z6MFQCViBuw,13,1,1,1,1
P1,semi,Z6MFQCViBuw,14,1,1,1,0
P1,semi,Z6MFQCViBuw,15,1,1,1,1
P1,semi,Z6MFQCViBuw,17,1,1,1,1
P1,semi,Z6MFQCViBuw,18,1,1,1,1
P1,semi,Z6MFQCViBuw,19,1,1,1,1
P1,semi,Z6MFQCViBuw,2,1,1,1,1
P1,semi,Z6MFQCViBuw,21,1,1,1,1
P1,semi,Z6MFQCViBuw,26,1,1,1,0
P1,semi,Z6MFQCViBuw,27,1,1,1,1
P1,semi,Z6MFQCViBuw,28,1,1,1,1
P1,semi,Z6MFQCViBuw,29,1,1,1,1
P1,semi,Z6MFQCViBuw,30,1,1,1,1
P1,semi,Z6MFQCViBuw,31,1,1,1,0
P1,semi,Z6MFQCViBuw,32,1,1,1,1
P1,semi,Z6MFQCViBuw,33,1,1,1,1
P1,semi,Z6MFQCViBuw,34,1,1,1,0
P1,semi,Z6MFQCViBuw,35,1,1,1,0
P1,semi,Z6MFQCViBuw,36,1,1,1,1
P1,semi,Z6MFQCViBuw,37,1,1,1,1
P1,semi,Z6MFQCViBuw,6,1,1,1,1
P1,semi,Z6MFQCViBuw,8,1,1,1,1
P1,semi,b8cTxDM8gDG,1,1,1,1,1
P1,semi,b8cTxDM8gDG,10,1,1,1,1
P1,semi,b8cTxDM8gDG,11,1,1,1,1
P1,semi,b8cTxDM8gDG,12,1,1,1,0
P1,semi,b8cTxDM8gDG,13,1,1,1,1
P1,semi,b8cTxDM8gDG,14,1,1,1,0
P1,semi,b8cTxDM8gDG,15,1,1,1,1
P1,semi,b8cTxDM8gDG,17,1,1,1,1
P1,semi,b8cTxDM8gDG,18,1,1,1,1
P1,semi,b8cTxDM8gDG,19,1,1,1,1
P1,semi,b8cTxDM8gDG,2,1,1,1,1
P1,semi,b8cTxDM8gDG,21,1,1,1,1
P1,semi,b8cTxDM8gDG,26,1,1,1,0
P1,semi,b8cTxDM8gDG,27,1,1,1,1
P1,semi,b8cTxDM8gDG,28,1,1,1,1
P1,semi,b8cTxDM8gDG,29,1,1,1,1
P1,semi,b8cTxDM8gDG,30,1,1,1,1
P1,semi,b8cTxDM8gDG,31,1,1,1,0
P1,semi,b8cTxDM8gDG,32,1,1,1,1
P1,semi,b8cTxDM8gDG,33,1,1,1,1
P1,semi,b8cTxDM8gDG,34,1,1,1,0
P1,semi,b8cTxDM8gDG,35,1,1,1,0
P1,semi,b8cTxDM8gDG,36,1,1,1,1
P1,semi,b8cTxDM8gDG,37,1,1,1,1
P1,semi,b8cTxDM8gDG,6,1,1,1,1
P1,semi,b8cTxDM8gDG,8,1,1,1,1
P1,semi,e9zR4mvMWw7,1,5,5,5,5
P1,semi,e9zR4mvMWw7,10,5,5,5,5
P1,semi,e9zR4mvMWw7,11,5,5,5,5
P1,semi,e9zR4mvMWw7,12,5,5,5,0
P1,semi,e9zR4mvMWw7,13,5,5,5,5
P1,semi,e9zR4mvMWw7,14,5,5,5,0
P1,semi,e9zR4mvMWw7,15,5,5,5,5
P1,semi,e9zR4mvMWw7,17,5,5,4,5
P1,semi,e9zR4mvMWw7,18,5,5,5,5
P1,semi,e9zR4mvMWw7,19,5,5,5,5
P1,semi,e9zR4mvMWw7,2,5,5,5,5
P1,semi,e9zR4mvMWw7,21,5,5,5,5
P1,semi,e9zR4mvMWw7,26,5,5,5,0
P1,semi,e9zR4mvMWw7,27,5,5,5,5
P1,semi,e9zR4mvMWw7,28,5,5,5,5
P1,semi,e9zR4mvMWw7,29,5,5,5,5
P1,semi,e9zR4mvMWw7,30,5,5,5,2
P1,semi,e9zR4mvMWw7,31,5,5,5,0
P1,semi,e9zR4mvMWw7,32,5,5,5,5
P1,semi,e9zR4mvMWw7,33,5,5,5,5
P1,semi,e9zR4mvMWw7,34,5,5,5,0
P1,semi,e9zR4mvMWw7,35,5,5,5,0
P1,semi,e9zR4mvMWw7,36,5,5,5,5
P1,semi,e9zR4mvMWw7,37,5,5,5,5
P1,semi,e9zR4mvMWw7,6,5,5,5,5
P1,semi,e9zR4mvMWw7,8,5,5,5,5
P1,semi,q9vSo1VnCiC,1,1,1,1,1
P1,semi,q9vSo1VnCiC,10,1,1,1,1
P1,semi,q9vSo1VnCiC,11,1,1,1,1
P1,semi,q9vSo1VnCiC,12,1,1,1,0
P1,semi,q9vSo1VnCiC,13,1,1,1,1
P1,semi,q9vSo1VnCiC,14,1,1,1,0
P1,semi,q9vSo1VnCiC,15,1,1,1,1
P1,semi,q9vSo1VnCiC,17,1,1,1,1
P1,semi,q9vSo1VnCiC,18,1,1,1,1
P1,semi,q9vSo1VnCiC,19,1,1,1,1
P1,semi,q9vSo1VnCiC,2,1,1,1,1
P1,semi,q9vSo1VnCiC,21,1,1,1,1
P1,semi,q9vSo1VnCiC,26,1,1,1,0
P1,semi,q9vSo1VnCiC,27,1,1,1,1
P1,semi,q9vSo1VnCiC,28,1,1,1,1
P1,semi,q9vSo1VnCiC,29,1,1,1,1
P1,semi,q9vSo1VnCiC,30,1,1,1,1
P1,semi,q9vSo1VnCiC,31,1,1,1,0
P1,semi,q9vSo1VnCiC,32,1,1,1,1
P1,semi,q9vSo1VnCiC,33,1,1,1,1
P1,semi,q9vSo1VnCiC,34,1,1,1,0
P1,semi,q9vSo1VnCiC,35,1,1,1,0
P1,semi,q9vSo1VnCiC,36,1,1,1,1
P1,semi,q9vSo1VnCiC,37,1,1,1,1
P1,semi,q9vSo1VnCiC,6,1,1,1,1
P1,semi,q9vSo1VnCiC,8,1,1,1,1
P1,semi,rPc6DW4iMge,1,1,1,1,1
P1,semi,rPc6DW4iMge,10,1,1,1,1
P1,semi,rPc6DW4iMge,11,1,1,1,1
P1,semi,rPc6DW4iMge,12,1,1,1,0
P1,semi,rPc6DW4iMge,13,1,1,1,1
P1,semi,rPc6DW4iMge,14,1,1,1,0
P1,semi,rPc6DW4iMge,15,1,1,1,1
P1,semi,rPc6DW4iMge,17,1,1,0,1
P1,semi,rPc6DW4iMge,18,1,1,1,1
P1,semi,rPc6DW4iMge,19,1,1,1,1
P1,semi,rPc6DW4iMge,2,1,1,1,1
P1,semi,rPc6DW4iMge,21,1,1,1,1
P1,semi,rPc6DW4iMge,26,1,1,1,0
P1,semi,rPc6DW4iMge,27,1,1,1,1
P1,semi,rPc6DW4iMge,28,1,1,1,1
P1,semi,rPc6DW4iMge,29,1,1,1,1
P1,semi,rPc6DW4iMge,30,1,1,1,0
P1,semi,rPc6DW4iMge,31,1,1,1,0
P1,semi,rPc6DW4iMge,32,1,1,1,1
P1,semi,rPc6DW4iMge,33,1,1,1,1
P1,semi,rPc6DW4iMge,34,1,1,1,0
P1,semi,rPc6DW4iMge,35,1,1,1,0
P1,semi,rPc6DW4iMge,36,1,1,0,1
P1,semi,rPc6DW4iMge,37,1,1,1,1
P1,semi,rPc6DW4iMge,6,1,1,1,1
P1,semi,rPc6DW4iMge,8,1,1,1,1
P1,semi,uNb9QFRL6hY,1,1,1,1,1
P1,semi,uNb9QFRL6hY,10,1,1,1,1
P1,semi,uNb9QFRL6hY,11,1,1,1,1
P1,semi,uNb9QFRL6hY,12,1,1,1,0
P1,semi,uNb9QFRL6hY,13,1,1,1,1
P1,semi,uNb9QFRL6hY,14,1,1,1,0
P1,semi,uNb9QFRL6hY,15,1,1,1,1
P1,semi,uNb9QFRL6hY,17,1,1,1,1
P1,semi,uNb9QFRL6hY,18,1,1,1,1
P1,semi,uNb9QFRL6hY,19,1,1,1,1
P1,semi,uNb9QFRL6hY,2,1,1,1,1
P1,semi,uNb9QFRL6hY,21,1,1,1,1
P1,semi,uNb9QFRL6hY,26,1,1,1,0
P1,semi,uNb9QFRL6hY,27,1,1,1,1
P1,semi,uNb9QFRL6hY,28,1,1,1,1
P1,semi,uNb9QFRL6hY,29,1,1,1,1
P1,semi,uNb9QFRL6hY,30,1,1,1,1
P1,semi,uNb9QFRL6hY,31,1,1,1,0
P1,semi,uNb9QFRL6hY,32,1,1,1,1
P1,semi,uNb9QFRL6hY,33,1,1,1,1
P1,semi,uNb9QFRL6hY,34,1,1,1,0
P1,semi,uNb9QFRL6hY,35,1,1,1,0
P1,semi,uNb9QFRL6hY,36,1,1,1,1
P1,semi,uNb9QFRL6hY,37,1,1,1,1
P1,semi,uNb9QFRL6hY,6,1,1,1,1
P1,semi,uNb9QFRL6hY,8,1,1,1,1
P1,semi,wc2JMjhGNzB,1,4,4,4,4
P1,semi,wc2JMjhGNzB,10,4,4,4,4
P1,semi,wc2JMjhGNzB,11,4,4,4,4
P1,semi,wc2JMjhGNzB,12,4,4,4,0
P1,semi,wc2JMjhGNzB,13,4,4,4,4
P1,semi,wc2JMjhGNzB,14,4,4,4,0
P1,semi,wc2JMjhGNzB,15,4,4,4,4
P1,semi,wc2JMjhGNzB,17,4,4,4,4
P1,semi,wc2JMjhGNzB,18,4,4,4,4
P1,semi,wc2JMjhGNzB,19,4,4,4,4
P1,semi,wc2JMjhGNzB,2,4,4,4,4
P1,semi,wc2JMjhGNzB,21,4,4,4,4
P1,semi,wc2JMjhGNzB,26,4,4,4,0
P1,semi,wc2JMjhGNzB,27,4,4,4,4
P1,semi,wc2JMjhGNzB,28,4,4,4,4
P1,semi,wc2JMjhGNzB,29,4,4,4,4
P1,semi,wc2JMjhGNzB,30,4,4,4,0
P1,semi,wc2JMjhGNzB,31,4,4,4,0
P1,semi,wc2JMjhGNzB,32,4,4,4,4
P1,semi,wc2JMjhGNzB,33,4,4,4,4
P1,semi,wc2JMjhGNzB,34,4,4,4,0
P1,semi,wc2JMjhGNzB,35,4,4,4,0
P1,semi,wc2JMjhGNzB,36,4,4,4,4
P1,semi,wc2JMjhGNzB,37,4,4,3,4
P1,semi,wc2JMjhGNzB,6,4,4,4,4
P1,semi,wc2JMjhGNzB,8,4,4,4,4
