image_id,building,source_split,scene_category,scene_source,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_function_primary,main_function_primary_source
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,2t7WUuJeko7,valid,卧室,早期争议复核导出.user_type,花纹墙纸卧室全体,花纹墙纸卧室全体,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,valid,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,overlap_with_pending_or_unsupported,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_7ca707708ef54c5bac2992d05d4f1408,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
jtcxE69GiFV_fb1ac7e96b884d289aff3fe02bb3c248,jtcxE69GiFV,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务,否,supported_component:jtcxE69GiFV_67790605390f4d439c3c59395967ec84,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
jtcxE69GiFV_fb7f2438518243b180ae78cf1e2737e3,jtcxE69GiFV,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:jtcxE69GiFV_001ad2ad14234e06b2d996d71bb96fc4,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,jtcxE69GiFV,valid,开放复合空间,后续41图亲审.current_classification.coarse_type,用餐为主，厨房和起居次要,用餐为主，厨房和起居次要,AI_new_spatial_review,carried_visual_record,餐饮为主；厨房与起居次要,后续41图亲审.current_classification.focus,厨房、餐饮、起居,厨房|用餐|起居休闲,否,unresolved:jtcxE69GiFV_ff6cc28d8a7049ec980d1d52480530b5,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2,kEZ7cmS4wCh,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴|起居休闲|通行,否,unresolved:kEZ7cmS4wCh_3c4a8eb4ef504942b6df1937932aa3f2,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh,test,通行与连接,早期争议复核导出.user_type,通行为主,通行为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴|起居休闲|通行,否,unresolved:kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,确认,unresolved:pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,supported_component,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d,pRbA3pwrgk9,valid,复合／待定   像是连通的走廊空间这种,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,unresolved:pRbA3pwrgk9_05c49a8b61034633ad57ae3527dac65d,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室,否,supported_component:pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,valid,通行与连接,早期争议复核导出.user_type,电梯轿厢为主,电梯轿厢为主,AI_new_spatial_review,new_original,,未有人工作答,,通行|通行（电梯）|通行（门厅）,否,unresolved:pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_2e5e98be62684eb8b3143fda3059ddde,pRbA3pwrgk9,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|通行,否,supported_component:pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,valid,复合／待定,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,确认,unresolved:pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室,否,supported_component:pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_950f2117a6164fbc8d2faff96c40a1e9,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,supported_component:pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,unresolved:pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|卧室,否,unresolved:pRbA3pwrgk9_b1477ef96be5470d9881a9f6c9f825ae,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,疑似,unresolved:pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,pRbA3pwrgk9,valid,卫浴,早期争议复核导出.user_type,卫浴为主,卫浴为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室|卫浴,否,unresolved:pRbA3pwrgk9_c19e6a85e45d4aae9e9a4b703650132b,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_e0dc27df8b2d4484bde0f97284d4cdf7,pRbA3pwrgk9,valid,卧室,早期争议复核导出.user_type,卧室为主,卧室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_ec8f8c12b70e4969ae24adb7031d9312,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|通行,否,supported_component:pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pRbA3pwrgk9_ecd2d3d74f1244a19bab0131ca065c26,pRbA3pwrgk9,valid,储藏与家务辅助,早期争议复核导出.user_type,储藏家务为主,储藏家务为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,储藏家务|通行,否,supported_component:pRbA3pwrgk9_3851376d4f84494ebdc080b34ddc0f5e,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage,storage,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_007d567cfff94aff8d850876914b9584,pa4otMbVnkk,valid,卫浴,早期争议复核导出.user_type,洗漱与沐浴并重,洗漱与沐浴并重,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:pa4otMbVnkk_007d567cfff94aff8d850876914b9584,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,pa4otMbVnkk,valid,厨房与用餐,早期争议复核导出.user_type,正式餐厅,正式餐厅,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲,否,supported_component:pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,pa4otMbVnkk,valid,通行与连接,早期争议复核导出.user_type,外门前厅,外门前厅,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:pa4otMbVnkk_23d65a083f87438a8b5298466e34d62d,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,pa4otMbVnkk,valid,卧室,早期争议复核导出.user_type,单大床卧室,单大床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pa4otMbVnkk_25659e521aac49daadb7762ba87cb2b6,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,起居休闲为主要呈现空间,起居休闲为主要呈现空间,AI_new_spatial_review,carried_visual_record,,未有人工作答,,起居休闲,否,supported_component:pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,present,absent,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,valid,通行与连接,早期争议复核导出.user_type,卧室层走道,卧室层走道,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,supported_component:pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+circulation,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_3df9a5180b94479997b19a8823f31eab,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,健身器材区,健身器材区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,特殊用途,否,supported_component:pa4otMbVnkk_3df9a5180b94479997b19a8823f31eab,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,special,special,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,pa4otMbVnkk,valid,通行与连接,早期争议复核导出.user_type,楼梯前过渡与洗衣设备区并呈,楼梯前过渡与洗衣设备区并呈,AI_new_spatial_review,new_original,,未有人工作答,,储藏家务|卫浴|通行,否,unresolved:pa4otMbVnkk_42218dacb31045bfbc70cd57d1b69a84,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,circulation,circulation,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,valid,卧室,早期争议复核导出.user_type,双床卧室,双床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,valid,厨房与用餐,早期争议复核导出.user_type,厨房岛台,厨房岛台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房,否,unresolved:pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,not_in_supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,valid,卧室,早期争议复核导出.user_type,卧室为主要呈现空间,卧室为主要呈现空间,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,pa4otMbVnkk,valid,卫浴,早期争议复核导出.user_type,洗手台为主，健身房入口可见,洗手台为主，健身房入口可见,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴|特殊用途,疑似,supported_component:pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_5cd7afbe84aa4a13a13b45c369e39731,pa4otMbVnkk,valid,厨房与用餐,早期争议复核导出.user_type,正式餐厅中心,正式餐厅中心,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲,否,supported_component:pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,valid,"复合／待定  , 厨房 客厅",早期争议复核导出.user_type,门外茶水台与座区为本次主要区域；门内电视/缝纫桌房间为可见邻室,门外茶水台与座区为本次主要区域；门内电视/缝纫桌房间为可见邻室,AI_new_spatial_review,new_original,,未有人工作答,,厨房|工作学习|起居休闲,否,unresolved:pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,not_in_supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_616baa976df7493c8b5d1516fa55aa75,pa4otMbVnkk,valid,卫浴,早期争议复核导出.user_type,淋浴间内部,淋浴间内部,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:pa4otMbVnkk_56189c4a26dd486d91b853fc8a7ffb6b,supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_637126917ec84d1aa32c986159ce2dc9,pa4otMbVnkk,valid,通行与连接,早期争议复核导出.user_type,挑空回廊,挑空回廊,AI_new_spatial_review,carried_visual_record,,未有人工作答,,通行,否,unresolved:pa4otMbVnkk_637126917ec84d1aa32c986159ce2dc9,not_in_supported_component,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,会客厅中央,会客厅中央,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲|通行,否,supported_component:pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,living,living,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,影音座椅区,影音座椅区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,特殊用途,否,supported_component:pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,supported_component,partial,present,present,present,unknown,present,partial,present,present,present,unknown,present,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_7172b7e0aefe4e23a53449a4531ca5e3,pa4otMbVnkk,valid,起居与休闲,早期争议复核导出.user_type,健身为主；休息椅次要,健身为主；休息椅次要,AI_new_spatial_review,carried_visual_record,,未有人工作答,,特殊用途,否,supported_component:pa4otMbVnkk_3df9a5180b94479997b19a8823f31eab,supported_component,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,special,special,explicit first-clause keyword derivation; not human/adjudicated semantics
pa4otMbVnkk_78863f388bfc4e419e5d3454f1fecf3f,pa4otMbVnkk,valid,厨房与用餐,早期争议复核导出.user_type,长餐桌为主,长餐桌为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用餐|起居休闲,否,supported_component:pa4otMbVnkk_0e800fa7378b455a8054fbd02497fa6e,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics
