registry_uid,planned_task_key,base_task_id,normalized_title,title,image,planned_stage,condition,planned_condition,dataset_group,is_anchor,has_expert_ref,init_type,source_pool,manifest_file,manifest_stage_key,import_index,has_prediction,seed,runtime_task_id_available
stage3_manual_test:94,stage3_manual_test:uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5:94,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,unb9qfrl6hy_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,94,False,20260228,False
stage3_manual_test:67,stage3_manual_test:uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2:67,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,unb9qfrl6hy_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,67,False,20260228,False
stage3_manual_test:15,stage3_manual_test:uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3:15,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,unb9qfrl6hy_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,15,False,20260228,False
stage3_manual_test:10,stage3_manual_test:uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0:10,uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0,unb9qfrl6hy_baf711edf5524d868702f86e69e566a0,uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_baf711edf5524d868702f86e69e566a0.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,10,False,20260228,False
stage3_manual_test:5,stage3_manual_test:uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a:5,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,unb9qfrl6hy_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,5,False,20260228,False
stage3_manual_test:17,stage3_manual_test:uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e:17,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,unb9qfrl6hy_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,17,False,20260228,False
stage3_manual_test:71,stage3_manual_test:uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43:71,uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43,unb9qfrl6hy_d11f14ddecbe406681d4980365ea5a43,uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_d11f14ddecbe406681d4980365ea5a43.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,71,False,20260228,False
stage3_manual_test:49,stage3_manual_test:uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1:49,uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1,unb9qfrl6hy_d5c47aa99b274a67b305aa601234f1f1,uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_d5c47aa99b274a67b305aa601234f1f1.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,49,False,20260228,False
stage3_manual_test:18,stage3_manual_test:uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14:18,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,unb9qfrl6hy_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,18,False,20260228,False
stage3_manual_test:41,stage3_manual_test:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee:41,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2jmjhgnzb_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,41,False,20260228,False
stage3_manual_test:11,stage3_manual_test:wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991:11,wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991,wc2jmjhgnzb_07fb6ea1434a451aa8dc27539ede0991,wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_07fb6ea1434a451aa8dc27539ede0991.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,11,False,20260228,False
stage3_manual_test:29,stage3_manual_test:wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c:29,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2jmjhgnzb_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,29,False,20260228,False
stage3_manual_test:81,stage3_manual_test:wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a:81,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a,wc2jmjhgnzb_431023d1f9fd40048ceee9214fd8464a,wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_431023d1f9fd40048ceee9214fd8464a.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,81,False,20260228,False
stage3_manual_test:13,stage3_manual_test:wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd:13,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2jmjhgnzb_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,13,False,20260228,False
stage3_manual_test:53,stage3_manual_test:wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d:53,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2jmjhgnzb_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,53,False,20260228,False
stage3_manual_test:25,stage3_manual_test:wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515:25,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,wc2jmjhgnzb_5b147d7f689a410baca131f29c8a9515,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,25,False,20260228,False
stage3_manual_test:46,stage3_manual_test:wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb:46,wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb,wc2jmjhgnzb_5c363f3933e84bb5aceb3899f997b6fb,wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_5c363f3933e84bb5aceb3899f997b6fb.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,46,False,20260228,False
stage3_manual_test:1,stage3_manual_test:wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be:1,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,wc2jmjhgnzb_6e491bc8576345bda3cdde9ab216b7be,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,1,False,20260228,False
stage3_manual_test:40,stage3_manual_test:wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41:40,wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41,wc2jmjhgnzb_818104cf87d045a18b4bf134ef76ec41,wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_818104cf87d045a18b4bf134ef76ec41.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,40,False,20260228,False
stage3_manual_test:61,stage3_manual_test:wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069:61,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069,wc2jmjhgnzb_9d8a625f48194382a0bfb748b1126069,wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_9d8a625f48194382a0bfb748b1126069.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,61,False,20260228,False
stage3_manual_test:35,stage3_manual_test:wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78:35,wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78,wc2jmjhgnzb_afdf0c43bc4f4daab702050ad1173e78,wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_afdf0c43bc4f4daab702050ad1173e78.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,35,False,20260228,False
stage3_manual_test:66,stage3_manual_test:wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b:66,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2jmjhgnzb_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,66,False,20260228,False
stage3_manual_test:62,stage3_manual_test:wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e:62,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2jmjhgnzb_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,62,False,20260228,False
stage3_manual_test:47,stage3_manual_test:wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c:47,wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c,wc2jmjhgnzb_e6693f97b36545f7a76e03c3fe32ba8c,wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,47,False,20260228,False
stage3_manual_test:73,stage3_manual_test:wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c:73,wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c,wc2jmjhgnzb_f741f370a16a403a8c758ff77be85a9c,wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,73,False,20260228,False
stage3_manual_test:31,stage3_manual_test:x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151:31,x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151,x8f5xyuwy9e_59d9c66f57b14062a49e17e8f1da2151,x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_59d9c66f57b14062a49e17e8f1da2151.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,31,False,20260228,False
stage3_manual_test:6,stage3_manual_test:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe:6,yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,yqstnuaevhm_19e4188fa39244378481dcdb18c42dbe,yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,6,False,20260228,False
stage3_manual_test:60,stage3_manual_test:yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b:60,yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,yqstnuaevhm_1d96a0a27c5a48aa9bd276dc7fe34d9b,yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_1d96a0a27c5a48aa9bd276dc7fe34d9b.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,60,False,20260228,False
stage3_manual_test:59,stage3_manual_test:yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2:59,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,yqstnuaevhm_2b3fb4746d414cc6a31729b222ed79b2,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,59,False,20260228,False
stage3_manual_test:32,stage3_manual_test:yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257:32,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuaevhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,32,False,20260228,False
stage3_manual_test:72,stage3_manual_test:yqstnuAEVhm_6440d94be92546fdab587df78fbea28b:72,yqstnuAEVhm_6440d94be92546fdab587df78fbea28b,yqstnuaevhm_6440d94be92546fdab587df78fbea28b,yqstnuAEVhm_6440d94be92546fdab587df78fbea28b.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_6440d94be92546fdab587df78fbea28b.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,72,False,20260228,False
stage3_manual_test:7,stage3_manual_test:yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6:7,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6,yqstnuaevhm_67429c0368af46509d43ac43dcb904e6,yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_67429c0368af46509d43ac43dcb904e6.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,7,False,20260228,False
stage3_manual_test:74,stage3_manual_test:yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1:74,yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1,yqstnuaevhm_96960ce9646a41e4bc183d75327fe1c1,yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_96960ce9646a41e4bc183d75327fe1c1.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,74,False,20260228,False
stage3_manual_test:56,stage3_manual_test:yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2:56,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuaevhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,56,False,20260228,False
stage3_manual_test:4,stage3_manual_test:yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65:4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuaevhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65.jpg,manual_test,manual,manual,Manual_Test,False,False,,manual_test,stage3_manual_test_import.json,stage3_manual_test,4,False,20260228,False
stage0_pilot_manual:6,stage0_pilot_manual:7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44:6,7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44,7y3srwle3va_0eb1323894e041efa23d2f3e60efbe44,7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_0eb1323894e041efa23d2f3e60efbe44.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,6,False,20260228,False
stage0_pilot_manual:9,stage0_pilot_manual:7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187:9,7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,7y3srwle3va_9b72664399a34e4f9dbe470571c73187,7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,9,False,20260228,False
stage0_pilot_manual:7,stage0_pilot_manual:7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3:7,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3srwle3va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,7,False,20260228,False
stage0_pilot_manual:12,stage0_pilot_manual:B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c:12,B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c,b6bynegpmks_8c414a8052c844b4bcd5dc3fadde7f8c,B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,12,False,20260228,False
stage0_pilot_manual:10,stage0_pilot_manual:UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596:10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,uwv83hsgsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,10,False,20260228,False
stage0_pilot_manual:15,stage0_pilot_manual:q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55:15,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,q9vso1vncic_a84d84665ef94d0c86f38bc2250bab55,q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,15,False,20260228,False
stage0_pilot_manual:14,stage0_pilot_manual:q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f:14,q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f,q9vso1vncic_b691f1462d2b4d2cbc501f676af8ca1f,q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,14,False,20260228,False
stage0_pilot_manual:3,stage0_pilot_manual:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98:3,uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,unb9qfrl6hy_2ed0e171a7c34f17a85363923a26ab98,uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,3,False,20260228,False
stage0_pilot_manual:13,stage0_pilot_manual:uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622:13,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,unb9qfrl6hy_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,13,False,20260228,False
stage0_pilot_manual:11,stage0_pilot_manual:uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc:11,uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc,unb9qfrl6hy_fcba704f80a04361842c0fdcb776becc,uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_fcba704f80a04361842c0fdcb776becc.jpg,pilot_manual,manual,manual,Pilot,False,False,,pilot_manual,stage0_pilot_manual_import.json,stage0_pilot_manual,11,False,20260228,False
