stage,condition,base_task_id,meta_group,choice_code,choice_label_zh,positive_response_count,positive_worker_count,group_response_count,group_worker_count,total_response_count,total_worker_count,group_response_coverage,unasserted_response_count,positive_share_among_group_responders,positive_share_all_responses_descriptive,bernoulli_entropy_among_group_responders,denominator_note
C2-B,manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,7,7,12,12,20,20,0.6,8,0.5833333333333334,0.35,0.6791932659915257,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,scope,oos_other,其他范围外,2,2,12,12,20,20,0.6,8,0.16666666666666666,0.1,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,scope,oos_split_or_multi_level,范围外：错层/多层,3,3,12,12,20,20,0.6,8,0.25,0.15,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,difficulty,occlusion,遮挡,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,difficulty,reflection_transparency,反射/透明,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,other_choice,low_quality,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,other_choice,normal,其他选择,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,difficulty,occlusion,遮挡,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,other_choice,trivial,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,other_choice,normal,其他选择,1,1,1,1,1,1,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,other_choice,trivial,其他选择,1,1,1,1,1,1,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,other_choice,low_quality,其他选择,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,other_choice,normal,其他选择,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,other_choice,low_quality,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,other_choice,normal,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,scope,oos_other,其他范围外,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,difficulty,occlusion,遮挡,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,other_choice,trivial,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,difficulty,low_texture,低纹理,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,difficulty,occlusion,遮挡,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,difficulty,reflection_transparency,反射/透明,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,other_choice,trivial,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,difficulty,low_texture,低纹理,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,difficulty,occlusion,遮挡,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,other_choice,low_quality,其他选择,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,other_choice,normal,其他选择,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,difficulty,occlusion,遮挡,1,1,1,1,2,2,0.5,1,1.0,0.5,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,other_choice,normal,其他选择,2,2,2,2,2,2,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C2-B,manual,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,other_choice,trivial,其他选择,1,1,2,2,2,2,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,difficulty,low_texture,低纹理,1,1,1,1,26,26,0.038461538461538464,25,1.0,0.038461538461538464,0.0,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,difficulty,occlusion,遮挡,1,1,1,1,26,26,0.038461538461538464,25,1.0,0.038461538461538464,0.0,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,other_choice,normal,其他选择,25,25,26,26,26,26,1.0,0,0.9615384615384616,0.9615384615384616,0.16302362949436586,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,other_choice,trivial,其他选择,25,25,26,26,26,26,1.0,0,0.9615384615384616,0.9615384615384616,0.16302362949436586,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,1,1,26,26,0.038461538461538464,25,1.0,0.038461538461538464,0.0,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,difficulty,low_texture,低纹理,1,1,9,8,27,26,0.3333333333333333,18,0.1111111111111111,0.037037037037037035,0.34883209584303193,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,difficulty,occlusion,遮挡,3,3,9,8,27,26,0.3333333333333333,18,0.3333333333333333,0.1111111111111111,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,difficulty,reflection_transparency,反射/透明,2,2,9,8,27,26,0.3333333333333333,18,0.2222222222222222,0.07407407407407407,0.5297061990576545,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,difficulty,seam,全景接缝,4,3,9,8,27,26,0.3333333333333333,18,0.4444444444444444,0.14814814814814814,0.6869615765973234,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,other_choice,low_quality,其他选择,3,3,25,24,27,26,0.9259259259259259,2,0.12,0.1111111111111111,0.3669249912727096,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,other_choice,normal,其他选择,22,21,25,24,27,26,0.9259259259259259,2,0.88,0.8148148148148148,0.3669249912727096,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,other_choice,trivial,其他选择,17,17,25,24,27,26,0.9259259259259259,2,0.68,0.6296296296296297,0.6268694575724263,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,3,3,5,5,27,26,0.18518518518518517,22,0.6,0.1111111111111111,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,scope,oos_other,其他范围外,1,1,5,5,27,26,0.18518518518518517,22,0.2,0.037037037037037035,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,scope,oos_split_or_multi_level,范围外：错层/多层,1,1,5,5,27,26,0.18518518518518517,22,0.2,0.037037037037037035,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,difficulty,low_texture,低纹理,1,1,15,14,27,26,0.5555555555555556,12,0.06666666666666667,0.037037037037037035,0.24493002679463532,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,difficulty,occlusion,遮挡,2,2,15,14,27,26,0.5555555555555556,12,0.13333333333333333,0.07407407407407407,0.39267446722755217,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,difficulty,reflection_transparency,反射/透明,8,8,15,14,27,26,0.5555555555555556,12,0.5333333333333333,0.2962962962962963,0.6909233093138181,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,difficulty,seam,全景接缝,5,4,15,14,27,26,0.5555555555555556,12,0.3333333333333333,0.18518518518518517,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,other_choice,low_quality,其他选择,4,4,24,24,27,26,0.8888888888888888,3,0.16666666666666666,0.14814814814814814,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,other_choice,normal,其他选择,21,21,24,24,27,26,0.8888888888888888,3,0.875,0.7777777777777778,0.37677016125643675,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,other_choice,trivial,其他选择,11,11,24,24,27,26,0.8888888888888888,3,0.4583333333333333,0.4074074074074074,0.6896709283570267,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,4,4,6,6,27,26,0.2222222222222222,21,0.6666666666666666,0.14814814814814814,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,scope,oos_other,其他范围外,2,2,6,6,27,26,0.2222222222222222,21,0.3333333333333333,0.07407407407407407,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,difficulty,low_texture,低纹理,1,1,16,16,26,26,0.6153846153846154,10,0.0625,0.038461538461538464,0.2337916587064593,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,difficulty,occlusion,遮挡,2,2,16,16,26,26,0.6153846153846154,10,0.125,0.07692307692307693,0.37677016125643675,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,difficulty,reflection_transparency,反射/透明,10,10,16,16,26,26,0.6153846153846154,10,0.625,0.38461538461538464,0.6615632381579821,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,difficulty,seam,全景接缝,4,4,16,16,26,26,0.6153846153846154,10,0.25,0.15384615384615385,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,other_choice,low_quality,其他选择,6,6,22,22,26,26,0.8461538461538461,4,0.2727272727272727,0.23076923076923078,0.5859526183035508,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,other_choice,normal,其他选择,18,18,22,22,26,26,0.8461538461538461,4,0.8181818181818182,0.6923076923076923,0.4741393130578373,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,other_choice,trivial,其他选择,7,7,22,22,26,26,0.8461538461538461,4,0.3181818181818182,0.2692307692307692,0.6254913597255729,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,7,7,8,8,26,26,0.3076923076923077,18,0.875,0.2692307692307692,0.37677016125643675,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,scope,oos_other,其他范围外,1,1,8,8,26,26,0.3076923076923077,18,0.125,0.038461538461538464,0.37677016125643675,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,difficulty,occlusion,遮挡,14,14,22,22,26,26,0.8461538461538461,4,0.6363636363636364,0.5384615384615384,0.6554817739013927,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,difficulty,reflection_transparency,反射/透明,17,17,22,22,26,26,0.8461538461538461,4,0.7727272727272727,0.6538461538461539,0.535959889216217,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,difficulty,seam,全景接缝,7,7,22,22,26,26,0.8461538461538461,4,0.3181818181818182,0.2692307692307692,0.6254913597255729,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,other_choice,normal,其他选择,20,20,21,21,26,26,0.8076923076923077,5,0.9523809523809523,0.7692307692307693,0.19144408195771742,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,other_choice,trivial,其他选择,4,4,21,21,26,26,0.8076923076923077,5,0.19047619047619047,0.15384615384615385,0.48691270946460224,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,5,5,6,6,26,26,0.23076923076923078,20,0.8333333333333334,0.19230769230769232,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,scope,oos_other,其他范围外,1,1,6,6,26,26,0.23076923076923078,20,0.16666666666666666,0.038461538461538464,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,difficulty,occlusion,遮挡,15,15,23,23,26,26,0.8846153846153846,3,0.6521739130434783,0.5769230769230769,0.6460905050608089,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,difficulty,reflection_transparency,反射/透明,8,8,23,23,26,26,0.8846153846153846,3,0.34782608695652173,0.3076923076923077,0.6460905050608089,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,difficulty,seam,全景接缝,11,11,23,23,26,26,0.8846153846153846,3,0.4782608695652174,0.4230769230769231,0.6922017029622767,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,other_choice,low_quality,其他选择,2,2,23,23,26,26,0.8846153846153846,3,0.08695652173913043,0.07692307692307693,0.295439191872116,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,other_choice,normal,其他选择,21,21,23,23,26,26,0.8846153846153846,3,0.9130434782608695,0.8076923076923077,0.2954391918721162,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,other_choice,trivial,其他选择,3,3,23,23,26,26,0.8846153846153846,3,0.13043478260869565,0.11538461538461539,0.38721237518636065,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,4,4,5,5,26,26,0.19230769230769232,21,0.8,0.15384615384615385,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,scope,oos_other,其他范围外,1,1,5,5,26,26,0.19230769230769232,21,0.2,0.038461538461538464,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,difficulty,occlusion,遮挡,10,10,10,10,26,26,0.38461538461538464,16,1.0,0.38461538461538464,0.0,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,difficulty,reflection_transparency,反射/透明,6,6,10,10,26,26,0.38461538461538464,16,0.6,0.23076923076923078,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,other_choice,normal,其他选择,26,26,26,26,26,26,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,other_choice,trivial,其他选择,16,16,26,26,26,26,1.0,0,0.6153846153846154,0.6153846153846154,0.666278442414676,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,difficulty,low_texture,低纹理,4,4,19,19,26,26,0.7307692307692307,7,0.21052631578947367,0.15384615384615385,0.5146531654289292,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,difficulty,occlusion,遮挡,11,11,19,19,26,26,0.7307692307692307,7,0.5789473684210527,0.4230769230769231,0.6806294878916634,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,difficulty,reflection_transparency,反射/透明,1,1,19,19,26,26,0.7307692307692307,7,0.05263157894736842,0.038461538461538464,0.20619205063323176,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,difficulty,seam,全景接缝,8,8,19,19,26,26,0.7307692307692307,7,0.42105263157894735,0.3076923076923077,0.6806294878916634,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,other_choice,low_quality,其他选择,6,6,19,19,26,26,0.7307692307692307,7,0.3157894736842105,0.23076923076923078,0.6236548495681085,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,other_choice,normal,其他选择,14,14,19,19,26,26,0.7307692307692307,7,0.7368421052631579,0.5384615384615384,0.5763341277567499,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,other_choice,trivial,其他选择,4,4,19,19,26,26,0.7307692307692307,7,0.21052631578947367,0.15384615384615385,0.5146531654289292,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,3,3,12,12,26,26,0.46153846153846156,14,0.25,0.11538461538461539,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,scope,oos_other,其他范围外,4,4,12,12,26,26,0.46153846153846156,14,0.3333333333333333,0.15384615384615385,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,scope,oos_split_or_multi_level,范围外：错层/多层,5,5,12,12,26,26,0.46153846153846156,14,0.4166666666666667,0.19230769230769232,0.6791932659915257,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,difficulty,low_texture,低纹理,4,4,22,22,26,26,0.8461538461538461,4,0.18181818181818182,0.15384615384615385,0.47413931305783746,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,difficulty,occlusion,遮挡,17,17,22,22,26,26,0.8461538461538461,4,0.7727272727272727,0.6538461538461539,0.535959889216217,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,difficulty,reflection_transparency,反射/透明,1,1,22,22,26,26,0.8461538461538461,4,0.045454545454545456,0.038461538461538464,0.18490739916777568,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,difficulty,seam,全景接缝,2,2,22,22,26,26,0.8461538461538461,4,0.09090909090909091,0.07692307692307693,0.30463609734923813,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,other_choice,low_quality,其他选择,2,2,21,21,26,26,0.8076923076923077,5,0.09523809523809523,0.07692307692307693,0.31449220128141064,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,other_choice,normal,其他选择,18,18,21,21,26,26,0.8076923076923077,5,0.8571428571428571,0.6923076923076923,0.4101163182884091,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,other_choice,trivial,其他选择,4,4,21,21,26,26,0.8076923076923077,5,0.19047619047619047,0.15384615384615385,0.48691270946460224,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,3,3,8,8,26,26,0.3076923076923077,18,0.375,0.11538461538461539,0.6615632381579821,unasserted is retained separately and is not silently coded as explicit negative
P1,manual,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,scope,oos_other,其他范围外,2,2,8,8,26,26,0.3076923076923077,18,0.25,0.07692307692307693,0.5623351446188083,unasserted is retained separately and is not silently coded as explicit negative
