image_id,building,source_split,scene_category,scene_source,selection_display_group,difficulty_tag,difficulty_ordinal,difficulty_status,main_space_raw,main_space_safe,main_space_source,main_space_basis,main_space_human,main_space_human_source,fine_human,fine_ai,doorway,room_id,room_status,floor_boundary,ceiling_boundary,corner_occlusion,connected_space,reflection_glass,low_contrast,floor_boundary_recheck,ceiling_boundary_recheck,corner_occlusion_recheck,connected_space_recheck,reflection_glass_recheck,low_contrast_recheck,resolution_rechecked,main_sleep,main_bathroom,main_kitchen,main_dining,main_living,main_work,main_circulation,main_storage,main_special,main_empty,position_entrance,position_window,position_edge,position_stair_landing,position_shower_interior,position_bath_tub,position_washing,position_mirrored,position_glass,position_fireplace,position_empty,position_shared_focus,main_semantic_key,main_semantic_coarse,main_function_primary,main_function_primary_source,y
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,2t7WUuJeko7,valid,厨房与用餐,早期争议复核导出.user_type,G002,简单,0,labelled,老式炉灶与白色橱柜厨房,老式炉灶与白色橱柜厨房,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐,否,supported_component:2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kitchen,kitchen,kitchen,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY,test,工作与学习,早期争议复核导出.user_type,G178,简单,0,labelled,书房为主,书房为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,工作学习|通行,否,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,work,work,work,explicit first-clause keyword derivation; not human/adjudicated semantics,0
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,test,卫浴,早期争议复核导出.user_type,G184,困难,2,labelled,主浴室为主,主浴室为主,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,wc2JMjhGNzB,test,卫浴,早期争议复核导出.user_type,G202,中等,1,labelled,浴缸与大镜台,浴缸与大镜台,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,test,卧室,早期争议复核导出.user_type,G205,简单,0,labelled,蓝床单卧室,蓝床单卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,wc2JMjhGNzB,test,复合／待定,早期争议复核导出.user_type,G207,简单,0,labelled,空置房间,空置房间,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,empty,empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,test,复合／待定,早期争议复核导出.user_type,G207,简单,0,labelled,空房靠小卫浴门,空房靠小卫浴门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,bathroom+empty,bathroom+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_3a035012369c4eb58295238d946fbc66,wc2JMjhGNzB,test,卧室,早期争议复核导出.user_type,G205,简单,0,labelled,蓝床单卧室床侧,蓝床单卧室床侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,unknown,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_479b5e13d201492086bb3b69be5b124d,wc2JMjhGNzB,test,卫浴,早期争议复核导出.user_type,G202,中等,1,labelled,主卫浴缸中央,主卫浴缸中央,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,test,卫浴,后续41图亲审.current_classification.coarse_type,G202,困难,2,labelled,主卫及其相连通道,主卫及其相连通道,AI_new_spatial_review,new_original,主卫靠衣帽通道,后续41图亲审.current_classification.focus,洗漱、沐浴,卫浴|通行,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bathroom+circulation,bathroom+circulation,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
wc2JMjhGNzB_52ed6a0219e84a0bb6db8037ae700366,wc2JMjhGNzB,test,卧室,早期争议复核导出.user_type,G205,简单,0,labelled,蓝床房书桌侧,蓝床房书桌侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,unknown,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+work,sleep+work,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,test,复合／待定,早期争议复核导出.user_type,G207,简单,0,labelled,空房靠走道门,空房靠走道门,AI_new_spatial_review,carried_visual_record,,未有人工作答,,用途不明,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,unknown,absent,present,present,absent,present,unknown,absent,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,circulation+empty,circulation+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_8e093e32e55c4a5dbf453b5e2bf2b24c,wc2JMjhGNzB,test,无法判断,后续41图亲审.current_classification.coarse_type,G207,简单,0,labelled,空房及衣帽间入口,空房及衣帽间入口,AI_new_spatial_review,new_original,空房及衣帽间入口,后续41图亲审.current_classification.focus,用途未定,储藏家务|用途不明|通行,否,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,present,present,absent,present,present,absent,present,present,absent,present,present,absent,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,storage+empty,storage+empty,empty,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_aeb3199e10354e45a4884bb185c03257,wc2JMjhGNzB,test,卫浴,早期争议复核导出.user_type,G202,中等,1,labelled,主卫浴缸区,主卫浴缸区,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,test,卫浴,早期争议复核导出.user_type,G202,困难,2,labelled,主卫马桶隔间门侧,主卫马桶隔间门侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卫浴,否,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bathroom,bathroom,bathroom,explicit first-clause keyword derivation; not human/adjudicated semantics,2
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,test,卧室,早期争议复核导出.user_type,G205,简单,0,labelled,单张蓝被床卧室,单张蓝被床卧室,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep,sleep,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
wc2JMjhGNzB_e6693f97b36545f7a76e03c3fe32ba8c,wc2JMjhGNzB,test,卧室,早期争议复核导出.user_type,G205,简单,0,labelled,单蓝床房书桌侧,单蓝床房书桌侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,卧室,否,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sleep+work,sleep+work,sleep,explicit first-clause keyword derivation; not human/adjudicated semantics,0
yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,yqstnuAEVhm,test,厨房与用餐,早期争议复核导出.user_type,G237,简单,0,labelled,正式餐厅厨房门侧,正式餐厅厨房门侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,疑似,supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,kitchen+dining,kitchen+dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,yqstnuAEVhm,test,厨房与用餐,早期争议复核导出.user_type,G237,简单,0,labelled,正式餐厅陈列墙侧,正式餐厅陈列墙侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,yqstnuAEVhm,test,厨房与用餐,早期争议复核导出.user_type,G237,简单,0,labelled,正式餐厅窗边,正式餐厅窗边,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,test,厨房与用餐,早期争议复核导出.user_type,G237,简单,0,labelled,正式餐厅展示柜侧,正式餐厅展示柜侧,AI_new_spatial_review,carried_visual_record,,未有人工作答,,厨房|用餐|起居休闲,否,supported_component:yqstnuAEVhm_19e4188fa39244378481dcdb18c42dbe,overlap_with_pending_or_unsupported,partial,present,present,present,present,absent,partial,present,present,present,present,absent,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dining,dining,dining,explicit first-clause keyword derivation; not human/adjudicated semantics,0
