condition,building,family,qualified_workers,requested_groups,actual_groups,singleton_types,status
manual,uNb9QFRL6hY,B,24,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,B,24,10,10,3,fitted_exploratory
manual,uNb9QFRL6hY,B,24,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,B,24,12,12,6,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,4,4,1,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,5,5,1,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,6,6,2,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,7,7,2,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,9,9,2,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,10,10,3,fitted_exploratory
manual,uNb9QFRL6hY,QT,23,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,5,5,1,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,6,6,2,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,7,7,2,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,10,10,4,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,QS,24,12,12,4,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,6,6,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,7,7,0,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,8,8,1,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,9,9,2,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,10,10,2,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,11,11,3,fitted_exploratory
manual,uNb9QFRL6hY,QB,24,12,12,5,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,5,5,1,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,8,8,1,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,10,10,4,fitted_exploratory
manual,uNb9QFRL6hY,TS,23,11,11,5,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,10,10,3,fitted_exploratory
manual,uNb9QFRL6hY,TB,23,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,7,7,2,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,10,10,3,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,11,11,3,fitted_exploratory
manual,uNb9QFRL6hY,SB,24,12,12,5,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,10,10,5,fitted_exploratory
manual,uNb9QFRL6hY,QTS,23,11,11,5,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,5,5,1,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,10,10,4,fitted_exploratory
manual,uNb9QFRL6hY,QTB,23,11,11,5,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,9,9,4,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,10,10,4,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,QSB,24,12,12,5,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,6,6,0,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,8,8,1,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,9,9,1,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,10,10,3,fitted_exploratory
manual,uNb9QFRL6hY,TSB,23,11,11,4,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,5,5,0,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,6,6,0,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,8,8,1,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,9,9,1,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,10,10,1,fitted_exploratory
manual,uNb9QFRL6hY,QTSB,23,11,11,3,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,2,2,0,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,3,3,0,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,4,4,0,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,5,5,1,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,6,6,1,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,7,7,1,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,8,8,2,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,9,9,3,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,10,10,4,fitted_exploratory
manual,uNb9QFRL6hY,quality_time_edit,23,11,11,5,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,5,5,1,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,7,7,2,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,8,8,4,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,9,9,4,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,10,10,4,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,Q,24,12,12,6,fitted_exploratory
manual,wc2JMjhGNzB,T,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,T,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,T,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,T,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,T,23,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,T,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,T,23,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,T,23,9,9,3,fitted_exploratory
manual,wc2JMjhGNzB,T,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,T,23,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,S,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,S,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,S,24,4,4,1,fitted_exploratory
manual,wc2JMjhGNzB,S,24,5,5,1,fitted_exploratory
manual,wc2JMjhGNzB,S,24,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,S,24,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,S,24,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,S,24,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,S,24,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,S,24,11,11,3,fitted_exploratory
manual,wc2JMjhGNzB,S,24,12,12,4,fitted_exploratory
manual,wc2JMjhGNzB,B,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,B,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,B,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,B,24,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,B,24,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,B,24,7,7,2,fitted_exploratory
manual,wc2JMjhGNzB,B,24,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,B,24,9,9,3,fitted_exploratory
manual,wc2JMjhGNzB,B,24,10,10,4,fitted_exploratory
manual,wc2JMjhGNzB,B,24,11,11,5,fitted_exploratory
manual,wc2JMjhGNzB,B,24,12,12,6,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,5,5,1,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,6,6,2,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,7,7,2,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,QT,23,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,7,7,2,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,9,9,3,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,10,10,4,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,QS,24,12,12,6,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,7,7,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,8,8,0,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,9,9,1,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,10,10,2,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,11,11,3,fitted_exploratory
manual,wc2JMjhGNzB,QB,24,12,12,5,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,5,5,1,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,9,9,3,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,TS,23,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,TB,23,11,11,4,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,11,11,5,fitted_exploratory
manual,wc2JMjhGNzB,SB,24,12,12,7,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,6,6,1,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,7,7,2,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,8,8,3,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,9,9,3,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,QTS,23,11,11,5,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,10,10,2,fitted_exploratory
manual,wc2JMjhGNzB,QTB,23,11,11,3,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,11,11,5,fitted_exploratory
manual,wc2JMjhGNzB,QSB,24,12,12,7,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,10,10,2,fitted_exploratory
manual,wc2JMjhGNzB,TSB,23,11,11,2,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,8,8,1,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,9,9,1,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,10,10,2,fitted_exploratory
manual,wc2JMjhGNzB,QTSB,23,11,11,2,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,2,2,0,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,3,3,0,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,4,4,0,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,5,5,0,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,6,6,0,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,7,7,1,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,8,8,2,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,9,9,2,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,10,10,3,fitted_exploratory
manual,wc2JMjhGNzB,quality_time_edit,23,11,11,4,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,5,5,0,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,6,6,1,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,7,7,1,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,8,8,2,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,9,9,2,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,10,10,4,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,11,11,5,fitted_exploratory
manual,x8F5xyUWy9e,Q,24,12,12,7,fitted_exploratory
manual,x8F5xyUWy9e,T,23,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,T,23,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,T,23,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,T,23,5,5,1,fitted_exploratory
manual,x8F5xyUWy9e,T,23,6,6,1,fitted_exploratory
manual,x8F5xyUWy9e,T,23,7,7,1,fitted_exploratory
manual,x8F5xyUWy9e,T,23,8,8,1,fitted_exploratory
manual,x8F5xyUWy9e,T,23,9,9,2,fitted_exploratory
manual,x8F5xyUWy9e,T,23,10,10,2,fitted_exploratory
manual,x8F5xyUWy9e,T,23,11,11,3,fitted_exploratory
manual,x8F5xyUWy9e,S,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,S,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,S,24,4,4,1,fitted_exploratory
manual,x8F5xyUWy9e,S,24,5,5,1,fitted_exploratory
manual,x8F5xyUWy9e,S,24,6,6,1,fitted_exploratory
manual,x8F5xyUWy9e,S,24,7,7,1,fitted_exploratory
manual,x8F5xyUWy9e,S,24,8,8,1,fitted_exploratory
manual,x8F5xyUWy9e,S,24,9,9,2,fitted_exploratory
manual,x8F5xyUWy9e,S,24,10,10,3,fitted_exploratory
manual,x8F5xyUWy9e,S,24,11,11,3,fitted_exploratory
manual,x8F5xyUWy9e,S,24,12,12,4,fitted_exploratory
manual,x8F5xyUWy9e,B,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,B,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,B,24,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,B,24,5,5,0,fitted_exploratory
manual,x8F5xyUWy9e,B,24,6,6,0,fitted_exploratory
manual,x8F5xyUWy9e,B,24,7,7,1,fitted_exploratory
manual,x8F5xyUWy9e,B,24,8,8,3,fitted_exploratory
manual,x8F5xyUWy9e,B,24,9,9,3,fitted_exploratory
manual,x8F5xyUWy9e,B,24,10,10,5,fitted_exploratory
manual,x8F5xyUWy9e,B,24,11,11,5,fitted_exploratory
manual,x8F5xyUWy9e,B,24,12,12,5,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,5,5,1,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,6,6,2,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,7,7,2,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,8,8,2,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,9,9,2,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,10,10,2,fitted_exploratory
manual,x8F5xyUWy9e,QT,23,11,11,3,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,5,5,0,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,6,6,1,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,7,7,2,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,8,8,2,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,9,9,3,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,10,10,3,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,11,11,4,fitted_exploratory
manual,x8F5xyUWy9e,QS,24,12,12,5,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,5,5,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,6,6,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,7,7,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,8,8,0,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,9,9,1,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,10,10,2,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,11,11,4,fitted_exploratory
manual,x8F5xyUWy9e,QB,24,12,12,5,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,5,5,1,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,6,6,1,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,7,7,1,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,8,8,1,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,9,9,3,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,10,10,4,fitted_exploratory
manual,x8F5xyUWy9e,TS,23,11,11,4,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,5,5,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,6,6,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,7,7,0,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,8,8,1,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,9,9,2,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,10,10,3,fitted_exploratory
manual,x8F5xyUWy9e,TB,23,11,11,4,fitted_exploratory
manual,x8F5xyUWy9e,SB,24,2,2,0,fitted_exploratory
manual,x8F5xyUWy9e,SB,24,3,3,0,fitted_exploratory
manual,x8F5xyUWy9e,SB,24,4,4,0,fitted_exploratory
manual,x8F5xyUWy9e,SB,24,5,5,0,fitted_exploratory
