stage,language_cohort,project_id,runtime_task_id,base_task_id,worker_id,raw_annotation_id,canonical_annotation_id,reconciliation_status,duplicate_geometry_type,raw_result_sha256,runtime_export_path,runtime_export_sha256,diagnostic_pre_stage3,development_only,scientific_conclusion_prohibited,formal_profile_frozen,reviewer_policy_frozen,main_launch_authorized
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,13,3338,a816c1bfd2071c13,canonical_selected,single,4d736246459d260b0a7051e0b70eac4153064e48830ecd59c82ff925923807d2,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,17,3392,80a4655a847e5a65,canonical_selected,single,0258d39b37a3491f027a24d7bd26a943f86010e64ca204b9e2878aa471b55d93,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,12,3441,e5bc692f352587c0,canonical_selected,single,5195999cdbbf7d3c7d79ebecbf8c1a2ca959a1fc03f8f5f965d213753990ab64,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,8,3489,5420c60e81d14ca8,canonical_selected,single,df1395cbfcc820bde1c28d58eb55ce01417c17ac80a891d7ea30230a663dfced,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,11,3602,f2652a9524294607,canonical_selected,single,571dc0b4943204c0418c25d41216c1a426aae5f342b1909b401db65c80e4edc8,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,21,3684,31d3caf93d1b2b79,canonical_selected,single,571dc0b4943204c0418c25d41216c1a426aae5f342b1909b401db65c80e4edc8,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,18,4100,ba0a6f3ed5f52a3c,canonical_selected,single,091ad308e67d8113c34746975653b41c0f1bfd1140281d929a22c05595bd3471,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,19,4651,4df5538f7a6d52ec,canonical_selected,single,250a86c1815a64aa667e70bb2ed92fe37175ffafe73ac0d3a89e9be7a3a4541e,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3089,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,1,4801,07c99b913f352934,canonical_selected,single,c18662588c419b720adc6978b141f3d9d0c8aad43c12c353e87d8cd72a7a1ef5,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,10,3179,77b417099208b338,canonical_selected,single,9db8bc701cf618704e6d9fe5c1ac5db5eaf11fbde9111dc92d24c8b6de43b25c,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,14,3233,4e5ccdb484e7a3e8,canonical_selected,single,f8c1f76d385f75b8ca0cc4b1d674184f7f6d30471e989f047974f2f7a82c7ce7,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,15,3251,ef6aed7c0e434e1f,canonical_selected,single,1dba5121209e81403fe255fc0874907bd69f3e3004442e8533e88964b8c885f0,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,6,3282,e27edeeb62e1436c,canonical_selected,single,1dba5121209e81403fe255fc0874907bd69f3e3004442e8533e88964b8c885f0,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,13,3339,1fc40a12c31384b6,canonical_selected,single,1dba5121209e81403fe255fc0874907bd69f3e3004442e8533e88964b8c885f0,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,17,3393,8f824b27f655df1a,canonical_selected,single,726dd2d33092ecd0db3a589c088d8bc0d7bcd164babe848a9ca3e2fee78e1e35,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,12,3442,3ad402df64a0a96d,canonical_selected,single,500b12146a593e0e637bd0334531c6f3152406cd36a594c67984beeb9dc82078,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,8,3490,6787669990caab70,canonical_selected,single,a75e8f9b56aaefc38bade3127648395a5e1148148d0b4eaf8174b87b27d04da7,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,11,3603,1b768d94b7e12113,canonical_selected,single,0409d6c7bf130adc04806f6d1f541e29c029a8dabadc6cd3fdbde6b53fa61e49,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,21,3685,cd71311dec667852,canonical_selected,single,0409d6c7bf130adc04806f6d1f541e29c029a8dabadc6cd3fdbde6b53fa61e49,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,18,4232,c2a00471a2bfd23a,canonical_selected,single,1b3eb96e40aad9512172d0690042f993e4fa2d7bbf8eea9b19ad2de511740d03,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,19,4652,e6a0eb46590e0a1f,canonical_selected,single,90cb042400ecd7177f91018ddbf21a572bfb436232ad056ff8c9c802b353a076,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,2,4741,4d8dc2ea8c102fb8,canonical_selected,single,ae15957a5da356e8090b243dd14cab604fa54d7bafdf2446e0b6bc94516a0856,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3090,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,1,4802,bf873396ed958402,canonical_selected,single,5c8aff603e23210d7ceb7e735f7eb9faa49817ed2d4656b5307c7415e51630da,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,10,3180,015eb3a11d385beb,canonical_selected,single,51748dff3cdd4497870042b45a471bfc8e71bba81fd445833438cca7cf108afa,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,14,3234,2ddd59e9074da236,canonical_selected,single,c3907679019972394f0c364ed968fa73dbc4aa553992e479d019673a1b945858,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,15,3252,cfd33fbb5c8bf163,canonical_selected,single,b16911f7c2c28b9bdac3c7935095a4c4345b9ce8063902ec911faef59bd35bef,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,6,3283,40b246a8dea46c2b,canonical_selected,single,241b13ba0eca27a9d10d79520fb0ffc630a5fc6183513209045ea9c97a8f112a,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,13,3340,cf8c72d40aebde80,canonical_selected,single,898e51beb98c0f7066fc6ac464909fe9a8c6c7cb09df6aec8963b5b00b81ac32,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,17,3394,3d1c6d9fda198b1b,canonical_selected,single,15f7b24a9d2265f86fd642d98b706ab65bcdc58d05b3d03b9516ac1b2ea6e516,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,12,3443,0cf173b561edfc6a,canonical_selected,single,7a229a775c037f98ac34654436a06a5e474dfb65371b9c4083072c6f28358e81,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,8,3491,d6f4f78440cb4051,canonical_selected,single,f49a5c07bde85fbf5f482d52e67c98e5aa62035f6f38d252e9bc884a8c5af619,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,11,3604,fe93307d35a838b2,canonical_selected,single,18bad0d2e0c1a221f6cb925fe808309cbeada5e2aec4b067cb0588572d39ccfd,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,21,3686,7421f0b4dc5a2392,canonical_selected,single,18bad0d2e0c1a221f6cb925fe808309cbeada5e2aec4b067cb0588572d39ccfd,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,18,4233,29517242559725c8,canonical_selected,single,7f7e4bfc32c7d4db123cc5f5a0b772054eefe159a3474f436c3630d2aaded884,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,19,4653,4458a918ee34e06b,canonical_selected,single,18bad0d2e0c1a221f6cb925fe808309cbeada5e2aec4b067cb0588572d39ccfd,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,2,4742,1eafece38b9de737,canonical_selected,single,d9362b1d044662726644d0acdf37678782ac51f180948c1d751c0ffae007bbb2,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3091,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,1,4803,ad4a6fc8603c57c5,canonical_selected,single,d136d1a2d6413c8bc87b8423e2fe90479bcc9a80654878705c78b0f69ca25a94,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,10,3181,21dc98163be065c0,canonical_selected,single,39e25b03017842f4a255c3775704b36b4ab7988834039f44240166df068bd762,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,14,3235,7c839cd20c00cf4d,canonical_selected,single,255e816183b8e3477ea768393eeaf71dca0ace3f6fd2351252e6942da85f36bd,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,15,3253,59a06a020567d554,canonical_selected,single,8b00685ca8a06702ac69288abd629dc008f2e558afee7d75337a9c6a1f949ee3,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,6,3284,932e34e76a7b2bd3,canonical_selected,single,a68a690acf60b0694a22ba1020eff06082e306280d6f004601355372e67e6f9a,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,17,3395,09357be7fb68e08a,canonical_selected,single,95569f4c9637305eb56bda4c6ef84d244c79033372883b10cdb42daa845dc091,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,12,3444,e7ac757b87291eaa,canonical_selected,single,e9ceccd61beef224c415699f4c181cb85459712079d895d4a17170e99ec2c38a,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,8,3492,d90afb940106a139,canonical_selected,single,c93eb02e264d3169253c78d6163950e20c02caacd28ab1e73aa1199bfdd4a12b,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,11,3605,6c4eb5c014ae5538,canonical_selected,single,ecd293f3c9d70666612ac7a57b14f4d2138ead176bd3587f690310f8b1f0d4a8,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,21,3687,726df974bcd4c84b,canonical_selected,single,f52d524ccacfbda63ee2be0e18d756bae3e77e46de86582d08f218e95124b650,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,13,3726,a5152b786b6b4257,canonical_selected,single,ecd77aa1fd219b07692568a6b4eb12b6e3d5091a020b39eec13d36cb61baf850,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,18,4234,98eadb4d0d25287d,canonical_selected,single,440c844aa14c48bae1b0bc7d6a31f8f2f2cf4326f8655f204bd61f58cb17e061,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,19,4654,21917165006a2616,canonical_selected,single,8b632c90552ec3ba2510e293148d7cad69722aa5e3205e01c6110907acff3b97,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,2,4743,185f571fb1f1fa61,canonical_selected,single,0f090f70c4e4de7390a92ad6c1dfe716499cc0365734af6d6a42a20bf947ae90,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3092,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,1,4804,8ded0001dfe26e8d,canonical_selected,single,7a1b70e998b26335282acf86ce2702a1ae0ac2195a2b2dce34da5309a4662b46,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,10,3182,62376c3351699bc6,canonical_selected,single,0cd4eabfb3b9a9e3b266c53a51c510e879c6d79ebd6306f49e0639d9286dcc01,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,14,3236,c9609d6092bb0730,canonical_selected,single,da9f5b71b20c53fd5be5ec83a84c113042d7b3c002349b461e43544b4b232589,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,6,3285,1260b5763825ac73,canonical_selected,single,d460de99623a84bf5105069bf946f7896c99bfebadf4c27a353010c39cc9542b,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,13,3341,517e0e79ed73ad98,canonical_selected,single,5cf64386098210179a0423e295c518671e994d26b6a70288dca2f2c0795c9ba1,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,17,3396,db6e2e902a7635ad,canonical_selected,single,80522d42096338982e32f168a195d4cf08415c3591c2d8ad308f8a7dc6e04233,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,12,3445,9ae9084968b32229,canonical_selected,single,51e352f624420c4fef291a866fd45978b75bd9707a8749841fbfe028d273d6b5,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,8,3493,3e32b8564185e9c7,canonical_selected,single,cd7de3af5e12016c4d759f4819c85f6843e92dd8452dc2e32f4426ec02fa226a,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,11,3606,b49eaa7455fb1edf,canonical_selected,single,14cfcc85cc72ef8e6ee1dd5e104fb076dc2b8f66492ca1d057c9ece1e92baf82,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,15,3614,5c8fc29a99324dd7,canonical_selected,single,e2c722245f5225c5040eca30339a88b3a61d2d06e9b21f6604b59077268fdb75,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,21,3688,ffdffd1443b1cef9,canonical_selected,single,e2c722245f5225c5040eca30339a88b3a61d2d06e9b21f6604b59077268fdb75,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
P1,zh,29,3093,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,18,4235,0a435ae2b35d25c7,canonical_selected,single,d74bbfc7580ad093d3364813d2a194c8740b39546f0a3314cd3b9a9e37fc0e63,D:\Work\HOHONET\export_label\stage1_chinese\project-29-at-2026-06-30-09-00-e7ea6931.json,63b34e8adce3790c76f41f1e77302ea926dfdcbb0bc2950f6258a8d90d8ccdd1,true,true,true,false,false,false
