stage,base_task_id,condition,worker_count,annotation_count,source_artifact,source_sha256
C2A-RP-B1,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B1,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,2,2,analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
C2A-RP-B2,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2,2,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,2,2,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,4,4,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,2,2,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,1,1,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,1,1,export_label/c2arp_block2/project-85-at-2026-08-14-08-36-71fffb37.json,711fd7192849a4c466f661026a39e158848b9b2a3420499ff719efa9166b49a1
C2A-RP-B2,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
C2A-RP-B2,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,2,2,export_label/c2arp_block2/project-84-at-2026-08-14-08-36-31615637.json,ed8c8652c7e6c7a2fc35fbd40c085dbcefa68b75f2803c82f7b265be7de98970
P1,3053,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3054,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3055,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3056,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3057,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3058,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3059,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3060,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3061,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3062,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3063,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3064,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3065,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3066,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3067,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3068,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3069,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3070,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3071,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3072,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3073,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3074,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3075,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3076,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3077,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3078,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3079,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3080,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3081,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3082,manual,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3083,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3084,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3085,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3086,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3087,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3088,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3089,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3090,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3091,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3092,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3093,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3094,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3095,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3096,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3097,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3098,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3099,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3100,semi,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3101,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3102,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3103,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3104,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3105,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3106,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3107,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3108,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3109,oos,14,14,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3125,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3126,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3127,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3128,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3129,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3130,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3131,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3132,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3133,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3134,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3135,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3136,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3137,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3138,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3139,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3140,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3141,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3142,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3143,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3144,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3145,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3146,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3147,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3148,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3149,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3150,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3151,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3152,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3153,manual,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3154,manual,11,11,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3155,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3156,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3157,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3158,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3159,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3160,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3161,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3162,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3163,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3164,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3165,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3166,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3167,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3168,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
P1,3169,semi,12,12,analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
