source_partition_row,source_partition_version,image_id,raw_stage,condition,cluster_rank,raw_representative_id,canonical_annotation_id,mapping_status,use_scope
154,legacy213,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
155,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2-B,manual,1,356ed9fcc445e03fdd8d,356ed9fcc445e03fdd8d,matched,legacy213_partition_only_not_representative_of_extended73
155,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2-B,manual,2,6782746f124fb6840c57,6782746f124fb6840c57,matched,legacy213_partition_only_not_representative_of_extended73
156,legacy213,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,C2-B,manual,1,2b8c21bbedfb62f34a49,2b8c21bbedfb62f34a49,matched,legacy213_partition_only_not_representative_of_extended73
156,legacy213,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
157,legacy213,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,C2-B,manual,1,95625df034393995804f,95625df034393995804f,matched,legacy213_partition_only_not_representative_of_extended73
157,legacy213,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
158,legacy213,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,C2-B,manual,1,3bc3d2c6ec733d6d5152,3bc3d2c6ec733d6d5152,matched,legacy213_partition_only_not_representative_of_extended73
158,legacy213,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
159,legacy213,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,C2-B,manual,1,689916ee7ab74788c194,689916ee7ab74788c194,matched,legacy213_partition_only_not_representative_of_extended73
159,legacy213,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,C2-B,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
160,legacy213,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,C2A-RP-B1,manual,1,3651a92290f6ddca5577,3651a92290f6ddca5577,matched,legacy213_partition_only_not_representative_of_extended73
160,legacy213,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
161,legacy213,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,C2A-RP-B1,manual,1,8bdb2a37829bea126cde,8bdb2a37829bea126cde,matched,legacy213_partition_only_not_representative_of_extended73
161,legacy213,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
162,legacy213,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,C2A-RP-B1,manual,1,8768c3642fee588c06f4,8768c3642fee588c06f4,matched,legacy213_partition_only_not_representative_of_extended73
162,legacy213,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
163,legacy213,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,C2A-RP-B1,manual,1,72c13a6178d8de165b2b,72c13a6178d8de165b2b,matched,legacy213_partition_only_not_representative_of_extended73
163,legacy213,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
164,legacy213,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,C2A-RP-B1,manual,1,40c7e453f4819038ad62,40c7e453f4819038ad62,matched,legacy213_partition_only_not_representative_of_extended73
164,legacy213,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
165,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2A-RP-B1,manual,1,a529ac26f739576c2616,a529ac26f739576c2616,matched,legacy213_partition_only_not_representative_of_extended73
165,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
166,legacy213,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,C2A-RP-B1,manual,1,e1491370f166c6c5a7d6,e1491370f166c6c5a7d6,matched,legacy213_partition_only_not_representative_of_extended73
166,legacy213,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,C2A-RP-B1,manual,2,0fce729d57cd25ee8f7c,0fce729d57cd25ee8f7c,matched,legacy213_partition_only_not_representative_of_extended73
167,legacy213,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,C2A-RP-B1,manual,1,32303e1226bb8c059165,32303e1226bb8c059165,matched,legacy213_partition_only_not_representative_of_extended73
167,legacy213,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,C2A-RP-B1,manual,2,2926abff9dbf4e375b92,2926abff9dbf4e375b92,matched,legacy213_partition_only_not_representative_of_extended73
168,legacy213,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,C2A-RP-B1,manual,1,f562e6b9f3dd0f546812,f562e6b9f3dd0f546812,matched,legacy213_partition_only_not_representative_of_extended73
168,legacy213,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
169,legacy213,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,C2A-RP-B1,manual,1,2194b610ab3f6d48b3fe,2194b610ab3f6d48b3fe,matched,legacy213_partition_only_not_representative_of_extended73
169,legacy213,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
170,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2A-RP-B1,manual,1,a431c68f99235de30da3,a431c68f99235de30da3,matched,legacy213_partition_only_not_representative_of_extended73
170,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
171,legacy213,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,C2A-RP-B1,manual,1,44c73224857604910e05,44c73224857604910e05,matched,legacy213_partition_only_not_representative_of_extended73
171,legacy213,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
172,legacy213,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,C2A-RP-B1,manual,1,d28639fd7c1c8d01c280,d28639fd7c1c8d01c280,matched,legacy213_partition_only_not_representative_of_extended73
172,legacy213,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
173,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2A-RP-B1,manual,1,e92320c34035fa738fcd,e92320c34035fa738fcd,matched,legacy213_partition_only_not_representative_of_extended73
173,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
174,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2A-RP-B1,manual,1,adb6425249fda2c7f4fb,adb6425249fda2c7f4fb,matched,legacy213_partition_only_not_representative_of_extended73
174,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
175,legacy213,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,C2A-RP-B1,manual,1,f8c20f06811c7321e708,f8c20f06811c7321e708,matched,legacy213_partition_only_not_representative_of_extended73
175,legacy213,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
176,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2A-RP-B1,manual,1,56a766b95bd23e61232e,56a766b95bd23e61232e,matched,legacy213_partition_only_not_representative_of_extended73
176,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
177,legacy213,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,C2A-RP-B1,manual,1,92407a16ffcb520b2e41,92407a16ffcb520b2e41,matched,legacy213_partition_only_not_representative_of_extended73
177,legacy213,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
178,legacy213,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,C2A-RP-B1,manual,1,e9ce7b4a420c89e79e68,e9ce7b4a420c89e79e68,matched,legacy213_partition_only_not_representative_of_extended73
178,legacy213,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
179,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2A-RP-B1,manual,1,6d71defb42ff13413fb3,6d71defb42ff13413fb3,matched,legacy213_partition_only_not_representative_of_extended73
179,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
180,legacy213,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,C2A-RP-B1,manual,1,d782001d4fc8ead022db,d782001d4fc8ead022db,matched,legacy213_partition_only_not_representative_of_extended73
180,legacy213,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
181,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2A-RP-B1,manual,1,3bb435208d6ac7f802e0,3bb435208d6ac7f802e0,matched,legacy213_partition_only_not_representative_of_extended73
181,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2A-RP-B1,manual,2,cfed132b0fc918765220,cfed132b0fc918765220,matched,legacy213_partition_only_not_representative_of_extended73
182,legacy213,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,C2A-RP-B1,manual,1,fed448617a25d8c8e1a4,fed448617a25d8c8e1a4,matched,legacy213_partition_only_not_representative_of_extended73
182,legacy213,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
183,legacy213,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,C2A-RP-B1,manual,1,7b7850ca77d4e6921006,7b7850ca77d4e6921006,matched,legacy213_partition_only_not_representative_of_extended73
183,legacy213,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
184,legacy213,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,C2A-RP-B1,manual,1,4f1effa8aeec2f6ca224,4f1effa8aeec2f6ca224,matched,legacy213_partition_only_not_representative_of_extended73
184,legacy213,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
185,legacy213,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,C2A-RP-B1,manual,1,970482034011870740d6,970482034011870740d6,matched,legacy213_partition_only_not_representative_of_extended73
185,legacy213,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,C2A-RP-B1,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
186,legacy213,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,C2A-RP-B1,manual,1,0671823b060edef4c4ef,0671823b060edef4c4ef,matched,legacy213_partition_only_not_representative_of_extended73
186,legacy213,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,C2A-RP-B1,manual,2,b0b172b4994b226c45a4,b0b172b4994b226c45a4,matched,legacy213_partition_only_not_representative_of_extended73
187,legacy213,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,C2A-RP-B1,manual,1,fdc854f0d4dc7acc11b0,fdc854f0d4dc7acc11b0,matched,legacy213_partition_only_not_representative_of_extended73
187,legacy213,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,C2A-RP-B1,manual,2,5e9e9d9845545debf1db,5e9e9d9845545debf1db,matched,legacy213_partition_only_not_representative_of_extended73
188,legacy213,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,C2A-RP-B2,manual,1,block2-84-6816,b7ad646fe3dc3b0d378e,matched,legacy213_partition_only_not_representative_of_extended73
188,legacy213,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
189,legacy213,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,C2A-RP-B2,manual,1,block2-85-6788,06925f70038be9cf6628,matched,legacy213_partition_only_not_representative_of_extended73
189,legacy213,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
190,legacy213,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,C2A-RP-B2,manual,1,block2-84-6804,4283c99baaf5b8a1dd84,matched,legacy213_partition_only_not_representative_of_extended73
190,legacy213,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
191,legacy213,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,C2A-RP-B2,manual,1,block2-85-6797,9d1304afc9e057789d7d,matched,legacy213_partition_only_not_representative_of_extended73
191,legacy213,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
192,legacy213,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,C2A-RP-B2,manual,1,block2-84-6806,334704a94606039f12ae,matched,legacy213_partition_only_not_representative_of_extended73
192,legacy213,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
193,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2A-RP-B2,manual,1,block2-85-6789,4b65c7d12eb6fbf42766,matched,legacy213_partition_only_not_representative_of_extended73
193,legacy213,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,C2A-RP-B2,manual,2,block2-84-6807,fde166d2581c8aac76c1,matched,legacy213_partition_only_not_representative_of_extended73
194,legacy213,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,C2A-RP-B2,manual,1,block2-84-6805,5a1675b140813058a047,matched,legacy213_partition_only_not_representative_of_extended73
194,legacy213,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
195,legacy213,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,C2A-RP-B2,manual,1,block2-85-6820,5e77afb1f8aac4686acd,matched,legacy213_partition_only_not_representative_of_extended73
195,legacy213,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
196,legacy213,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,C2A-RP-B2,manual,1,block2-84-6790,a30e02fd0513af9a5abf,matched,legacy213_partition_only_not_representative_of_extended73
196,legacy213,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
197,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2A-RP-B2,manual,1,block2-84-6795,dbdc83a7c9f53399480c,matched,legacy213_partition_only_not_representative_of_extended73
197,legacy213,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
198,legacy213,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,C2A-RP-B2,manual,1,block2-84-6819,a3709a952b322a61cade,matched,legacy213_partition_only_not_representative_of_extended73
198,legacy213,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
199,legacy213,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,C2A-RP-B2,manual,1,block2-84-6824,53a31503b6f3890f4f96,matched,legacy213_partition_only_not_representative_of_extended73
199,legacy213,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
200,legacy213,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,C2A-RP-B2,manual,1,block2-85-6809,0c56e112d664032f094e,matched,legacy213_partition_only_not_representative_of_extended73
200,legacy213,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,C2A-RP-B2,manual,2,block2-84-6815,ff75edbb9a2428a853e3,matched,legacy213_partition_only_not_representative_of_extended73
201,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2A-RP-B2,manual,1,block2-85-6801,f9644fa62fdb22170582,matched,legacy213_partition_only_not_representative_of_extended73
201,legacy213,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
202,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2A-RP-B2,manual,1,block2-84-6812,f178c36ff75fc890f24f,matched,legacy213_partition_only_not_representative_of_extended73
202,legacy213,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
203,legacy213,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,C2A-RP-B2,manual,1,block2-85-6792,7edbb89c5ca977b132d0,matched,legacy213_partition_only_not_representative_of_extended73
203,legacy213,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
204,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2A-RP-B2,manual,1,block2-85-6786,d229ebc66bef1a22b980,matched,legacy213_partition_only_not_representative_of_extended73
204,legacy213,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
205,legacy213,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,C2A-RP-B2,manual,1,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
205,legacy213,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
206,legacy213,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,C2A-RP-B2,manual,1,block2-85-6808,064762401b987f7b06e1,matched,legacy213_partition_only_not_representative_of_extended73
206,legacy213,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
207,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2A-RP-B2,manual,1,block2-84-6825,fd25cbb84b15d307427f,matched,legacy213_partition_only_not_representative_of_extended73
207,legacy213,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
208,legacy213,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,C2A-RP-B2,manual,1,block2-84-6794,b42da87603a316cd9f46,matched,legacy213_partition_only_not_representative_of_extended73
208,legacy213,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
209,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2A-RP-B2,manual,1,block2-84-6813,903ad950938729076842,matched,legacy213_partition_only_not_representative_of_extended73
209,legacy213,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,C2A-RP-B2,manual,2,block2-85-6793,ed0dcc14c4c690d68ad7,matched,legacy213_partition_only_not_representative_of_extended73
210,legacy213,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,C2A-RP-B2,manual,1,block2-84-6814,d4c32c0ed0a64d300a38,matched,legacy213_partition_only_not_representative_of_extended73
210,legacy213,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
211,legacy213,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,C2A-RP-B2,manual,1,block2-85-6796,81bfd158686f83829611,matched,legacy213_partition_only_not_representative_of_extended73
211,legacy213,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
212,legacy213,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,C2A-RP-B2,manual,1,block2-85-6787,b72249536e83d816fe1f,matched,legacy213_partition_only_not_representative_of_extended73
212,legacy213,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
213,legacy213,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,C2A-RP-B2,manual,1,block2-85-6822,9d63775d8e3275770d76,matched,legacy213_partition_only_not_representative_of_extended73
213,legacy213,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
214,legacy213,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,C2A-RP-B2,manual,1,block2-84-6791,5da8421414d215c9e3b4,matched,legacy213_partition_only_not_representative_of_extended73
214,legacy213,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,C2A-RP-B2,manual,2,not_identifiable,,source_not_identifiable,legacy213_partition_only_not_representative_of_extended73
