image_id,condition,cut,n,mode,point_count,mode_people,workers,canonical_ids,expected_first_seen_k,expected_second_support_k,has_other_same_point_mode,singleton
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,2,8,1,W035,cac4132e7e982035,12.5,,True,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,3,8,1,W031,b27dbae0e7fd539e,12.5,,True,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,4,8,17,W002;W008;W010;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W032;W033;W036;W037,d484f67bf0c8f4a0;2bc96fab1ff93d70;c6aab23ad555a26a;2825aeb1a068148f;e6717fa426739388;2e3f4f6ed162d0e2;e5e3026eeba1e6af;e7c3756600686848;cace603eaaae4c0b;1158b393b32f7279;589eff1064d05701;ad54d90129a2f0b8;137c140ca55fe56a;9ec8f4568a452459;bab7d65b25166218;8f70d25e188c2a5b;cf8e133e4c20ed7f,1.38888888889,2.77777777778,True,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,5,8,1,W012,e00297d47bfd5498,12.5,,True,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,6,8,1,W034,817c68743cb43e21,12.5,,True,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,7,10,2,W006;W011,d0df2148541db2cf;293c9fb9a238349a,8.33333333333,16.6666666667,False,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,24,1,8,3,W001;W031;W035,37cd228e6a030988;b27dbae0e7fd539e;cac4132e7e982035,6.25,12.5,True,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,24,2,8,18,W002;W008;W010;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W032;W033;W036;W037,d484f67bf0c8f4a0;2bc96fab1ff93d70;c6aab23ad555a26a;e00297d47bfd5498;2825aeb1a068148f;e6717fa426739388;2e3f4f6ed162d0e2;e5e3026eeba1e6af;e7c3756600686848;cace603eaaae4c0b;1158b393b32f7279;589eff1064d05701;ad54d90129a2f0b8;137c140ca55fe56a;9ec8f4568a452459;bab7d65b25166218;8f70d25e188c2a5b;cf8e133e4c20ed7f,1.31578947368,2.63157894737,True,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,24,3,8,1,W034,817c68743cb43e21,12.5,,True,True
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,24,4,10,2,W006;W011,d0df2148541db2cf;293c9fb9a238349a,8.33333333333,16.6666666667,False,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.2,24,1,8,22,W001;W002;W008;W010;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,37cd228e6a030988;d484f67bf0c8f4a0;2bc96fab1ff93d70;c6aab23ad555a26a;e00297d47bfd5498;2825aeb1a068148f;e6717fa426739388;2e3f4f6ed162d0e2;e5e3026eeba1e6af;e7c3756600686848;cace603eaaae4c0b;1158b393b32f7279;589eff1064d05701;ad54d90129a2f0b8;137c140ca55fe56a;b27dbae0e7fd539e;9ec8f4568a452459;bab7d65b25166218;817c68743cb43e21;cac4132e7e982035;8f70d25e188c2a5b;cf8e133e4c20ed7f,1.08695652174,2.17391304348,False,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.2,24,2,10,2,W006;W011,d0df2148541db2cf;293c9fb9a238349a,8.33333333333,16.6666666667,False,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.05,5,1,8,3,W027;W030;W033,cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;51a6919e74648167a773,1.5,3,True,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.05,5,2,8,1,W032,5010682cb541531f7457,3,,True,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.05,5,3,10,1,W012,ac643d623a147394d526,3,,False,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.1,5,1,8,4,W027;W030;W032;W033,cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;5010682cb541531f7457;51a6919e74648167a773,1.2,2.4,False,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.1,5,2,10,1,W012,ac643d623a147394d526,3,,False,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.2,5,1,8,4,W027;W030;W032;W033,cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;5010682cb541531f7457;51a6919e74648167a773,1.2,2.4,False,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.2,5,2,10,1,W012,ac643d623a147394d526,3,,False,True
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.05,3,1,8,3,W017;W018;W034,fc425478750be6dafff3;23a4dc31709381a1de36;2ed8f62e5ffefe42fff7,1,2,False,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.1,3,1,8,3,W017;W018;W034,fc425478750be6dafff3;23a4dc31709381a1de36;2ed8f62e5ffefe42fff7,1,2,False,False
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.2,3,1,8,3,W017;W018;W034,fc425478750be6dafff3;23a4dc31709381a1de36;2ed8f62e5ffefe42fff7,1,2,False,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,1,8,8,W006;W008;W013;W014;W028;W033;W034;W035,9255dadcdf79c909;087627a67194bafe;012915d009824af0;85ba1d16d74efa67;b09742748a808617;28e01bd0877270ca;0b86a50130fd298a;94f15108f5d9ac14,2.77777777778,5.55555555556,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,2,8,2,W017;W031,25e8f7f37f87cc75;403ee2ee4d1242bd,8.33333333333,16.6666666667,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,3,8,11,W002;W010;W015;W018;W021;W027;W029;W030;W032;W036;W037,9b8003c65abc4837;405e6e45af7f5c6b;b1c252a830c50fb3;ed042c9ccaa850e3;add755f9c7c57766;fd7793b6709c8db9;28388a75252778c7;aa829dfff6bee382;ba630f16a9639561;63f4a9a7ba3739c1;b6dc5d3075742a91,2.08333333333,4.16666666667,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,4,8,1,W011,5b7f902df4c57cd4,12.5,,True,True
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,5,8,1,W001,61f905607ceffa7f,12.5,,True,True
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,6,8,1,W012,03dae7081bc7d6bb,12.5,,True,True
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.1,24,1,8,22,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,9b8003c65abc4837;9255dadcdf79c909;087627a67194bafe;405e6e45af7f5c6b;5b7f902df4c57cd4;012915d009824af0;85ba1d16d74efa67;b1c252a830c50fb3;25e8f7f37f87cc75;ed042c9ccaa850e3;add755f9c7c57766;fd7793b6709c8db9;b09742748a808617;28388a75252778c7;aa829dfff6bee382;403ee2ee4d1242bd;ba630f16a9639561;28e01bd0877270ca;0b86a50130fd298a;94f15108f5d9ac14;63f4a9a7ba3739c1;b6dc5d3075742a91,1.08695652174,2.17391304348,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.1,24,2,8,2,W001;W012,61f905607ceffa7f;03dae7081bc7d6bb,8.33333333333,16.6666666667,True,False
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.2,24,1,8,24,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,61f905607ceffa7f;9b8003c65abc4837;9255dadcdf79c909;087627a67194bafe;405e6e45af7f5c6b;5b7f902df4c57cd4;03dae7081bc7d6bb;012915d009824af0;85ba1d16d74efa67;b1c252a830c50fb3;25e8f7f37f87cc75;ed042c9ccaa850e3;add755f9c7c57766;fd7793b6709c8db9;b09742748a808617;28388a75252778c7;aa829dfff6bee382;403ee2ee4d1242bd;ba630f16a9639561;28e01bd0877270ca;0b86a50130fd298a;94f15108f5d9ac14;63f4a9a7ba3739c1;b6dc5d3075742a91,1,2,False,False
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.05,6,1,8,2,W013;W014,825bdbff9bff6dbfbe83;e59fee15d62a5f50a85e,2.33333333333,4.66666666667,True,False
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.05,6,2,8,2,W029;W035,90d428978149e1e537ed;d97070648108845c9bde,2.33333333333,4.66666666667,True,False
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.05,6,3,8,1,W034,9378f37adf8af804e6b4,3.5,,True,True
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.05,6,4,8,1,W018,7678a683012ba646c81e,3.5,,True,True
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.1,6,1,8,5,W013;W014;W029;W034;W035,825bdbff9bff6dbfbe83;e59fee15d62a5f50a85e;90d428978149e1e537ed;9378f37adf8af804e6b4;d97070648108845c9bde,1.16666666667,2.33333333333,True,False
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.1,6,2,8,1,W018,7678a683012ba646c81e,3.5,,True,True
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.2,6,1,8,5,W013;W014;W029;W034;W035,825bdbff9bff6dbfbe83;e59fee15d62a5f50a85e;90d428978149e1e537ed;9378f37adf8af804e6b4;d97070648108845c9bde,1.16666666667,2.33333333333,True,False
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.2,6,2,8,1,W018,7678a683012ba646c81e,3.5,,True,True
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.05,5,1,8,4,W002;W028;W034;W037,ee808cbaf8ffe0de6430;ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf,1.2,2.4,False,False
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.05,5,2,10,1,W001,73908ddd5ef005c60f62,3,,False,True
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.1,5,1,8,4,W002;W028;W034;W037,ee808cbaf8ffe0de6430;ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf,1.2,2.4,False,False
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.1,5,2,10,1,W001,73908ddd5ef005c60f62,3,,False,True
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.2,5,1,8,4,W002;W028;W034;W037,ee808cbaf8ffe0de6430;ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf,1.2,2.4,False,False
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.2,5,2,10,1,W001,73908ddd5ef005c60f62,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,1,8,1,W033,2409d4af989a4f9c3d4f,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,2,12,1,W008,93435790a37ab2290bc6,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,3,14,1,W031,f5dab722031206b00450,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,4,22,1,W017,8e9619af766e40a0d49d,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,5,36,1,W032,370095f69c5b170678fa,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,1,8,1,W033,2409d4af989a4f9c3d4f,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,2,12,1,W008,93435790a37ab2290bc6,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,3,14,1,W031,f5dab722031206b00450,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,4,22,1,W017,8e9619af766e40a0d49d,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,5,36,1,W032,370095f69c5b170678fa,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,1,8,1,W033,2409d4af989a4f9c3d4f,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,2,12,1,W008,93435790a37ab2290bc6,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,3,14,1,W031,f5dab722031206b00450,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,4,22,1,W017,8e9619af766e40a0d49d,3,,False,True
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,5,36,1,W032,370095f69c5b170678fa,3,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,1,8,2,W013;W014,a135a4aaf615d5db;7485c5f92ef686bc,8.33333333333,16.6666666667,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,2,8,6,W002;W008;W018;W027;W032;W033,5bad87d19a0b5760;3e20ca93bd05958e;1dd5b2305fbffcff;7c4d53d444805ad4;ed8e2934ebcee5bb;fb4210e33d7c2093,3.57142857143,7.14285714286,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,3,8,1,W031,d15abea6c32062e1,12.5,,True,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,4,8,5,W010;W015;W017;W021;W035,a05c820a5012751c;0054e620b22551b8;7b099f9e593d3204;47a780e27988de5d;b106f4f47297f77d,4.16666666667,8.33333333333,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,5,8,7,W001;W011;W012;W028;W029;W030;W036,d933c38ad0b2b104;2ab3a85613189faa;1c10cbd1c1cbbd74;454f4a7ca0ed8cda;3bcf5dc561e2d916;6d17201775811123;f13bd8e8570762ef,3.125,6.25,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,6,8,1,W037,62a32cfa3607ea53,12.5,,True,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,7,10,1,W034,15f4bf968e467bdc,12.5,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,8,16,1,W006,aa6b631e83349cba,12.5,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,24,1,8,9,W002;W008;W013;W014;W018;W027;W031;W032;W033,5bad87d19a0b5760;3e20ca93bd05958e;a135a4aaf615d5db;7485c5f92ef686bc;1dd5b2305fbffcff;7c4d53d444805ad4;d15abea6c32062e1;ed8e2934ebcee5bb;fb4210e33d7c2093,2.5,5,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,24,2,8,13,W001;W010;W011;W012;W015;W017;W021;W028;W029;W030;W035;W036;W037,d933c38ad0b2b104;a05c820a5012751c;2ab3a85613189faa;1c10cbd1c1cbbd74;0054e620b22551b8;7b099f9e593d3204;47a780e27988de5d;454f4a7ca0ed8cda;3bcf5dc561e2d916;6d17201775811123;b106f4f47297f77d;f13bd8e8570762ef;62a32cfa3607ea53,1.78571428571,3.57142857143,True,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,24,3,10,1,W034,15f4bf968e467bdc,12.5,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,24,4,16,1,W006,aa6b631e83349cba,12.5,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.2,24,1,8,22,W001;W002;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W035;W036;W037,d933c38ad0b2b104;5bad87d19a0b5760;3e20ca93bd05958e;a05c820a5012751c;2ab3a85613189faa;1c10cbd1c1cbbd74;a135a4aaf615d5db;7485c5f92ef686bc;0054e620b22551b8;7b099f9e593d3204;1dd5b2305fbffcff;47a780e27988de5d;7c4d53d444805ad4;454f4a7ca0ed8cda;3bcf5dc561e2d916;6d17201775811123;d15abea6c32062e1;ed8e2934ebcee5bb;fb4210e33d7c2093;b106f4f47297f77d;f13bd8e8570762ef;62a32cfa3607ea53,1.08695652174,2.17391304348,False,False
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.2,24,2,10,1,W034,15f4bf968e467bdc,12.5,,False,True
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.2,24,3,16,1,W006,aa6b631e83349cba,12.5,,False,True
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.05,5,1,8,3,W011;W015;W030,30ae9e7207f0bf746fc4;3a163ca0abb6cc5d8ebc;6228485ada8f90d32777,1.5,3,True,False
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.05,5,2,8,1,W027,7568b98692b00ff8ff63,3,,True,True
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.05,5,3,12,1,W012,497bb847657d8053449f,3,,False,True
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.1,5,1,8,4,W011;W015;W027;W030,30ae9e7207f0bf746fc4;3a163ca0abb6cc5d8ebc;7568b98692b00ff8ff63;6228485ada8f90d32777,1.2,2.4,False,False
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.1,5,2,12,1,W012,497bb847657d8053449f,3,,False,True
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.2,5,1,8,4,W011;W015;W027;W030,30ae9e7207f0bf746fc4;3a163ca0abb6cc5d8ebc;7568b98692b00ff8ff63;6228485ada8f90d32777,1.2,2.4,False,False
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.2,5,2,12,1,W012,497bb847657d8053449f,3,,False,True
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.05,23,1,8,2,W012;W030,8775b9adcf68f1324409;2425c99671ebf414b359,8,16,True,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.05,23,2,8,18,W002;W006;W008;W010;W011;W013;W014;W015;W017;W018;W027;W028;W029;W031;W033;W034;W035;W036,fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;75727d4b2511f36fa2ce;fedad1bada042d84e572;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;bce7044b348685668b71;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f,1.26315789474,2.52631578947,True,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.05,23,3,8,1,W037,73e2d1fca7e2ec1b2b59,12,,True,True
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.05,23,4,10,2,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,8,16,False,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.1,23,1,8,21,W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W033;W034;W035;W036;W037,fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;8775b9adcf68f1324409;75727d4b2511f36fa2ce;fedad1bada042d84e572;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;2425c99671ebf414b359;bce7044b348685668b71;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f;73e2d1fca7e2ec1b2b59,1.09090909091,2.18181818182,False,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.1,23,2,10,2,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,8,16,False,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.2,23,1,8,21,W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W033;W034;W035;W036;W037,fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;8775b9adcf68f1324409;75727d4b2511f36fa2ce;fedad1bada042d84e572;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;2425c99671ebf414b359;bce7044b348685668b71;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f;73e2d1fca7e2ec1b2b59,1.09090909091,2.18181818182,False,False
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.2,23,2,10,2,W001;W032,8cc976464d74ba775b9e;9a0a83ba9247dbf61861,8,16,False,False
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,1,10,1,W034,3440c00bbde5bf789734,3,,False,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,2,12,1,W008,c2fbdf3adfd99918c0e7,3,,True,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,3,12,1,W030,19cb0e844a73d7e77a47,3,,True,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,4,28,1,W002,93a6155acf0e8f9b4f11,3,,True,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,5,28,1,W017,488f0c3264bf31aca229,3,,True,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.1,5,1,10,1,W034,3440c00bbde5bf789734,3,,False,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.1,5,2,12,2,W008;W030,c2fbdf3adfd99918c0e7;19cb0e844a73d7e77a47,2,4,False,False
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.1,5,3,28,2,W002;W017,93a6155acf0e8f9b4f11;488f0c3264bf31aca229,2,4,False,False
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.2,5,1,10,1,W034,3440c00bbde5bf789734,3,,False,True
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.2,5,2,12,2,W008;W030,c2fbdf3adfd99918c0e7;19cb0e844a73d7e77a47,2,4,False,False
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.2,5,3,28,2,W002;W017,93a6155acf0e8f9b4f11;488f0c3264bf31aca229,2,4,False,False
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,1,12,1,W034,d5f398bdf9e24194,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,2,12,1,W037,abff623d76a69986,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,3,12,1,W029,a819fde1949e375b,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,4,14,1,W018,fbc606f95f59c132,12.5,,False,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,5,16,1,W001,b33e480dcb1ae10b,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,6,16,1,W036,1863472107c00fbd,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,7,18,3,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,6.25,12.5,True,False
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,8,18,1,W032,e07cd54978722b1e,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,9,20,2,W010;W011,dd6888e3ad2e47c0;fce565e3270fad1f,8.33333333333,16.6666666667,True,False
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,10,20,7,W006;W012;W013;W014;W015;W017;W021,fb86982f536c3aaa;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;384c1de2ec90820f,3.125,6.25,True,False
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,11,20,1,W028,bf2aab73a5aed79f,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,12,20,1,W008,bdf5345d612260f9,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,13,24,1,W002,0284f20459ae4153,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,14,24,1,W027,98e8fe358da56c8f,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,15,26,1,W033,9cab10e73212c27f,12.5,,False,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,1,12,1,W034,d5f398bdf9e24194,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,2,12,1,W037,abff623d76a69986,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,3,12,1,W029,a819fde1949e375b,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,4,14,1,W018,fbc606f95f59c132,12.5,,False,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,5,16,1,W001,b33e480dcb1ae10b,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,6,16,1,W036,1863472107c00fbd,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,7,18,3,W030;W031;W035,9589363fea90baba;3e9e6ac471e7da2a;3266c87d109f70bf,6.25,12.5,True,False
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,8,18,1,W032,e07cd54978722b1e,12.5,,True,True
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,9,20,11,W006;W008;W010;W011;W012;W013;W014;W015;W017;W021;W028,fb86982f536c3aaa;bdf5345d612260f9;dd6888e3ad2e47c0;fce565e3270fad1f;c9a58758edb18890;b49af842e8a9a5d6;886e3f4cfcd0e0b8;352ec6e68a3da904;f659d3608c54a9ef;384c1de2ec90820f;bf2aab73a5aed79f,2.08333333333,4.16666666667,False,False
