worker_id,language_group,group,number,image_id,difficulty,coarse,status
29,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G002,5,2t7WUuJeko7_383d84c26afa4fae9e68b89d445e091e,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G002,10,2t7WUuJeko7_8898d3cea28d404f8f69c3a3bce52371,中等,厨房与用餐,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G178,7,uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G178,14,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,中等,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G178,48,uNb9QFRL6hY_9b675f28ab5f4345bf06ed5c77097426,简单,工作与学习,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G090,7,e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G090,8,e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G090,11,e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,简单,卧室,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
13,中文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G027,45,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,简单,通行与连接,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G202,26,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,困难,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
1,中文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
8,中文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
29,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G202,2,wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
2,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
6,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
10,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
12,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
15,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
17,中文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
28,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
30,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
31,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
32,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
33,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
34,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
35,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
36,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
37,英文任务组,G197,75,uNb9QFRL6hY_dcb326d4bb9b4a5f8d7e565ec32bce8e,中等,卫浴,FEASIBILITY_WITNESS_NOT_DISPATCH
