image_id,building_id,cohort,panel,model,arm,n,status
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,S,G1,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,S,G2,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,S,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,B,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,B,G1,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,B,G2,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,B,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QT,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QT,G1,7,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QT,G2,13,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QT,MIX,14,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QS,G1,0,classification_rejected
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QS,G2,0,classification_rejected
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QS,MIX,0,classification_rejected
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QS,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QB,G1,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QB,G2,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QB,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TS,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TS,G1,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TS,G2,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TS,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TB,G1,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TB,G2,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TB,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,SB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,SB,G1,11,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,SB,G2,9,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,SB,MIX,18,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTS,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTS,G1,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTS,G2,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTS,MIX,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTB,G1,7,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTB,G2,13,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTB,MIX,14,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QSB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QSB,G1,13,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QSB,G2,7,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QSB,MIX,14,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TSB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TSB,G1,8,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TSB,G2,12,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,TSB,MIX,16,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTSB,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTSB,G1,8,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTSB,G2,12,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,QTSB,MIX,16,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,Q_median2,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,Q_median2,G1,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,Q_median2,G2,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,common,Q_median2,MIX,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,all26,native,Q_median2,ALL,25,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,all26,native,Q_median2,G1,13,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,all26,native,Q_median2,G2,12,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,all26,native,Q_median2,MIX,24,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,native,Q_median2,ALL,20,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,native,Q_median2,G1,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,native,Q_median2,G2,10,available
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,current20,native,Q_median2,MIX,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,T,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,T,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,T,G2,14,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,T,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,S,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,S,G1,9,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,S,G2,13,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,S,MIX,18,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,B,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,B,G1,2,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,B,G2,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,B,MIX,4,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QT,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QT,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QT,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QT,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QS,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QS,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QS,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QS,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QB,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QB,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QB,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TS,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TS,G1,7,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TS,G2,15,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TS,MIX,14,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TB,G1,2,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TB,G2,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TB,MIX,4,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,SB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,SB,G1,14,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,SB,G2,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,SB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTS,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTS,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTS,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTS,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTB,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTB,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTB,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QSB,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QSB,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QSB,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QSB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TSB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TSB,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TSB,G2,14,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,TSB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTSB,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTSB,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTSB,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,QTSB,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q_median2,ALL,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q_median2,G1,11,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q_median2,G2,11,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,common,Q_median2,MIX,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,T,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,T,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,T,G2,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,T,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,S,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,S,G1,17,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,S,G2,3,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,S,MIX,6,insufficient_people
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,B,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,B,G1,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,B,G2,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,B,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QT,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QT,G1,7,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QT,G2,13,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QT,MIX,14,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QS,G1,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QS,G2,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QS,MIX,0,classification_rejected
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QS,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QB,G1,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QB,G2,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TS,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TS,G1,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TS,G2,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TS,MIX,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TB,G1,9,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TB,G2,11,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TB,MIX,18,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,SB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,SB,G1,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,SB,G2,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,SB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTS,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTS,G1,9,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTS,G2,11,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTS,MIX,18,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTB,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTB,G2,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QSB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QSB,G1,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QSB,G2,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QSB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TSB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TSB,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TSB,G2,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,TSB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTSB,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTSB,G1,8,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTSB,G2,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,QTSB,MIX,16,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q_median2,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q_median2,G1,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q_median2,G2,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,common,Q_median2,MIX,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,native,Q_median2,ALL,23,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,native,Q_median2,G1,12,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,native,Q_median2,G2,11,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,all26,native,Q_median2,MIX,22,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,native,Q_median2,ALL,20,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,native,Q_median2,G1,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,native,Q_median2,G2,10,available
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,current20,native,Q_median2,MIX,20,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,Q,G1,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,Q,G2,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,Q,MIX,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,Q,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,T,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,T,G1,10,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,T,G2,14,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,T,MIX,20,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,S,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,S,G1,11,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,S,G2,13,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,S,MIX,22,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,B,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,B,G1,4,insufficient_people
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,B,G2,20,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,B,MIX,8,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QT,G1,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QT,G2,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QT,MIX,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QT,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QS,G1,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QS,G2,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QS,MIX,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QS,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QB,G1,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QB,G2,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QB,MIX,0,classification_rejected
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,QB,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TS,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TS,G1,9,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TS,G2,15,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TS,MIX,18,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TB,ALL,24,available
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TB,G1,4,insufficient_people
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,all26,common,TB,G2,20,available
