image_id,building,condition,information,k_classes,axis,training_workers,target_members,n_members,n_others,training_contrast,target_contrast,aligned_target_contrast,direction_replicated,metric
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,2,time,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W013;W017;W021;W030,6,10,-1.25985185474,-1.42584724116,1.42584724116,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,17,0.602826193143,1.29493655233,1.29493655233,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,18,0.602826193143,0.321484907797,0.321484907797,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,18,0.602826193143,-0.0694888249008,-0.0694888249008,False,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,17,0.602826193143,0.00746623257014,0.00746623257014,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W006;W010;W013,3,3,0.602826193143,-0.187596331565,-0.187596331565,False,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,18,0.602826193143,-0.914501368314,-0.914501368314,False,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,QT,5,quality,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,16,0.602826193143,1.49220814598,1.49220814598,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,13,-1.10882187122,-2.30296495724,2.30296495724,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W006;W010;W013;W030,4,13,-1.10882187122,-1.89012789383,1.89012789383,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W006;W010;W013;W030,4,13,-1.10882187122,-1.57350744214,1.57350744214,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W001;W006;W010;W012;W013;W030,6,13,-1.10882187122,-1.54206264549,1.54206264549,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W006;W010;W013;W030,4,13,-1.10882187122,-1.59667249964,1.59667249964,True,historical axis unchanged; not substituted for current d_mask
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,QT,5,time,W001;W006;W010;W012;W013;W030,W006;W010;W013;W030,4,12,-1.10882187122,-1.09217702016,1.09217702016,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,14,-1.40226741976,-2.17580056924,2.17580056924,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013,2,16,-1.40226741976,-1.61208534563,1.61208534563,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,14,-1.40226741976,-1.91462042245,1.91462042245,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013,2,16,-1.40226741976,-0.20316925987,0.20316925987,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013,2,16,-1.40226741976,-1.84621777703,1.84621777703,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,13,-1.40226741976,-0.966231207161,0.966231207161,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013,2,17,-1.40226741976,-1.5586272386,1.5586272386,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013,2,17,-1.40226741976,-2.54369913139,2.54369913139,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,14,-1.40226741976,-0.967321913314,0.967321913314,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,14,-1.40226741976,-2.13037231117,2.13037231117,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,T,7,time,W006;W013;W021,W006;W013;W021,3,15,-1.40226741976,-1.60912015513,1.60912015513,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,T,7,time,W006;W013;W021,W006;W013;W021,3,16,-1.40226741976,0.198421236751,-0.198421236751,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,B,3,benefit,W006;W011;W021,W006;W011;W021,3,21,-2.18390120777,-2.25778697875,2.25778697875,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,B,3,edit,W006;W011;W021,W006;W011;W021,3,21,-4.5865979596,-4.12256326786,4.12256326786,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,12,1.33066868449,-6.29483638154,-6.29483638154,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,11,1.33066868449,0.725597060893,0.725597060893,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,12,1.33066868449,2.83490315911,2.83490315911,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,11,1.33066868449,1.49427705345,1.49427705345,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W036,3,2,1.33066868449,6.42104873541,6.42104873541,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,2,1.33066868449,2.14602306688,2.14602306688,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,3,2,1.33066868449,1.46063518811,1.46063518811,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,11,1.33066868449,5.19277126176,5.19277126176,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036,11,12,1.33066868449,0.963574411447,0.963574411447,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,11,1.33066868449,1.65640110417,1.65640110417,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W035,2,4,1.33066868449,-0.98529419237,-0.98529419237,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,11,1.33066868449,3.27899936751,3.27899936751,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,12,1.33066868449,2.61783596946,2.61783596946,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,12,1.33066868449,-0.152963224857,-0.152963224857,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,12,12,1.33066868449,0.921108456147,0.921108456147,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W015;W034;W037,3,2,1.33066868449,-0.200222165324,-0.200222165324,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,QT,2,quality,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W034;W037,2,3,1.33066868449,4.19950936254,4.19950936254,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,8,1.02161732928,1.2478223867,1.2478223867,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W035;W036;W037,10,8,1.02161732928,1.1527949692,1.1527949692,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,8,1.02161732928,1.12214725289,1.12214725289,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W035;W036;W037,10,8,1.02161732928,1.05846883894,1.05846883894,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W036,3,2,1.02161732928,0.832788479908,0.832788479908,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W032,3,2,1.02161732928,1.45485508994,1.45485508994,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W030;W036,3,2,1.02161732928,0.0714926542862,0.0714926542862,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W030;W032;W033;W035;W036;W037,9,9,1.02161732928,0.933928193121,0.933928193121,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036,8,8,1.02161732928,1.48818687938,1.48818687938,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W031;W032;W033;W035;W037,10,9,1.02161732928,1.15939320507,1.15939320507,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W035;W036;W037,10,9,1.02161732928,1.06087595844,1.06087595844,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,8,1.02161732928,1.08512771923,1.08512771923,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,8,1.02161732928,1.25314877489,1.25314877489,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,9,1.02161732928,1.01610298579,1.01610298579,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W015;W037,2,2,1.02161732928,0.260132732013,0.260132732013,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W029;W030;W035,3,2,1.02161732928,-0.8998504025,-0.8998504025,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,oos,QT,2,time,W008;W015;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W015;W028;W029;W030;W032;W033;W036;W037,9,10,1.02161732928,0.663876838043,0.663876838043,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,QB,4,benefit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W012;W034,2,2,-1.14998826248,-5,5,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,QB,4,benefit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W029;W032,2,3,-1.14998826248,4.25774559267,-4.25774559267,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,QB,4,benefit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,-1.14998826248,-2.17836078162,2.17836078162,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,QB,4,benefit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W031,3,2,-1.14998826248,-4.84129967024,4.84129967024,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,semi,QB,4,edit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W012;W037,2,2,3.0098425367,7.30466410859,7.30466410859,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,semi,QB,4,edit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W012;W034,2,2,3.0098425367,5,5,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,QB,4,edit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W029;W032,2,3,3.0098425367,-4.25774559267,-4.25774559267,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,QB,4,edit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,3.0098425367,2.95433152774,2.95433152774,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,QB,4,edit,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W031,3,2,3.0098425367,4.84129967024,4.84129967024,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,1.62532511763,-1.36433284637,-1.36433284637,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,14,1.62532511763,0.212613002394,0.212613002394,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,1.62532511763,2.74982522024,2.74982522024,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,14,1.62532511763,4.74544821256,4.74544821256,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W030,3,2,1.62532511763,-5.34776239182,-5.34776239182,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W029;W030,2,3,1.62532511763,-1.58540627607,-1.58540627607,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W031;W032,2,3,1.62532511763,1.29153861413,1.29153861413,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W012;W030,2,3,1.62532511763,-0.966102247045,-0.966102247045,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,14,1.62532511763,3.2085868089,3.2085868089,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035,8,15,1.62532511763,3.05048850334,3.05048850334,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,14,1.62532511763,3.87967280469,3.87967280469,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W034;W035,2,4,1.62532511763,-0.98529419237,-0.98529419237,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,14,1.62532511763,4.70033233446,4.70033233446,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,1.62532511763,3.53894863896,3.53894863896,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,1.62532511763,0.950101254096,0.950101254096,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W031;W032,2,3,1.62532511763,-2.40413706313,-2.40413706313,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W031;W032,2,3,1.62532511763,-3.75778943877,-3.75778943877,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W034;W037,2,3,1.62532511763,3.33043800774,3.33043800774,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W031;W032,2,3,1.62532511763,-2.65427720118,-2.65427720118,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W012;W029;W030;W031;W032;W034;W035;W037,9,15,1.62532511763,2.01517288333,2.01517288333,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,QB,4,quality,W001;W012;W029;W030;W031;W032;W034;W035;W037,W001;W034;W037,3,2,1.62532511763,0.873620151173,0.873620151173,True,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,TB,4,benefit,W001;W002;W010;W012;W013;W017;W018;W030,W002;W010;W013,3,2,0.336678071482,-4.25774559267,-4.25774559267,False,historical axis unchanged; not substituted for current d_mask
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,TB,4,benefit,W001;W002;W010;W012;W013;W017;W018;W030,W001;W030,2,2,0.336678071482,-3.82351904805,-3.82351904805,False,historical axis unchanged; not substituted for current d_mask
