case_category,base_task_id,image_reference,stage,condition,detail_zh,evidence_values_json
active_time_outlier,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.jpg,C1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 4389.0, ""active_time_source"": ""c1_task_worker_active_time_v1"", ""active_to_lead_ratio"": NaN, ""timing_status"": ""eligible"", ""worker_id"": ""36""}"
active_time_outlier,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 4008.0, ""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.879875289532316, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""36""}"
active_time_outlier,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.jpg,C2-A-RP-B2,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 3474.0, ""active_time_source"": ""log"", ""active_to_lead_ratio"": 1.0236774773569555, ""timing_status"": ""auxiliary_available"", ""worker_id"": ""36""}"
active_time_outlier,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 3447.0, ""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.863354976902061, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""36""}"
active_time_outlier,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e.jpg,C2-A-RP-B1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 2486.0, ""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.9444068775310179, ""timing_status"": ""auxiliary_available"", ""worker_id"": ""36""}"
active_time_outlier,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_observed_seconds"": 2455.0, ""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.9397535663743541, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""36""}"
lead_time_outlier,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,P1,oos,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""lead_time_fallback"", ""active_to_lead_ratio"": 1.0, ""lead_time_seconds"": 79323.603, ""timing_status"": ""fallback_no_direct_log"", ""worker_id"": ""34""}"
lead_time_outlier,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,C2-B,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.0020444889797750563, ""lead_time_seconds"": 48911.978, ""timing_status"": ""auxiliary_mixed_or_legacy"", ""worker_id"": ""6""}"
lead_time_outlier,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_e3face7b2196414d95ed97151aa13058.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.10184113854399122, ""lead_time_seconds"": 19029.638, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""17""}"
lead_time_outlier,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.jpg,C2-B,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.011504519184308672, ""lead_time_seconds"": 14342.19, ""timing_status"": ""auxiliary_mixed_or_legacy"", ""worker_id"": ""13""}"
lead_time_outlier,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.879875289532316, ""lead_time_seconds"": 4555.191, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""36""}"
lead_time_outlier,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.863354976902061, ""lead_time_seconds"": 3992.564, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""36""}"
lead_time_outlier,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1.jpg,C2-A-RP-B2,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 1.0236774773569555, ""lead_time_seconds"": 3393.647, ""timing_status"": ""auxiliary_available"", ""worker_id"": ""36""}"
lead_time_outlier,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_fbc169773c954580baea6d2798c0d486.jpg,P1,manual,时间长尾案例；active time 与 lead time 分别保留，不互相替代。,"{""active_time_source"": ""log"", ""active_to_lead_ratio"": 0.49607944548259075, ""lead_time_seconds"": 3078.136, ""timing_status"": ""project+task+annotator"", ""worker_id"": ""33""}"
active_lead_divergence,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,C2-B,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 100.0, ""lead_time"": 48911.978, ""ratio"": 0.0020444889797750563, ""worker_id"": ""6""}"
active_lead_divergence,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8.jpg,C2-B,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 165.0, ""lead_time"": 14342.19, ""ratio"": 0.011504519184308672, ""worker_id"": ""13""}"
active_lead_divergence,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 1219.0, ""lead_time"": 23.302, ""ratio"": 52.313106171144106, ""worker_id"": ""27""}"
active_lead_divergence,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 872.0, ""lead_time"": 18.366, ""ratio"": 47.47903735162801, ""worker_id"": ""27""}"
active_lead_divergence,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 590.0, ""lead_time"": 16.166, ""ratio"": 36.496350364963504, ""worker_id"": ""27""}"
active_lead_divergence,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 28.0, ""lead_time"": 0.779, ""ratio"": 35.94351732991014, ""worker_id"": ""2""}"
active_lead_divergence,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 323.0, ""lead_time"": 9.244, ""ratio"": 34.941583729987016, ""worker_id"": ""28""}"
active_lead_divergence,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 1965.0, ""lead_time"": 65.604, ""ratio"": 29.95244192427291, ""worker_id"": ""27""}"
active_lead_divergence,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 756.0, ""lead_time"": 25.408, ""ratio"": 29.7544080604534, ""worker_id"": ""27""}"
active_lead_divergence,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,P1,manual,活跃交互时间与界面经过时间明显不同，说明二者不能混用。,"{""active_time"": 32.0, ""lead_time"": 1.102, ""ratio"": 29.038112522686024, ""worker_id"": ""2""}"
supported_minority_viewpoint,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 7, ""condition"": ""manual"", ""minority_member_count"": 16, ""minority_worker_ids"": ""1;10;11;15;17;18;2;27;29;30;31;32;33;34;35;36""}"
supported_minority_viewpoint,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 7, ""condition"": ""manual"", ""minority_member_count"": 15, ""minority_worker_ids"": ""1;10;11;12;13;27;28;29;30;32;33;35;36;37;6""}"
supported_minority_viewpoint,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97"", ""building_id"": ""uNb9QFRL6hY"", ""cluster_count"": 4, ""condition"": ""manual"", ""minority_member_count"": 10, ""minority_worker_ids"": ""12;13;17;18;2;27;31;36;37;6""}"
supported_minority_viewpoint,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""wc2JMjhGNzB_dda6efcba51c40de8552408953719515"", ""building_id"": ""wc2JMjhGNzB"", ""cluster_count"": 3, ""condition"": ""manual"", ""minority_member_count"": 7, ""minority_worker_ids"": ""1;30;31;32;35;36;6""}"
supported_minority_viewpoint,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56"", ""building_id"": ""yqstnuAEVhm"", ""cluster_count"": 6, ""condition"": ""manual"", ""minority_member_count"": 3, ""minority_worker_ids"": ""1;28;33""}"
supported_minority_viewpoint,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e"", ""building_id"": ""7y3sRwLe3Va"", ""cluster_count"": 2, ""condition"": ""manual"", ""minority_member_count"": 2, ""minority_worker_ids"": ""13;35""}"
supported_minority_viewpoint,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 3, ""condition"": ""manual"", ""minority_member_count"": 2, ""minority_worker_ids"": ""1;18""}"
supported_minority_viewpoint,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff"", ""building_id"": ""rPc6DW4iMge"", ""cluster_count"": 3, ""condition"": ""manual"", ""minority_member_count"": 2, ""minority_worker_ids"": ""30;8""}"
supported_minority_viewpoint,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980"", ""building_id"": ""UwV83HsGsw3"", ""cluster_count"": 2, ""condition"": ""manual"", ""minority_member_count"": 2, ""minority_worker_ids"": ""31;33""}"
supported_minority_viewpoint,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,C1,manual,同任务中存在由至少两名工人支持的非最大模式；这里只描述观点结构，不判断对错。,"{""base_task_id"": ""b8cTxDM8gDG_f3748786c3704532abb2358581488f3f"", ""building_id"": ""b8cTxDM8gDG"", ""cluster_count"": 2, ""condition"": ""manual"", ""minority_member_count"": 2, ""minority_worker_ids"": ""34;35""}"
proposal_conditioned_revision,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d.jpg,C1,semi,高质量模型初始结果被四名工人全部修改，最终形成分散模式；用于 over-correction 检查。,{}
proposal_conditioned_revision,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,C1,semi,Semi 总体仍单峰，但单名工人大幅编辑造成明显质量下降；低熵不排除个体伤害。,{}
proposal_conditioned_revision,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,C1,semi,Manual 分散而 Semi 集中到共享初始化附近；模式压缩可能包含锚定。,{}
