image_id,building_id,historical_response_n,raw_n,usable_n,raw_unique_workers,usable_unique_workers,dense_ge16,raw_point_counts_json,effective_point_counts_json,raw_stage_counts_json,raw_condition_counts_json,raw_context_n,usable_context_n,raw_duplicate_workers_json,usable_duplicate_workers_json,empty_n,coordinate_invalid_n,confirmed_ambiguous_excluded_n,confirmed_point_removed_n,unconfirmed_odd_usable_n,raw_worker_ids_json,usable_worker_ids_json,usable_canonical_ids_json
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,2,2,2,2,2,False,"{""8"":1,""12"":1}","{""8"":1,""12"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""13"",""15""]","[""13"",""15""]","[""ade1e217bd688a016108"",""f11e6b976a498838f79c""]"
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,1,1,1,1,1,False,"{""12"":1}","{""12"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""6""]","[""6""]","[""53a31503b6f3890f4f96""]"
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,2,2,2,2,2,False,"{""8"":1,""12"":1}","{""8"":1,""12"":1}","{""C2-A-RP"":1,""C2-B"":1}","{""manual"":2}",2,2,{},{},0,0,0,0,0,"[""2"",""6""]","[""2"",""6""]","[""acc84d70058d9dd57005"",""d28639fd7c1c8d01c280""]"
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,jtcxE69GiFV,1,1,1,1,1,False,"{""20"":1}","{""20"":1}","{""C2-B"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""17""]","[""17""]","[""61b8048903e56202028a""]"
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,4,4,4,4,4,False,"{""8"":3,""24"":1}","{""8"":3,""24"":1}","{""C2-A-RP"":4}","{""manual"":4}",1,1,{},{},0,0,0,0,0,"[""1"",""33"",""34"",""36""]","[""1"",""33"",""34"",""36""]","[""0c56e112d664032f094e"",""48533a527240e49fe294"",""aaa0b7dbd0b7b0827a70"",""ff75edbb9a2428a853e3""]"
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""6"",""8""]","[""6"",""8""]","[""1957ead1208d5aa7b84d"",""3094209d11bcf2de8132""]"
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,jtcxE69GiFV,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-B"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""2""]","[""2""]","[""761741511d4c382c420e""]"
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,4,4,4,4,4,False,"{""16"":2,""24"":2}","{""16"":2,""24"":2}","{""C2-A-RP"":2,""C2-B"":2}","{""manual"":4}",3,3,{},{},0,0,0,0,0,"[""2"",""6"",""8"",""36""]","[""2"",""6"",""8"",""36""]","[""70a865aa4c57b00b1a98"",""82308989ac2788608fbf"",""e92320c34035fa738fcd"",""f9644fa62fdb22170582""]"
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,4,4,4,4,4,False,"{""8"":1,""16"":1,""24"":2}","{""8"":1,""16"":1,""24"":2}","{""C2-A-RP"":2,""C2-B"":2}","{""manual"":4}",3,3,{},{},0,0,0,0,0,"[""2"",""28"",""29"",""36""]","[""2"",""28"",""29"",""36""]","[""15f271d72bbfaefc7da7"",""93b8e1407946dee6d8e3"",""adb6425249fda2c7f4fb"",""f178c36ff75fc890f24f""]"
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,1,1,1,1,1,False,"{""14"":1}","{""14"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""28""]","[""28""]","[""f8c20f06811c7321e708""]"
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,1,1,1,1,1,False,"{""12"":1}","{""12"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""28""]","[""28""]","[""7edbb89c5ca977b132d0""]"
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,3,3,3,3,3,False,"{""8"":1,""14"":1,""16"":1}","{""8"":1,""14"":1,""16"":1}","{""C2-B"":3}","{""manual"":3}",1,1,{},{},0,0,0,0,0,"[""8"",""11"",""12""]","[""8"",""11"",""12""]","[""193dc7d76fa9f39f6cbb"",""23717515a822be6f74e7"",""5cd4eadb2da7184fa239""]"
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C2-A-RP"":4,""C2-B"":2}","{""manual"":6}",3,3,{},{},0,0,0,0,0,"[""1"",""28"",""29"",""31"",""32"",""35""]","[""1"",""28"",""29"",""31"",""32"",""35""]","[""12e3c33065b7150586bc"",""22f5ceb1b91de9daaa48"",""56a766b95bd23e61232e"",""d229ebc66bef1a22b980"",""dc678aaee755bfc2a6f7"",""f899584e44e01e779e19""]"
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""29""]","[""29""]","[""92407a16ffcb520b2e41""]"
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,2,2,2,2,2,False,"{""12"":1,""13"":1}","{""12"":1,""13"":1}","{""C2-A-RP"":2}","{""manual"":2}",2,2,{},{},0,0,0,0,1,"[""29"",""33""]","[""29"",""33""]","[""acf40c242b1e8bb29e98"",""e9ce7b4a420c89e79e68""]"
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,3,3,3,3,3,False,"{""8"":3}","{""8"":3}","{""C2-A-RP"":1,""C2-B"":2}","{""manual"":3}",2,2,{},{},0,0,0,0,0,"[""33"",""34"",""35""]","[""33"",""34"",""35""]","[""064762401b987f7b06e1"",""291127d705ad112ccb7b"",""e2c6a1383d4680599e05""]"
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,5,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C2-A-RP"":4,""C2-B"":1}","{""manual"":5}",3,3,{},{},0,0,0,0,0,"[""6"",""17"",""29"",""33"",""34""]","[""6"",""17"",""29"",""33"",""34""]","[""6d71defb42ff13413fb3"",""7889f02e6ee2bce5ab0e"",""8d2fb23ccf6644962fa7"",""985372b15be97227b0c3"",""fd25cbb84b15d307427f""]"
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""32"",""33""]","[""32"",""33""]","[""668f25d1bef1578eda26"",""be8bc20ecba900166786""]"
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,20,20,20,20,20,True,"{""8"":13,""10"":1,""16"":3,""18"":2,""20"":1}","{""8"":13,""10"":1,""16"":3,""18"":2,""20"":1}","{""C2-B"":20}","{""manual"":20}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""15"",""17"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""15"",""17"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""02902e88ff88b1d2db71"",""082bd5bd0d332eff07b8"",""08f1b4079da5db271b3b"",""5202c07d7c7cca9f9a9c"",""5a20c53ba5d16b5d61ff"",""677314e72434fc9329f2"",""6a2c67c582a5a000346d"",""72e0b2778d6bcbe5f372"",""79d3df588918a13a39ab"",""7f0a5c531957fa7e0f4c"",""7fbd8554bc67ef1d9922"",""a690aad05af6d8488499"",""ae6d60e1ea8424ce2357"",""b170b2106a06bcf632e1"",""c1f355e3e5a3282d2f96"",""e340e9ff963b2aad6120"",""e350ecfeaafde6028fcd"",""f89e3a22cc555d4c398a"",""fd2b9ddb998c002ab336"",""fe979654519d4ecd7854""]"
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,2,2,2,2,2,False,"{""12"":2}","{""12"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""11"",""12""]","[""11"",""12""]","[""4027b9edce06ed2d36e4"",""eb643e70dd670c43e4ad""]"
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""36"",""37""]","[""36"",""37""]","[""07de0151fed348e0316c"",""c4bf6d8c68c322df6d88""]"
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,2,2,2,2,2,False,"{""18"":1,""20"":1}","{""18"":1,""20"":1}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""13"",""15""]","[""13"",""15""]","[""3dada1d9550343f0f06a"",""c26ee2572b19b332d923""]"
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""13"",""15""]","[""13"",""15""]","[""8dfd3cc8c22a0c37dc4b"",""e998fac0d1568917d7bf""]"
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,pa4otMbVnkk,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-B"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""17""]","[""17""]","[""50b6d64ab089ef8093d4""]"
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""6"",""8""]","[""6"",""8""]","[""409ebb5e37130651943d"",""7fb8d88d8dea72e07078""]"
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,3,3,3,3,3,False,"{""12"":2,""16"":1}","{""12"":2,""16"":1}","{""C2-A-RP"":1,""C2-B"":2}","{""manual"":3}",2,2,{},{},0,0,0,0,0,"[""12"",""30"",""31""]","[""12"",""30"",""31""]","[""25627faeb48eb0a6cb96"",""4c8d7b255a740aeee0fc"",""d782001d4fc8ead022db""]"
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,1,1,1,1,1,False,"{""16"":1}","{""16"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""12""]","[""12""]","[""b42da87603a316cd9f46""]"
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,6,6,6,6,6,False,"{""6"":1,""8"":3,""12"":1,""18"":1}","{""6"":1,""8"":3,""12"":1,""18"":1}","{""C2-A-RP"":4,""C2-B"":2}","{""manual"":6}",3,3,{},{},0,0,0,0,0,"[""2"",""28"",""29"",""32"",""36"",""37""]","[""2"",""28"",""29"",""32"",""36"",""37""]","[""356ed9fcc445e03fdd8d"",""3bb435208d6ac7f802e0"",""6782746f124fb6840c57"",""903ad950938729076842"",""cfed132b0fc918765220"",""ed0dcc14c4c690d68ad7""]"
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,3,3,3,3,False,"{""8"":2,""16"":1}","{""8"":2,""16"":1}","{""C2-A-RP"":1,""C2-B"":2}","{""manual"":3}",2,2,{},{},0,0,0,0,0,"[""1"",""34"",""35""]","[""1"",""34"",""35""]","[""2b8c21bbedfb62f34a49"",""ba6ebd8d2cf4230b1479"",""fed448617a25d8c8e1a4""]"
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,1,1,1,1,1,False,"{""20"":1}","{""20"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""1""]","[""1""]","[""d4c32c0ed0a64d300a38""]"
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""30""]","[""30""]","[""7b7850ca77d4e6921006""]"
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""30""]","[""30""]","[""81bfd158686f83829611""]"
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""35""]","[""35""]","[""b72249536e83d816fe1f""]"
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,9,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""28"",""29"",""35"",""36""]","[""1"",""28"",""29"",""35"",""36""]","[""03f2a945c924203b75d1"",""0b2b9f0ed2607655632c"",""8d84da8c6f772c4fa07a"",""d2fe19a8dc66fd1f3ff5"",""fe6d21a2d34b078f5c0d""]"
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,26,26,25,26,25,True,"{""0"":1,""8"":24,""9"":1}","{""8"":24,""9"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""028464efb23f49f4"",""05eb948b2ffa3e8a"",""0bc7f316c3bc455b"",""2363f1899a906f6f"",""2d47294ca7fcec72"",""32386fcf9fb30375"",""36a4d17901b03d45"",""3a06d95fdf379816"",""3c0d7a12c8c88472"",""531bf7a7ee88f707"",""56f8882bd06575e0"",""5f11cf7a5e9e864a"",""5f13962e564d0d52"",""632220d24507015a"",""69b748f6eb971312"",""70be44b69fb2f4ff"",""71729ab9c7569f1c"",""79e12393ae798c89"",""81dea2dc73f99d91"",""983982d4bd6a6054"",""a0b9d67c00beeed2"",""adef48d62993c490"",""ea568321af4d7ba2"",""f37fb82e6c7c602f"",""fb4d8560e355af7e""]"
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,5,5,5,5,5,False,"{""8"":4,""12"":1}","{""8"":4,""12"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""34"",""36"",""37""]","[""1"",""2"",""34"",""36"",""37""]","[""27b7efed178842f2bcae"",""39b9fade42ec809e239d"",""72c467f3e5b59c7c6fe0"",""837eb32400b0afd7b92f"",""bf0338ecb3bbe9b3ee92""]"
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,5,5,3,5,3,False,"{""10"":1,""16"":1,""20"":1,""21"":2}","{""10"":1,""16"":1,""20"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,2,0,0,0,"[""2"",""11"",""15"",""34"",""37""]","[""11"",""34"",""37""]","[""53530603e76707ac6f94"",""8066ad223dec81c40daa"",""d78d6ac8c99983d4ff33""]"
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,26,26,26,26,26,True,"{""2"":1,""4"":1,""8"":18,""10"":1,""12"":2,""14"":1,""16"":1,""28"":1}","{""2"":1,""4"":1,""8"":18,""10"":1,""12"":2,""14"":1,""16"":1,""28"":1}","{""P1"":26}","{""oos"":26}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""06f95fe563212fba"",""0ffa405d9cace672"",""11628957a40ead2f"",""16f25622c221fa4c"",""208a71d158c92f4e"",""301e8f57605f360a"",""342e487f437ad89a"",""39102f3b3f789ba6"",""4256a770bc409d70"",""4ae9cc8453c6eec8"",""4d93146011879ad3"",""589afb1182c4df73"",""782abfe913b39a78"",""815fd216217c1154"",""8e954e66e20c6ba3"",""9515ea81d3b7d5f0"",""975981eecffd896f"",""99b98c71c8ac6cd8"",""b4a28e4583d9d910"",""bf730d2c56f61535"",""c14fda0522180ac6"",""d7eb958cdac4d365"",""dc7be2ac3c7daaf6"",""dcef5de556c4238a"",""e41dccd543530b6f"",""f08c6262c07aaaf7""]"
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,5,5,5,5,5,False,"{""8"":5}","{""8"":5}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""6"",""8"",""10"",""17"",""31""]","[""6"",""8"",""10"",""17"",""31""]","[""290e3e82f42aa83e4adc"",""4fb3839c49c04d3ffcf7"",""4fd5b259dc13de4a5e96"",""871218ff2db6bdec5ff2"",""b80833429adcb6be79f8""]"
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,10,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""6"",""10"",""13"",""14"",""18"",""34""]","[""6"",""10"",""13"",""14"",""18"",""34""]","[""15045b6175a2d31f009a"",""249972890d1d949f4e0b"",""399d7b90505e061c62ec"",""86103695b3e92be6e929"",""e8fa392d317f408e138f"",""fb89303c7e00435f9fec""]"
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,26,26,25,26,25,True,"{""0"":1,""8"":6,""9"":1,""10"":4,""12"":1,""14"":5,""16"":2,""20"":3,""22"":2,""24"":1}","{""8"":6,""9"":1,""10"":4,""12"":1,""14"":5,""16"":2,""20"":3,""22"":2,""24"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0def5b6fa7a8c943"",""164460ea4b39a74c"",""2385c7af67eeea4e"",""3a772c253f77d4b7"",""3d53a4f071f870cb"",""4556c580e92894d6"",""55515d4fbe62f3d7"",""57c9e6d18d1e8441"",""6751bda596ab6aa3"",""680d9cdf96eaadf7"",""68f273f5934bd5d6"",""842bcbbca90674ae"",""870b797b2c22b194"",""90b4dd7e59f67c16"",""9c8fbc4acb8cacca"",""9fc7e8e2d9d6bcc3"",""a283ac338d10b499"",""caa6d658732cb9af"",""d98e0f6e768e3029"",""df9f72a9643f2a2e"",""e6cf4672ca0a98e0"",""ea3d5e0fe3227ffd"",""ebf6a238abbded76"",""f3dddcec6bd52333"",""f89be7fd70fc65db""]"
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,26,0,0,0,0,False,{},{},{},{},0,0,{},{},0,0,0,0,0,[],[],[]
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,10,5,5,5,5,False,"{""8"":4,""10"":1}","{""8"":4,""10"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""12"",""27"",""30"",""32"",""33""]","[""12"",""27"",""30"",""32"",""33""]","[""5010682cb541531f7457"",""51a6919e74648167a773"",""6fde03b86adc8ddd0722"",""ac643d623a147394d526"",""cd8a51a17f5953c4b19c""]"
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,26,26,25,26,25,True,"{""0"":1,""8"":24,""10"":1}","{""8"":24,""10"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""012915d009824af0"",""03dae7081bc7d6bb"",""087627a67194bafe"",""0b86a50130fd298a"",""25e8f7f37f87cc75"",""28388a75252778c7"",""28e01bd0877270ca"",""403ee2ee4d1242bd"",""405e6e45af7f5c6b"",""5b7f902df4c57cd4"",""61f905607ceffa7f"",""63f4a9a7ba3739c1"",""85ba1d16d74efa67"",""9255dadcdf79c909"",""9419e8b1ad3cbd83"",""94f15108f5d9ac14"",""9b8003c65abc4837"",""aa829dfff6bee382"",""add755f9c7c57766"",""b09742748a808617"",""b1c252a830c50fb3"",""b6dc5d3075742a91"",""ba630f16a9639561"",""ed042c9ccaa850e3"",""fd7793b6709c8db9""]"
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,6,6,6,6,6,False,"{""8"":6}","{""8"":6}","{""C1"":6}","{""manual"":6}",1,1,{},{},0,0,0,0,0,"[""13"",""14"",""18"",""29"",""34"",""35""]","[""13"",""14"",""18"",""29"",""34"",""35""]","[""7678a683012ba646c81e"",""825bdbff9bff6dbfbe83"",""90d428978149e1e537ed"",""9378f37adf8af804e6b4"",""d97070648108845c9bde"",""e59fee15d62a5f50a85e""]"
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,5,5,5,5,5,False,"{""8"":4,""10"":1}","{""8"":4,""10"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""28"",""34"",""37""]","[""1"",""2"",""28"",""34"",""37""]","[""689396cf3eb03ab9a0cf"",""73908ddd5ef005c60f62"",""9520f54bda487c460b18"",""ecd0f4f36d3df460b67c"",""ee808cbaf8ffe0de6430""]"
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,5,5,5,5,5,False,"{""8"":1,""12"":1,""14"":1,""22"":1,""36"":1}","{""8"":1,""12"":1,""14"":1,""22"":1,""36"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""8"",""17"",""31"",""32"",""33""]","[""8"",""17"",""31"",""32"",""33""]","[""2409d4af989a4f9c3d4f"",""370095f69c5b170678fa"",""8e9619af766e40a0d49d"",""93435790a37ab2290bc6"",""f5dab722031206b00450""]"
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,26,26,25,26,25,True,"{""0"":1,""8"":22,""10"":2,""16"":1}","{""8"":22,""10"":2,""16"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0054e620b22551b8"",""15f4bf968e467bdc"",""1c10cbd1c1cbbd74"",""1dd5b2305fbffcff"",""2ab3a85613189faa"",""3bcf5dc561e2d916"",""3e20ca93bd05958e"",""454f4a7ca0ed8cda"",""47a780e27988de5d"",""5bad87d19a0b5760"",""62a32cfa3607ea53"",""6d17201775811123"",""734b8610ce382901"",""7485c5f92ef686bc"",""7b099f9e593d3204"",""7c4d53d444805ad4"",""a05c820a5012751c"",""a135a4aaf615d5db"",""aa6b631e83349cba"",""b106f4f47297f77d"",""d15abea6c32062e1"",""d933c38ad0b2b104"",""ed8e2934ebcee5bb"",""f13bd8e8570762ef"",""fb4210e33d7c2093""]"
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,5,5,5,5,5,False,"{""8"":4,""12"":1}","{""8"":4,""12"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""11"",""12"",""15"",""27"",""30""]","[""11"",""12"",""15"",""27"",""30""]","[""30ae9e7207f0bf746fc4"",""3a163ca0abb6cc5d8ebc"",""497bb847657d8053449f"",""6228485ada8f90d32777"",""7568b98692b00ff8ff63""]"
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,23,23,23,23,23,True,"{""8"":21,""10"":2}","{""8"":21,""10"":2}","{""C1"":23}","{""manual"":23}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""0309b9293bdaeefba16c"",""13de41d9ab1a6f93dc75"",""1b0b4076d43ab5586a3f"",""225002de699658941ca0"",""2425c99671ebf414b359"",""2669e20e43502bcf1419"",""40b1ddacfbaf05a362ac"",""68b9de98f158c481d82a"",""6f501a02450b80edfacb"",""7392408a228d29c44684"",""73e2d1fca7e2ec1b2b59"",""75727d4b2511f36fa2ce"",""775744097a41d254df7f"",""8775b9adcf68f1324409"",""8cc976464d74ba775b9e"",""9a0a83ba9247dbf61861"",""a9bf98b8cc8fbfa40f5c"",""bce7044b348685668b71"",""bdf544ff5d0a4bfacc09"",""c214f6ddad6c484d9ead"",""d4f265a1a24e286d2575"",""fcdfb6cd62ff1d9b2b4a"",""fedad1bada042d84e572""]"
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,5,5,5,5,5,False,"{""10"":1,""12"":2,""28"":2}","{""10"":1,""12"":2,""28"":2}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""2"",""8"",""17"",""30"",""34""]","[""2"",""8"",""17"",""30"",""34""]","[""19cb0e844a73d7e77a47"",""3440c00bbde5bf789734"",""488f0c3264bf31aca229"",""93a6155acf0e8f9b4f11"",""c2fbdf3adfd99918c0e7""]"
