design,feature,baseline,algorithm,true,predicted,count
within_coarse,selected__hohonet,main,ridge,简单,困难,0
within_coarse,selected__hohonet,main,ridge,中等,简单,17
within_coarse,selected__hohonet,main,ridge,中等,中等,22
within_coarse,selected__hohonet,main,ridge,中等,困难,2
within_coarse,selected__hohonet,main,ridge,困难,简单,0
within_coarse,selected__hohonet,main,ridge,困难,中等,2
within_coarse,selected__hohonet,main,ridge,困难,困难,14
within_coarse,selected__semantic,coarse,knn,简单,简单,43
within_coarse,selected__semantic,coarse,knn,简单,中等,6
within_coarse,selected__semantic,coarse,knn,简单,困难,0
within_coarse,selected__semantic,coarse,knn,中等,简单,18
within_coarse,selected__semantic,coarse,knn,中等,中等,17
within_coarse,selected__semantic,coarse,knn,中等,困难,6
within_coarse,selected__semantic,coarse,knn,困难,简单,0
within_coarse,selected__semantic,coarse,knn,困难,中等,0
within_coarse,selected__semantic,coarse,knn,困难,困难,16
within_coarse,selected__semantic,coarse,ridge,简单,简单,43
within_coarse,selected__semantic,coarse,ridge,简单,中等,6
within_coarse,selected__semantic,coarse,ridge,简单,困难,0
within_coarse,selected__semantic,coarse,ridge,中等,简单,18
within_coarse,selected__semantic,coarse,ridge,中等,中等,17
within_coarse,selected__semantic,coarse,ridge,中等,困难,6
within_coarse,selected__semantic,coarse,ridge,困难,简单,0
within_coarse,selected__semantic,coarse,ridge,困难,中等,3
within_coarse,selected__semantic,coarse,ridge,困难,困难,13
within_coarse,selected__semantic,global,knn,简单,简单,43
within_coarse,selected__semantic,global,knn,简单,中等,6
within_coarse,selected__semantic,global,knn,简单,困难,0
within_coarse,selected__semantic,global,knn,中等,简单,18
within_coarse,selected__semantic,global,knn,中等,中等,17
within_coarse,selected__semantic,global,knn,中等,困难,6
within_coarse,selected__semantic,global,knn,困难,简单,0
within_coarse,selected__semantic,global,knn,困难,中等,0
within_coarse,selected__semantic,global,knn,困难,困难,16
within_coarse,selected__semantic,global,ridge,简单,简单,43
within_coarse,selected__semantic,global,ridge,简单,中等,6
within_coarse,selected__semantic,global,ridge,简单,困难,0
within_coarse,selected__semantic,global,ridge,中等,简单,18
within_coarse,selected__semantic,global,ridge,中等,中等,17
within_coarse,selected__semantic,global,ridge,中等,困难,6
within_coarse,selected__semantic,global,ridge,困难,简单,0
within_coarse,selected__semantic,global,ridge,困难,中等,3
within_coarse,selected__semantic,global,ridge,困难,困难,13
within_coarse,selected__semantic,main,knn,简单,简单,43
within_coarse,selected__semantic,main,knn,简单,中等,6
within_coarse,selected__semantic,main,knn,简单,困难,0
within_coarse,selected__semantic,main,knn,中等,简单,18
within_coarse,selected__semantic,main,knn,中等,中等,17
within_coarse,selected__semantic,main,knn,中等,困难,6
within_coarse,selected__semantic,main,knn,困难,简单,0
within_coarse,selected__semantic,main,knn,困难,中等,0
within_coarse,selected__semantic,main,knn,困难,困难,16
within_coarse,selected__semantic,main,ridge,简单,简单,43
within_coarse,selected__semantic,main,ridge,简单,中等,6
within_coarse,selected__semantic,main,ridge,简单,困难,0
within_coarse,selected__semantic,main,ridge,中等,简单,18
within_coarse,selected__semantic,main,ridge,中等,中等,17
within_coarse,selected__semantic,main,ridge,中等,困难,6
within_coarse,selected__semantic,main,ridge,困难,简单,0
within_coarse,selected__semantic,main,ridge,困难,中等,3
within_coarse,selected__semantic,main,ridge,困难,困难,13
within_coarse,selected__ulayout,coarse,knn,简单,简单,48
within_coarse,selected__ulayout,coarse,knn,简单,中等,1
within_coarse,selected__ulayout,coarse,knn,简单,困难,0
within_coarse,selected__ulayout,coarse,knn,中等,简单,18
within_coarse,selected__ulayout,coarse,knn,中等,中等,17
within_coarse,selected__ulayout,coarse,knn,中等,困难,6
within_coarse,selected__ulayout,coarse,knn,困难,简单,0
within_coarse,selected__ulayout,coarse,knn,困难,中等,5
within_coarse,selected__ulayout,coarse,knn,困难,困难,11
within_coarse,selected__ulayout,coarse,ridge,简单,简单,41
within_coarse,selected__ulayout,coarse,ridge,简单,中等,8
within_coarse,selected__ulayout,coarse,ridge,简单,困难,0
within_coarse,selected__ulayout,coarse,ridge,中等,简单,16
within_coarse,selected__ulayout,coarse,ridge,中等,中等,20
within_coarse,selected__ulayout,coarse,ridge,中等,困难,5
within_coarse,selected__ulayout,coarse,ridge,困难,简单,0
within_coarse,selected__ulayout,coarse,ridge,困难,中等,5
within_coarse,selected__ulayout,coarse,ridge,困难,困难,11
within_coarse,selected__ulayout,global,knn,简单,简单,48
within_coarse,selected__ulayout,global,knn,简单,中等,1
within_coarse,selected__ulayout,global,knn,简单,困难,0
within_coarse,selected__ulayout,global,knn,中等,简单,18
within_coarse,selected__ulayout,global,knn,中等,中等,17
within_coarse,selected__ulayout,global,knn,中等,困难,6
within_coarse,selected__ulayout,global,knn,困难,简单,0
within_coarse,selected__ulayout,global,knn,困难,中等,5
within_coarse,selected__ulayout,global,knn,困难,困难,11
within_coarse,selected__ulayout,global,ridge,简单,简单,41
within_coarse,selected__ulayout,global,ridge,简单,中等,8
within_coarse,selected__ulayout,global,ridge,简单,困难,0
within_coarse,selected__ulayout,global,ridge,中等,简单,16
within_coarse,selected__ulayout,global,ridge,中等,中等,20
within_coarse,selected__ulayout,global,ridge,中等,困难,5
within_coarse,selected__ulayout,global,ridge,困难,简单,0
within_coarse,selected__ulayout,global,ridge,困难,中等,5
within_coarse,selected__ulayout,global,ridge,困难,困难,11
within_coarse,selected__ulayout,main,knn,简单,简单,48
within_coarse,selected__ulayout,main,knn,简单,中等,1
within_coarse,selected__ulayout,main,knn,简单,困难,0
within_coarse,selected__ulayout,main,knn,中等,简单,18
within_coarse,selected__ulayout,main,knn,中等,中等,17
within_coarse,selected__ulayout,main,knn,中等,困难,6
within_coarse,selected__ulayout,main,knn,困难,简单,0
within_coarse,selected__ulayout,main,knn,困难,中等,5
within_coarse,selected__ulayout,main,knn,困难,困难,11
within_coarse,selected__ulayout,main,ridge,简单,简单,41
within_coarse,selected__ulayout,main,ridge,简单,中等,8
within_coarse,selected__ulayout,main,ridge,简单,困难,0
within_coarse,selected__ulayout,main,ridge,中等,简单,16
within_coarse,selected__ulayout,main,ridge,中等,中等,20
within_coarse,selected__ulayout,main,ridge,中等,困难,5
within_coarse,selected__ulayout,main,ridge,困难,简单,0
within_coarse,selected__ulayout,main,ridge,困难,中等,5
within_coarse,selected__ulayout,main,ridge,困难,困难,11
within_coarse,semantic__ai_fine_functions,coarse,knn,简单,简单,43
within_coarse,semantic__ai_fine_functions,coarse,knn,简单,中等,6
within_coarse,semantic__ai_fine_functions,coarse,knn,简单,困难,0
within_coarse,semantic__ai_fine_functions,coarse,knn,中等,简单,18
within_coarse,semantic__ai_fine_functions,coarse,knn,中等,中等,17
within_coarse,semantic__ai_fine_functions,coarse,knn,中等,困难,6
within_coarse,semantic__ai_fine_functions,coarse,knn,困难,简单,0
within_coarse,semantic__ai_fine_functions,coarse,knn,困难,中等,0
within_coarse,semantic__ai_fine_functions,coarse,knn,困难,困难,16
within_coarse,semantic__ai_fine_functions,coarse,ridge,简单,简单,49
within_coarse,semantic__ai_fine_functions,coarse,ridge,简单,中等,0
within_coarse,semantic__ai_fine_functions,coarse,ridge,简单,困难,0
within_coarse,semantic__ai_fine_functions,coarse,ridge,中等,简单,18
within_coarse,semantic__ai_fine_functions,coarse,ridge,中等,中等,17
within_coarse,semantic__ai_fine_functions,coarse,ridge,中等,困难,6
within_coarse,semantic__ai_fine_functions,coarse,ridge,困难,简单,0
within_coarse,semantic__ai_fine_functions,coarse,ridge,困难,中等,0
within_coarse,semantic__ai_fine_functions,coarse,ridge,困难,困难,16
within_coarse,semantic__ai_fine_functions,global,knn,简单,简单,43
within_coarse,semantic__ai_fine_functions,global,knn,简单,中等,6
within_coarse,semantic__ai_fine_functions,global,knn,简单,困难,0
within_coarse,semantic__ai_fine_functions,global,knn,中等,简单,18
within_coarse,semantic__ai_fine_functions,global,knn,中等,中等,17
within_coarse,semantic__ai_fine_functions,global,knn,中等,困难,6
within_coarse,semantic__ai_fine_functions,global,knn,困难,简单,0
within_coarse,semantic__ai_fine_functions,global,knn,困难,中等,0
within_coarse,semantic__ai_fine_functions,global,knn,困难,困难,16
within_coarse,semantic__ai_fine_functions,global,ridge,简单,简单,49
within_coarse,semantic__ai_fine_functions,global,ridge,简单,中等,0
within_coarse,semantic__ai_fine_functions,global,ridge,简单,困难,0
within_coarse,semantic__ai_fine_functions,global,ridge,中等,简单,18
within_coarse,semantic__ai_fine_functions,global,ridge,中等,中等,17
within_coarse,semantic__ai_fine_functions,global,ridge,中等,困难,6
within_coarse,semantic__ai_fine_functions,global,ridge,困难,简单,0
within_coarse,semantic__ai_fine_functions,global,ridge,困难,中等,0
within_coarse,semantic__ai_fine_functions,global,ridge,困难,困难,16
within_coarse,semantic__ai_fine_functions,main,knn,简单,简单,43
within_coarse,semantic__ai_fine_functions,main,knn,简单,中等,6
within_coarse,semantic__ai_fine_functions,main,knn,简单,困难,0
within_coarse,semantic__ai_fine_functions,main,knn,中等,简单,18
within_coarse,semantic__ai_fine_functions,main,knn,中等,中等,17
within_coarse,semantic__ai_fine_functions,main,knn,中等,困难,6
within_coarse,semantic__ai_fine_functions,main,knn,困难,简单,0
within_coarse,semantic__ai_fine_functions,main,knn,困难,中等,0
within_coarse,semantic__ai_fine_functions,main,knn,困难,困难,16
within_coarse,semantic__ai_fine_functions,main,ridge,简单,简单,49
within_coarse,semantic__ai_fine_functions,main,ridge,简单,中等,0
within_coarse,semantic__ai_fine_functions,main,ridge,简单,困难,0
within_coarse,semantic__ai_fine_functions,main,ridge,中等,简单,18
within_coarse,semantic__ai_fine_functions,main,ridge,中等,中等,17
within_coarse,semantic__ai_fine_functions,main,ridge,中等,困难,6
within_coarse,semantic__ai_fine_functions,main,ridge,困难,简单,0
within_coarse,semantic__ai_fine_functions,main,ridge,困难,中等,0
within_coarse,semantic__ai_fine_functions,main,ridge,困难,困难,16
within_coarse,semantic__coarse,coarse,knn,简单,简单,49
within_coarse,semantic__coarse,coarse,knn,简单,中等,0
within_coarse,semantic__coarse,coarse,knn,简单,困难,0
within_coarse,semantic__coarse,coarse,knn,中等,简单,18
within_coarse,semantic__coarse,coarse,knn,中等,中等,17
within_coarse,semantic__coarse,coarse,knn,中等,困难,6
within_coarse,semantic__coarse,coarse,knn,困难,简单,0
within_coarse,semantic__coarse,coarse,knn,困难,中等,0
within_coarse,semantic__coarse,coarse,knn,困难,困难,16
within_coarse,semantic__coarse,coarse,ridge,简单,简单,49
within_coarse,semantic__coarse,coarse,ridge,简单,中等,0
within_coarse,semantic__coarse,coarse,ridge,简单,困难,0
within_coarse,semantic__coarse,coarse,ridge,中等,简单,18
within_coarse,semantic__coarse,coarse,ridge,中等,中等,17
within_coarse,semantic__coarse,coarse,ridge,中等,困难,6
within_coarse,semantic__coarse,coarse,ridge,困难,简单,0
within_coarse,semantic__coarse,coarse,ridge,困难,中等,0
within_coarse,semantic__coarse,coarse,ridge,困难,困难,16
within_coarse,semantic__coarse,global,knn,简单,简单,49
within_coarse,semantic__coarse,global,knn,简单,中等,0
within_coarse,semantic__coarse,global,knn,简单,困难,0
within_coarse,semantic__coarse,global,knn,中等,简单,18
within_coarse,semantic__coarse,global,knn,中等,中等,17
within_coarse,semantic__coarse,global,knn,中等,困难,6
within_coarse,semantic__coarse,global,knn,困难,简单,0
within_coarse,semantic__coarse,global,knn,困难,中等,0
within_coarse,semantic__coarse,global,knn,困难,困难,16
within_coarse,semantic__coarse,global,ridge,简单,简单,49
within_coarse,semantic__coarse,global,ridge,简单,中等,0
within_coarse,semantic__coarse,global,ridge,简单,困难,0
within_coarse,semantic__coarse,global,ridge,中等,简单,18
within_coarse,semantic__coarse,global,ridge,中等,中等,17
within_coarse,semantic__coarse,global,ridge,中等,困难,6
within_coarse,semantic__coarse,global,ridge,困难,简单,0
within_coarse,semantic__coarse,global,ridge,困难,中等,0
within_coarse,semantic__coarse,global,ridge,困难,困难,16
within_coarse,semantic__coarse,main,knn,简单,简单,49
within_coarse,semantic__coarse,main,knn,简单,中等,0
within_coarse,semantic__coarse,main,knn,简单,困难,0
within_coarse,semantic__coarse,main,knn,中等,简单,18
within_coarse,semantic__coarse,main,knn,中等,中等,17
within_coarse,semantic__coarse,main,knn,中等,困难,6
within_coarse,semantic__coarse,main,knn,困难,简单,0
within_coarse,semantic__coarse,main,knn,困难,中等,0
within_coarse,semantic__coarse,main,knn,困难,困难,16
within_coarse,semantic__coarse,main,ridge,简单,简单,49
within_coarse,semantic__coarse,main,ridge,简单,中等,0
within_coarse,semantic__coarse,main,ridge,简单,困难,0
within_coarse,semantic__coarse,main,ridge,中等,简单,18
within_coarse,semantic__coarse,main,ridge,中等,中等,17
within_coarse,semantic__coarse,main,ridge,中等,困难,6
within_coarse,semantic__coarse,main,ridge,困难,简单,0
within_coarse,semantic__coarse,main,ridge,困难,中等,0
within_coarse,semantic__coarse,main,ridge,困难,困难,16
within_coarse,semantic__main_keywords,coarse,knn,简单,简单,39
within_coarse,semantic__main_keywords,coarse,knn,简单,中等,10
within_coarse,semantic__main_keywords,coarse,knn,简单,困难,0
within_coarse,semantic__main_keywords,coarse,knn,中等,简单,18
within_coarse,semantic__main_keywords,coarse,knn,中等,中等,17
within_coarse,semantic__main_keywords,coarse,knn,中等,困难,6
within_coarse,semantic__main_keywords,coarse,knn,困难,简单,0
within_coarse,semantic__main_keywords,coarse,knn,困难,中等,0
within_coarse,semantic__main_keywords,coarse,knn,困难,困难,16
within_coarse,semantic__main_keywords,coarse,ridge,简单,简单,49
within_coarse,semantic__main_keywords,coarse,ridge,简单,中等,0
within_coarse,semantic__main_keywords,coarse,ridge,简单,困难,0
within_coarse,semantic__main_keywords,coarse,ridge,中等,简单,18
within_coarse,semantic__main_keywords,coarse,ridge,中等,中等,17
within_coarse,semantic__main_keywords,coarse,ridge,中等,困难,6
within_coarse,semantic__main_keywords,coarse,ridge,困难,简单,0
within_coarse,semantic__main_keywords,coarse,ridge,困难,中等,0
within_coarse,semantic__main_keywords,coarse,ridge,困难,困难,16
within_coarse,semantic__main_keywords,global,knn,简单,简单,39
within_coarse,semantic__main_keywords,global,knn,简单,中等,10
within_coarse,semantic__main_keywords,global,knn,简单,困难,0
within_coarse,semantic__main_keywords,global,knn,中等,简单,18
within_coarse,semantic__main_keywords,global,knn,中等,中等,17
within_coarse,semantic__main_keywords,global,knn,中等,困难,6
within_coarse,semantic__main_keywords,global,knn,困难,简单,0
within_coarse,semantic__main_keywords,global,knn,困难,中等,0
within_coarse,semantic__main_keywords,global,knn,困难,困难,16
within_coarse,semantic__main_keywords,global,ridge,简单,简单,49
within_coarse,semantic__main_keywords,global,ridge,简单,中等,0
within_coarse,semantic__main_keywords,global,ridge,简单,困难,0
within_coarse,semantic__main_keywords,global,ridge,中等,简单,18
within_coarse,semantic__main_keywords,global,ridge,中等,中等,17
within_coarse,semantic__main_keywords,global,ridge,中等,困难,6
within_coarse,semantic__main_keywords,global,ridge,困难,简单,0
within_coarse,semantic__main_keywords,global,ridge,困难,中等,0
within_coarse,semantic__main_keywords,global,ridge,困难,困难,16
within_coarse,semantic__main_keywords,main,knn,简单,简单,39
within_coarse,semantic__main_keywords,main,knn,简单,中等,10
within_coarse,semantic__main_keywords,main,knn,简单,困难,0
within_coarse,semantic__main_keywords,main,knn,中等,简单,18
within_coarse,semantic__main_keywords,main,knn,中等,中等,17
within_coarse,semantic__main_keywords,main,knn,中等,困难,6
within_coarse,semantic__main_keywords,main,knn,困难,简单,0
within_coarse,semantic__main_keywords,main,knn,困难,中等,0
within_coarse,semantic__main_keywords,main,knn,困难,困难,16
within_coarse,semantic__main_keywords,main,ridge,简单,简单,49
within_coarse,semantic__main_keywords,main,ridge,简单,中等,0
within_coarse,semantic__main_keywords,main,ridge,简单,困难,0
within_coarse,semantic__main_keywords,main,ridge,中等,简单,18
within_coarse,semantic__main_keywords,main,ridge,中等,中等,17
within_coarse,semantic__main_keywords,main,ridge,中等,困难,6
within_coarse,semantic__main_keywords,main,ridge,困难,简单,0
within_coarse,semantic__main_keywords,main,ridge,困难,中等,0
within_coarse,semantic__main_keywords,main,ridge,困难,困难,16
within_coarse,semantic__main_primary,coarse,knn,简单,简单,49
within_coarse,semantic__main_primary,coarse,knn,简单,中等,0
within_coarse,semantic__main_primary,coarse,knn,简单,困难,0
within_coarse,semantic__main_primary,coarse,knn,中等,简单,18
within_coarse,semantic__main_primary,coarse,knn,中等,中等,17
within_coarse,semantic__main_primary,coarse,knn,中等,困难,6
within_coarse,semantic__main_primary,coarse,knn,困难,简单,0
within_coarse,semantic__main_primary,coarse,knn,困难,中等,0
within_coarse,semantic__main_primary,coarse,knn,困难,困难,16
within_coarse,semantic__main_primary,coarse,ridge,简单,简单,49
within_coarse,semantic__main_primary,coarse,ridge,简单,中等,0
within_coarse,semantic__main_primary,coarse,ridge,简单,困难,0
within_coarse,semantic__main_primary,coarse,ridge,中等,简单,18
within_coarse,semantic__main_primary,coarse,ridge,中等,中等,17
within_coarse,semantic__main_primary,coarse,ridge,中等,困难,6
within_coarse,semantic__main_primary,coarse,ridge,困难,简单,0
within_coarse,semantic__main_primary,coarse,ridge,困难,中等,0
within_coarse,semantic__main_primary,coarse,ridge,困难,困难,16
within_coarse,semantic__main_primary,global,knn,简单,简单,49
within_coarse,semantic__main_primary,global,knn,简单,中等,0
within_coarse,semantic__main_primary,global,knn,简单,困难,0
within_coarse,semantic__main_primary,global,knn,中等,简单,18
within_coarse,semantic__main_primary,global,knn,中等,中等,17
within_coarse,semantic__main_primary,global,knn,中等,困难,6
within_coarse,semantic__main_primary,global,knn,困难,简单,0
within_coarse,semantic__main_primary,global,knn,困难,中等,0
within_coarse,semantic__main_primary,global,knn,困难,困难,16
within_coarse,semantic__main_primary,global,ridge,简单,简单,49
within_coarse,semantic__main_primary,global,ridge,简单,中等,0
within_coarse,semantic__main_primary,global,ridge,简单,困难,0
within_coarse,semantic__main_primary,global,ridge,中等,简单,18
within_coarse,semantic__main_primary,global,ridge,中等,中等,17
within_coarse,semantic__main_primary,global,ridge,中等,困难,6
within_coarse,semantic__main_primary,global,ridge,困难,简单,0
within_coarse,semantic__main_primary,global,ridge,困难,中等,0
within_coarse,semantic__main_primary,global,ridge,困难,困难,16
within_coarse,semantic__main_primary,main,knn,简单,简单,49
within_coarse,semantic__main_primary,main,knn,简单,中等,0
within_coarse,semantic__main_primary,main,knn,简单,困难,0
within_coarse,semantic__main_primary,main,knn,中等,简单,18
within_coarse,semantic__main_primary,main,knn,中等,中等,17
within_coarse,semantic__main_primary,main,knn,中等,困难,6
within_coarse,semantic__main_primary,main,knn,困难,简单,0
within_coarse,semantic__main_primary,main,knn,困难,中等,0
within_coarse,semantic__main_primary,main,knn,困难,困难,16
within_coarse,semantic__main_primary,main,ridge,简单,简单,49
within_coarse,semantic__main_primary,main,ridge,简单,中等,0
within_coarse,semantic__main_primary,main,ridge,简单,困难,0
within_coarse,semantic__main_primary,main,ridge,中等,简单,18
within_coarse,semantic__main_primary,main,ridge,中等,中等,17
within_coarse,semantic__main_primary,main,ridge,中等,困难,6
within_coarse,semantic__main_primary,main,ridge,困难,简单,0
within_coarse,semantic__main_primary,main,ridge,困难,中等,0
within_coarse,semantic__main_primary,main,ridge,困难,困难,16
within_coarse,semantic__main_text,coarse,knn,简单,简单,42
within_coarse,semantic__main_text,coarse,knn,简单,中等,7
within_coarse,semantic__main_text,coarse,knn,简单,困难,0
within_coarse,semantic__main_text,coarse,knn,中等,简单,18
within_coarse,semantic__main_text,coarse,knn,中等,中等,17
within_coarse,semantic__main_text,coarse,knn,中等,困难,6
within_coarse,semantic__main_text,coarse,knn,困难,简单,0
within_coarse,semantic__main_text,coarse,knn,困难,中等,1
within_coarse,semantic__main_text,coarse,knn,困难,困难,15
within_coarse,semantic__main_text,coarse,ridge,简单,简单,41
within_coarse,semantic__main_text,coarse,ridge,简单,中等,8
within_coarse,semantic__main_text,coarse,ridge,简单,困难,0
within_coarse,semantic__main_text,coarse,ridge,中等,简单,18
within_coarse,semantic__main_text,coarse,ridge,中等,中等,17
within_coarse,semantic__main_text,coarse,ridge,中等,困难,6
within_coarse,semantic__main_text,coarse,ridge,困难,简单,0
within_coarse,semantic__main_text,coarse,ridge,困难,中等,4
within_coarse,semantic__main_text,coarse,ridge,困难,困难,12
within_coarse,semantic__main_text,global,knn,简单,简单,42
within_coarse,semantic__main_text,global,knn,简单,中等,7
within_coarse,semantic__main_text,global,knn,简单,困难,0
within_coarse,semantic__main_text,global,knn,中等,简单,18
within_coarse,semantic__main_text,global,knn,中等,中等,17
within_coarse,semantic__main_text,global,knn,中等,困难,6
within_coarse,semantic__main_text,global,knn,困难,简单,0
within_coarse,semantic__main_text,global,knn,困难,中等,1
within_coarse,semantic__main_text,global,knn,困难,困难,15
within_coarse,semantic__main_text,global,ridge,简单,简单,41
within_coarse,semantic__main_text,global,ridge,简单,中等,8
within_coarse,semantic__main_text,global,ridge,简单,困难,0
within_coarse,semantic__main_text,global,ridge,中等,简单,18
within_coarse,semantic__main_text,global,ridge,中等,中等,17
within_coarse,semantic__main_text,global,ridge,中等,困难,6
within_coarse,semantic__main_text,global,ridge,困难,简单,0
within_coarse,semantic__main_text,global,ridge,困难,中等,4
within_coarse,semantic__main_text,global,ridge,困难,困难,12
within_coarse,semantic__main_text,main,knn,简单,简单,42
within_coarse,semantic__main_text,main,knn,简单,中等,7
within_coarse,semantic__main_text,main,knn,简单,困难,0
within_coarse,semantic__main_text,main,knn,中等,简单,18
within_coarse,semantic__main_text,main,knn,中等,中等,17
within_coarse,semantic__main_text,main,knn,中等,困难,6
within_coarse,semantic__main_text,main,knn,困难,简单,0
within_coarse,semantic__main_text,main,knn,困难,中等,1
within_coarse,semantic__main_text,main,knn,困难,困难,15
within_coarse,semantic__main_text,main,ridge,简单,简单,41
within_coarse,semantic__main_text,main,ridge,简单,中等,8
within_coarse,semantic__main_text,main,ridge,简单,困难,0
within_coarse,semantic__main_text,main,ridge,中等,简单,18
within_coarse,semantic__main_text,main,ridge,中等,中等,17
within_coarse,semantic__main_text,main,ridge,中等,困难,6
within_coarse,semantic__main_text,main,ridge,困难,简单,0
within_coarse,semantic__main_text,main,ridge,困难,中等,4
within_coarse,semantic__main_text,main,ridge,困难,困难,12
within_coarse,semantic__position_keywords,coarse,knn,简单,简单,42
within_coarse,semantic__position_keywords,coarse,knn,简单,中等,7
within_coarse,semantic__position_keywords,coarse,knn,简单,困难,0
within_coarse,semantic__position_keywords,coarse,knn,中等,简单,18
within_coarse,semantic__position_keywords,coarse,knn,中等,中等,17
within_coarse,semantic__position_keywords,coarse,knn,中等,困难,6
within_coarse,semantic__position_keywords,coarse,knn,困难,简单,0
within_coarse,semantic__position_keywords,coarse,knn,困难,中等,0
within_coarse,semantic__position_keywords,coarse,knn,困难,困难,16
within_coarse,semantic__position_keywords,coarse,ridge,简单,简单,49
within_coarse,semantic__position_keywords,coarse,ridge,简单,中等,0
within_coarse,semantic__position_keywords,coarse,ridge,简单,困难,0
within_coarse,semantic__position_keywords,coarse,ridge,中等,简单,18
within_coarse,semantic__position_keywords,coarse,ridge,中等,中等,17
within_coarse,semantic__position_keywords,coarse,ridge,中等,困难,6
within_coarse,semantic__position_keywords,coarse,ridge,困难,简单,0
within_coarse,semantic__position_keywords,coarse,ridge,困难,中等,0
within_coarse,semantic__position_keywords,coarse,ridge,困难,困难,16
within_coarse,semantic__position_keywords,global,knn,简单,简单,42
within_coarse,semantic__position_keywords,global,knn,简单,中等,7
within_coarse,semantic__position_keywords,global,knn,简单,困难,0
within_coarse,semantic__position_keywords,global,knn,中等,简单,18
within_coarse,semantic__position_keywords,global,knn,中等,中等,17
within_coarse,semantic__position_keywords,global,knn,中等,困难,6
within_coarse,semantic__position_keywords,global,knn,困难,简单,0
within_coarse,semantic__position_keywords,global,knn,困难,中等,0
within_coarse,semantic__position_keywords,global,knn,困难,困难,16
within_coarse,semantic__position_keywords,global,ridge,简单,简单,49
within_coarse,semantic__position_keywords,global,ridge,简单,中等,0
within_coarse,semantic__position_keywords,global,ridge,简单,困难,0
within_coarse,semantic__position_keywords,global,ridge,中等,简单,18
within_coarse,semantic__position_keywords,global,ridge,中等,中等,17
within_coarse,semantic__position_keywords,global,ridge,中等,困难,6
within_coarse,semantic__position_keywords,global,ridge,困难,简单,0
within_coarse,semantic__position_keywords,global,ridge,困难,中等,0
within_coarse,semantic__position_keywords,global,ridge,困难,困难,16
within_coarse,semantic__position_keywords,main,knn,简单,简单,42
within_coarse,semantic__position_keywords,main,knn,简单,中等,7
within_coarse,semantic__position_keywords,main,knn,简单,困难,0
within_coarse,semantic__position_keywords,main,knn,中等,简单,18
within_coarse,semantic__position_keywords,main,knn,中等,中等,17
within_coarse,semantic__position_keywords,main,knn,中等,困难,6
within_coarse,semantic__position_keywords,main,knn,困难,简单,0
within_coarse,semantic__position_keywords,main,knn,困难,中等,0
within_coarse,semantic__position_keywords,main,knn,困难,困难,16
within_coarse,semantic__position_keywords,main,ridge,简单,简单,49
within_coarse,semantic__position_keywords,main,ridge,简单,中等,0
within_coarse,semantic__position_keywords,main,ridge,简单,困难,0
within_coarse,semantic__position_keywords,main,ridge,中等,简单,18
within_coarse,semantic__position_keywords,main,ridge,中等,中等,17
within_coarse,semantic__position_keywords,main,ridge,中等,困难,6
within_coarse,semantic__position_keywords,main,ridge,困难,简单,0
within_coarse,semantic__position_keywords,main,ridge,困难,中等,0
within_coarse,semantic__position_keywords,main,ridge,困难,困难,16
within_coarse,semantic__traits,coarse,knn,简单,简单,49
within_coarse,semantic__traits,coarse,knn,简单,中等,0
within_coarse,semantic__traits,coarse,knn,简单,困难,0
within_coarse,semantic__traits,coarse,knn,中等,简单,18
within_coarse,semantic__traits,coarse,knn,中等,中等,17
within_coarse,semantic__traits,coarse,knn,中等,困难,6
within_coarse,semantic__traits,coarse,knn,困难,简单,0
within_coarse,semantic__traits,coarse,knn,困难,中等,0
within_coarse,semantic__traits,coarse,knn,困难,困难,16
within_coarse,semantic__traits,coarse,ridge,简单,简单,49
within_coarse,semantic__traits,coarse,ridge,简单,中等,0
within_coarse,semantic__traits,coarse,ridge,简单,困难,0
within_coarse,semantic__traits,coarse,ridge,中等,简单,18
within_coarse,semantic__traits,coarse,ridge,中等,中等,17
within_coarse,semantic__traits,coarse,ridge,中等,困难,6
within_coarse,semantic__traits,coarse,ridge,困难,简单,0
within_coarse,semantic__traits,coarse,ridge,困难,中等,0
within_coarse,semantic__traits,coarse,ridge,困难,困难,16
within_coarse,semantic__traits,global,knn,简单,简单,49
within_coarse,semantic__traits,global,knn,简单,中等,0
within_coarse,semantic__traits,global,knn,简单,困难,0
within_coarse,semantic__traits,global,knn,中等,简单,18
within_coarse,semantic__traits,global,knn,中等,中等,17
within_coarse,semantic__traits,global,knn,中等,困难,6
within_coarse,semantic__traits,global,knn,困难,简单,0
within_coarse,semantic__traits,global,knn,困难,中等,0
within_coarse,semantic__traits,global,knn,困难,困难,16
within_coarse,semantic__traits,global,ridge,简单,简单,49
within_coarse,semantic__traits,global,ridge,简单,中等,0
within_coarse,semantic__traits,global,ridge,简单,困难,0
within_coarse,semantic__traits,global,ridge,中等,简单,18
within_coarse,semantic__traits,global,ridge,中等,中等,17
within_coarse,semantic__traits,global,ridge,中等,困难,6
within_coarse,semantic__traits,global,ridge,困难,简单,0
within_coarse,semantic__traits,global,ridge,困难,中等,0
within_coarse,semantic__traits,global,ridge,困难,困难,16
within_coarse,semantic__traits,main,knn,简单,简单,49
within_coarse,semantic__traits,main,knn,简单,中等,0
within_coarse,semantic__traits,main,knn,简单,困难,0
within_coarse,semantic__traits,main,knn,中等,简单,18
within_coarse,semantic__traits,main,knn,中等,中等,17
