image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status,draft_grade,draft_reason,strict_process_grade,strict_process_reason,singleton_count_limit,valid_only,semantic_status,evidence_qualifier,nearby_cuts_evaluated,nearby_all_same_grade,nearby_grade_pattern,nearby_same_assigned_grade,user_final_grade,user_decision_reason,user_cluster_semantics,user_singleton_assessment
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,wc2JMjhGNzB,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0501821771156,4;1,0.2,1,1,0,1,0,False,1,200,5,0.795,4,0,False,0,False,0.795,False,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,0.795,True,1,3,0.475,False,0.925,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.475,False,0.925,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,3,0.475,False,0.925,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.475,0.475,0.475,0.22,0.196666666666,0.22,0,0.241,0,简单,"{""note"": ""这个有部分人可能把门口的空间进行标注,现有数据支持这一点,所以需要补充一些标注看情况,补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee"", ""number"": 3, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""这个有部分人可能把门口的空间进行标注,现有数据支持这一点,所以需要补充一些标注看情况,补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卧室,sleep,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,wc2JMjhGNzB,0.1,5,0,0,0,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.7,0.0642769754003,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1,200,5,0,,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.555,4,0.09,False,0.27,False,0.555,False,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,4,0.09,False,0.27,False,0.555,False,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,4,0.09,False,0.27,False,0.555,False,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0.555,True,0,0.09,0.09,0.09,0.635,0.696666666667,0.39,0,0.484,0.33,,,,,,,,,limited_horizon_or_order_sensitive,0,0,储藏与家务辅助,sleep,unresolved:wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,not_in_supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,wc2JMjhGNzB,0.1,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.0357936424309,24,0,1,0,0,1,0,False,1,200,24,1,2,0.67,False,0.84,False,0.94,False,0.97,False,0.975,False,0.98,False,0.99,False,1,False,1,False,1,False,1,False,1,False,1,2,0.76,False,0.895,False,0.96,False,0.985,False,0.99,False,0.99,False,0.99,False,1,False,1,False,1,False,1,False,1,False,1,2,0.76,False,0.895,False,0.96,False,0.985,False,0.99,False,0.99,False,0.99,False,1,False,1,False,1,False,1,False,1,False,1,2,0.76,False,0.895,False,0.96,False,0.985,False,0.99,False,0.99,False,0.99,False,1,False,1,False,1,False,1,False,1,False,1,1,1,1,0,0,0,0,0,0,简单,"{""note"": """"}","{""group"": ""G207"", ""image_id"": ""wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31"", ""number"": 15, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G207,"简单,但是semi的数据看看怎么去使用比较好",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,assigned_observed_early,1,1,复合／待定,empty,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,3,False,not_adjudicated,none_of_these_flags,3,False,medium_candidate;simple_candidate;simple_candidate,False,,,,
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,wc2JMjhGNzB,0.1,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.0333776225288,24,0,1,0,0,1,0,False,1,200,24,1,10,0.07,False,0.09,False,0.125,False,0.19,False,0.21,False,0.3,False,0.36,False,0.53,False,0.66,False,0.875,False,0.97,False,0.995,False,1,7,0.185,False,0.225,False,0.295,False,0.34,False,0.455,False,0.55,False,0.595,False,0.72,False,0.84,False,0.99,False,1,False,1,False,1,7,0.185,False,0.225,False,0.295,False,0.34,False,0.455,False,0.55,False,0.595,False,0.72,False,0.84,False,0.99,False,1,False,1,False,1,7,0.185,False,0.225,False,0.295,False,0.34,False,0.455,False,0.55,False,0.595,False,0.72,False,0.84,False,0.99,False,1,False,1,False,1,1,1,1,0,0,0,0,0,0,,,,,,,,medium,assigned_observed_later,1,1,卧室,sleep,supported_component:wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,overlap_with_pending_or_unsupported,,order_partition_or_count_boundary,,order_partition_or_count_boundary,3,False,not_adjudicated,none_of_these_flags,,,,,,,,
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,wc2JMjhGNzB,0.1,24,0,0,0,24,2,2,0,1,0,1,0.916666666667,1.18032786885,0.413816850304,0,0.0240982995575,22;2,0,1,0,0,0.958498023715,0.954545454545,True,1,200,24,0.885,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.075,False,0.21,False,0.415,False,0.51,False,0.885,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.075,False,0.21,False,0.415,False,0.51,False,0.885,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.035,False,0.075,False,0.21,False,0.415,False,0.51,False,0.885,19,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.035,False,0.075,False,0.21,False,0.415,False,0.51,False,0.655,0.655,0.655,0.655,0,0,0,0.00792354311533,0.0425,0.0425,,,,,,,,,stable_outside_three_tier_limits,0.54,0.88,通行与连接,circulation,supported_component:wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,False,medium_candidate;medium_candidate;,False,,,,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,wc2JMjhGNzB,0.1,6,0,0,0,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.866666666667,0,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1,200,6,0,,0,False,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.68,4,0.105,False,0.185,False,0.42,False,0.68,False,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,4,0.105,False,0.185,False,0.42,False,0.68,False,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,4,0.105,False,0.185,False,0.42,False,0.68,False,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0.68,True,0,0.185,0.185,0.185,0.71,0.728333333334,0.4125,0,0.396666666666,0.195,困难,"{""note"": """"}","{""group"": ""G202"", ""image_id"": ""wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd"", ""number"": 26, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""16–20人"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G202,"这房间较难,如果不忽略凸起的墙体,是比较难标的,历史标注中歧义也有. 我这里采用保守估计人手,可以后续追加",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卫浴,bathroom,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,3,True,;;,False,,,,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,wc2JMjhGNzB,0.1,6,0,0,0,6,5,1,4,1,0.666666666667,0.333333333333,0.333333333333,4.5,2.25162916739,0.933333333333,0.0176256974993,2;1;1;1;1,0.666666666667,0.393939393939,4,0,1,0,False,1,200,6,0,,0,False,0,False,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.655,4,0.075,False,0.255,False,0.455,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,4,0.075,False,0.255,False,0.455,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,4,0.075,False,0.255,False,0.455,False,0.655,False,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0.655,True,0,0.255,0.255,0.255,0.7275,0.751666666667,0.7275,0,0.405,0.175,,,,,,,,,limited_horizon_or_order_sensitive,0,0,卧室,sleep,supported_component:wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b,supported_component,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,semi,wc2JMjhGNzB,0.1,4,0,0,0,4,1,1,0,0,0,1,1,1,-0,0,0.048236674243,4,0,1,0,0,1,0,False,1,200,4,1,2,0.84,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.84,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.84,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.84,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0.84,0.84,0.84,0.84,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,卧室,sleep,supported_component:wc2JMjhGNzB_026ce91a981c4de3bb9fd2daeb99ec2b,supported_component,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,wc2JMjhGNzB,0.1,24,0,0,0,24,2,1,1,0,0.0416666666667,0.958333333333,0.958333333333,1.08679245283,0.249882292833,0,0.0198287474,23;1,0.0416666666667,1,1,0,1,0,False,1,200,24,0.95,12,0,False,0,False,0,False,0,False,0,False,0,False,0.325,False,0.415,False,0.49,False,0.62,False,0.75,False,0.775,False,1,2,0.905,False,0.995,False,0.995,False,0.995,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.905,False,0.995,False,0.995,False,0.995,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.905,False,0.995,False,0.995,False,0.995,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,0.865,1,1,1,0.0416666666668,0.04125,0,0,0.0416666666667,0,简单,"{""note"": """"}","{""group"": ""G207"", ""image_id"": ""wc2JMjhGNzB_77962388887942148ee65c2892600e02"", ""number"": 40, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""简单"", ""note"": """", ""legacy_review"": null}",G207,"简单,但是semi的数据看看怎么去使用比较好",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,stable_outside_three_tier_limits,0.75,0.97,复合／待定,empty,supported_component:wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,overlap_with_pending_or_unsupported,,order_partition_or_count_boundary,,order_partition_or_count_boundary,3,False,not_adjudicated,none_of_these_flags,3,True,;;,False,,,,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,manual,wc2JMjhGNzB,0.1,7,0,0,0,7,2,2,0,1,0,1,0.714285714286,1.68965517241,0.863120568567,0.47619047619,0.048613116923,5;2,0,1,0,0,1,0,False,2,200,7,0.565,6,0,False,0,False,0,False,0,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,6,0,False,0,False,0,False,0,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,5,0,False,0,False,0,False,0.315,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,5,0,False,0,False,0,False,0.315,False,0.565,False,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0.565,True,0,0,0,0,0.0375,0.08125,0.0375,0,0.176666666666,0.176666666666,,,,,,,,,limited_horizon_or_order_sensitive,0.61,0.61,无法判断,empty,supported_component:wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,1,False,requires_local_review,short_observed_pool,,,,,,,,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,semi,wc2JMjhGNzB,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0212795173415,4;1,0.2,1,1,0,1,0,False,1,200,5,0.81,4,0,False,0,False,0.81,False,0.81,True,0.81,True,0.81,True,0.81,True,0.81,True,0.81,True,0.81,True,0.81,True,0.81,True,1,2,0.52,False,0.895,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.52,False,0.895,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.52,False,0.895,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.52,0.52,0.52,0.21,0.203333333333,0.21,0,0.239,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,无法判断,empty,supported_component:wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,wc2JMjhGNzB,0.1,23,0,0,0,23,10,6,4,2,0.173913043478,0.826086956522,0.217391304348,7.45070422535,3.08358737002,0.810276679842,0.0544623271061,5;4;3;3;2;2;1;1;1;1,0.173913043478,0.833648393195,4,0,1,0,False,5,200,23,0.595,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.03,False,0.745,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.115,False,0.2,False,0.745,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.18,False,0.285,False,0.745,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.19,False,0.3,False,0.175,0.385,0.45,0.45,0.210833333333,0.241666666667,0.0108333333334,0,0.269703557312,0.213034043442,困难,"{""note"": """"}","{""group"": ""G202"", ""image_id"": ""wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6"", ""number"": 53, ""selection"": ""采用"", ""collection"": ""仅复用历史"", ""role"": ""待定"", ""target_band"": ""未定"", ""difficulty"": ""困难"", ""note"": """", ""legacy_review"": null}",G202,"这房间较难,如果不忽略凸起的墙体,是比较难标的,历史标注中歧义也有. 我这里采用保守估计人手,可以后续追加",metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,singleton_support_unresolved,0,0,卫浴,bathroom,supported_component:wc2JMjhGNzB_02bbd23673904a6980dc0e22b11c6a35,supported_component,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,difficult_candidate,many_total_clusters_many_singletons_and_observed_late_change,3,False,requires_local_review,none_of_these_flags,3,False,difficult_candidate;difficult_candidate;,False,,,,
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,manual,wc2JMjhGNzB,0.1,5,0,1,0,5,1,1,0,0,0,1,1,1,-0,0,0.0694818849504,5,0,1,0,0,1,0,False,1,200,5,1,3,0.475,False,0.795,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.505,False,0.795,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.505,False,0.795,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.505,False,0.795,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0.475,0.505,0.505,0.505,0,0,0,0,0,0,简单,"{""note"": ""补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""number"": 54, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,simple,assigned_observed_early,1,1,卧室,sleep,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,simple_candidate,early_full_pattern_stable_in_observed_valid_pool,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,semi,wc2JMjhGNzB,0.1,4,0,0,0,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.0644490772723,2;1;1,0.5,0.625,1,1,1,0,False,1,200,4,0,,0,False,0,False,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0,True,0.515,3,0.2,False,0.515,False,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,3,0.2,False,0.515,False,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,3,0.2,False,0.515,False,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0.515,True,0,0.2,0.2,0.2,0.265,0.3275,0.265,0.0916666666666,0.3425,0.17,简单,"{""note"": ""补到12人""}","{""group"": ""G205"", ""image_id"": ""wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc"", ""number"": 54, ""selection"": ""采用"", ""collection"": ""需要新增标注"", ""role"": ""待定"", ""target_band"": ""9–15人"", ""difficulty"": ""简单"", ""note"": ""补到12人"", ""legacy_review"": null}",G205,,metadata/spatial_history.jsonl.gz#/latest_selection_record,independent contrast only; never tiers or predictors,,limited_horizon_or_order_sensitive,0,0,卧室,sleep,supported_component:wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,overlap_with_pending_or_unsupported,,short_horizon_or_unconfirmed_multi_pattern,,short_horizon_or_unconfirmed_multi_pattern,1,False,not_adjudicated,short_observed_pool,,,,,,,,
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,semi,wc2JMjhGNzB,0.1,24,1,0,0,23,5,4,1,2,0.0434782608696,0.95652173913,0.565217391304,2.60591133005,1.75332905126,0.644268774704,0.035496312588,13;5;2;2;1,0.0434782608696,0.963210702341,1,0,1,0,False,4,200,23,0.78,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.18,False,0.315,False,0.8,20,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.03,False,0.275,False,0.395,False,0.8,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.095,False,0.305,False,0.405,False,0.8,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.12,False,0.305,False,0.405,False,0.415,0.5,0.505,0.505,0.0650000000001,0.0891666666667,0.0650000000001,0,0.150079051383,0.131318181818,,,,,,,,,invalid_response_evidence,0,0,厨房与用餐,dining,supported_component:wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,True,requires_local_review,none_of_these_flags,3,False,;medium_candidate;medium_candidate,False,,,,
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,manual,wc2JMjhGNzB,0.1,24,0,0,0,24,3,2,1,0,0.0416666666667,0.958333333333,0.5,2.16541353383,1.20690842515,0.0833333333333,0.0362336963783,12;11;1,0.0416666666667,1,1,0,0.992361111111,0.80303030303,True,1,200,24,0.88,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.035,False,0.16,False,0.365,False,0.46,False,1,15,0,False,0,False,0,False,0.005,False,0.01,False,0.075,False,0.09,False,0.185,False,0.31,False,0.54,False,0.77,False,0.87,False,1,11,0,False,0,False,0.055,False,0.08,False,0.125,False,0.22,False,0.33,False,0.48,False,0.63,False,0.84,False,0.96,False,0.97,False,1,9,0,False,0,False,0.065,False,0.11,False,0.18,False,0.315,False,0.43,False,0.605,False,0.75,False,0.88,False,0.965,False,0.97,False,0.64,0.98,0.98,0.98,0.0341666666667,0.0429166666666,0.0341666666667,0.00900977237392,0.100416666667,0.0833777997365,,,,,,,,,stable_outside_three_tier_limits,0.43,0.89,卫浴,bathroom,supported_component:wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,overlap_with_pending_or_unsupported,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,medium_candidate,supported_core_cumulative_stability_passed,3,False,requires_local_review,weak_same_point_cluster_separation,3,True,medium_candidate;medium_candidate;medium_candidate,True,,,,
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,manual,wc2JMjhGNzB,0.1,23,0,0,0,23,3,2,1,0,0.0434782608696,0.95652173913,0.652173913043,1.92363636364,1.1211774609,0.0869565217391,0.041195218516,15;7;1,0.0434782608696,1,1,0,0.947736188297,0.809523809524,True,1,200,23,0.81,19,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.02,False,0.145,False,0.39,False,0.475,False,0.91,17,0,False,0,False,0,False,0,False,0,False,0,False,0.005,False,0.02,False,0.095,False,0.32,False,0.62,False,0.7,False,0.91,16,0,False,0,False,0,False,0,False,0,False,0,False,0.015,False,0.03,False,0.13,False,0.375,False,0.625,False,0.7,False,0.91,16,0,False,0,False,0,False,0,False,0,False,0,False,0.03,False,0.065,False,0.14,False,0.38,False,0.625,False,0.7,False,0.58,0.795,0.795,0.795,0.0458333333334,0.0475,0.0458333333334,0.0379067376552,0.106877470356,0.0870454545455,,,,,,,,,stable_outside_three_tier_limits,0.54,0.88,储藏与家务辅助,empty,unresolved:wc2JMjhGNzB_dda6efcba51c40de8552408953719515,not_in_supported_component,medium_candidate,supported_clusters_repeat;proportion_stability_reported_separately,,few_reproducible_clusters_but_process_not_confirmed,3,False,requires_local_review,weak_same_point_cluster_separation,3,False,;medium_candidate;medium_candidate,False,,,,
