image_id,condition,k,grade,n_valid,cut
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,8,,1,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,2,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,3,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,4,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,5,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,6,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,7,,2,0.1
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,8,,2,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,2,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,3,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,4,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,5,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,6,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,7,,3,0.1
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,8,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,2,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,3,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,4,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,5,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,6,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,7,,3,0.1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,8,,3,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,2,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,3,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,4,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,5,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,7,,6,0.1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,8,,6,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,2,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,3,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,4,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,5,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,6,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,7,,1,0.1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,8,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,2,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,3,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,4,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,5,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,6,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,7,,1,0.1
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,8,,1,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,2,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,3,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,4,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,5,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,6,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,7,,2,0.1
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,8,,2,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,2,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,3,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,4,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,5,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,6,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,7,,1,0.1
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,8,,1,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,2,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,3,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,4,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,5,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,6,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,7,,2,0.1
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,8,,2,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,2,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,3,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,4,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,5,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,6,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,7,,1,0.1
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,8,,1,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,2,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,3,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,4,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,5,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,6,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,7,,4,0.1
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,8,,4,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,2,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,3,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,4,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,5,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,6,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,7,,2,0.1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,8,,2,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,2,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,3,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,4,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,5,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,6,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,7,,1,0.1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,8,,1,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,2,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,3,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,4,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,5,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,6,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,7,medium_candidate,4,0.1
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,8,medium_candidate,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,2,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,3,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,4,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,5,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,6,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,7,,4,0.1
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,8,,4,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,2,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,3,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,4,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,5,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,6,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,7,,1,0.1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,8,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,2,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,3,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,4,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,5,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,6,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,7,,1,0.1
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,8,,1,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,2,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,3,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,4,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,5,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,6,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,7,,3,0.1
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,8,,3,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,2,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,3,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,4,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,5,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,6,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,7,simple_candidate,6,0.1
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,8,simple_candidate,6,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,2,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,3,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,4,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,5,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,6,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,7,,1,0.1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,8,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,2,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,3,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,4,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,5,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,6,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,7,,1,0.1
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,8,,1,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,2,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,3,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,4,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,5,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,6,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,7,,3,0.1
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,8,,3,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,2,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,3,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,4,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,5,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,6,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,7,simple_candidate,5,0.1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,8,simple_candidate,5,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,2,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,3,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,4,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,5,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,6,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,7,,2,0.1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,8,,2,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,2,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,3,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,4,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,5,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,6,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,7,difficult_candidate,19,0.1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,8,difficult_candidate,19,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,2,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,3,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,4,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,5,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,6,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,7,,2,0.1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,8,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,2,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,3,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,4,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,5,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,6,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,7,,2,0.1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,8,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,2,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,3,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,4,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,5,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,6,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,7,,2,0.1
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,8,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,2,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,3,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,4,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,5,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,6,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,7,,2,0.1
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,8,,2,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,2,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,3,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,4,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,5,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,6,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,7,,1,0.1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,8,,1,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,2,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,3,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,4,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,5,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,6,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,7,,2,0.1
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,8,,2,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,2,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,3,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,4,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,5,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,6,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,7,,3,0.1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,8,,3,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,2,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,3,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,4,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,5,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,6,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,7,,1,0.1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,8,,1,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,3,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,4,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,5,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,6,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,7,,6,0.1
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,8,,6,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,2,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,3,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,4,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,5,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,6,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,7,,3,0.1
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,8,,3,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,2,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,3,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,4,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,5,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,6,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,7,,1,0.1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,8,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,2,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,3,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,4,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,5,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,6,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,7,,1,0.1
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,8,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,2,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,3,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,4,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,5,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,6,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,7,,1,0.1
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,8,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,2,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,3,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,4,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,5,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,6,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,7,,1,0.1
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,8,,1,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,2,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,3,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,4,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,5,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,6,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,7,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,8,,5,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,2,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,3,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,4,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,5,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,6,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,7,,4,0.1
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,8,,4,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,2,,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,3,simple_candidate,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,4,simple_candidate,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,5,simple_candidate,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,6,simple_candidate,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,7,simple_candidate,24,0.1
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,8,simple_candidate,24,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,2,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,3,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,4,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,5,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,6,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,7,,5,0.1
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,8,,5,0.1
