base_task_id,building_id,cluster_count,cluster_worker_memberships_json,condition,cutoff,fixed_support_annotation_ids_json,partition_status,pointwise_correspondence_required,second_cluster_support,stage,strict_support,structure_status
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,,[],manual,0.97,"[""069c8d013f9ff384"", ""08589c3af25a8b0d"", ""19e349a755afd389"", ""1afc429f5faf7c65"", ""2498d239ddfc8870"", ""285a5ac1de5efeac"", ""317410f693c7379d"", ""3f5307c8e24eadb4"", ""5658951cb26b6a74"", ""5d4b529359890ec3"", ""80fbe67225c21eb2"", ""84737c49b7cb43cb"", ""883cd9a83e580954"", ""9296d36ebe81d569"", ""941c0898a57d3f1a"", ""94914c8bd46805c9"", ""9ddd4523d7b7906f"", ""abffbe9ff5e5e049"", ""b5310b5a5c856240"", ""c1e19602fd26903e"", ""d6563b79ad01a3ad"", ""e37769f9a2907705"", ""e944c8e11ed36c40"", ""f6377d1bf3f1d93a"", ""ffabc19f537baebf""]",not_evaluable,True,0,P1,25,not_evaluable
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,4,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""27""], [""32""], [""19""]]",manual,0.93,"[""08273d75b652c174"", ""0bbfe0599bf5bc91"", ""0bc46f1a3b806213"", ""11bfb64ccd2445aa"", ""1712a484cb125952"", ""1b1c8090db93570b"", ""1ca02860b4a7e7d2"", ""24e4fbb4ada90859"", ""28c293e3f02cd5e8"", ""2cb4cd43495e4462"", ""32708a527ceab167"", ""35106d58264638aa"", ""474b1e7bf36766ad"", ""6c5856c1f7aa16d9"", ""765e8580e5786a73"", ""825fe47e013bea16"", ""9b37138fe91ff43e"", ""aba22d3e3811e1e8"", ""acdca7ecab43b62d"", ""aeaf2ad30c3fe9b9"", ""cc489ed26e6a6e97"", ""d1d8b27617cb0ec5"", ""e9fe122a6030b153"", ""ecac5ea3edb46be8"", ""edcd6c71a1b268da""]",unique,True,1,P1,25,dominant_with_dissent
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,4,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""27""], [""32""], [""19""]]",manual,0.95,"[""08273d75b652c174"", ""0bbfe0599bf5bc91"", ""0bc46f1a3b806213"", ""11bfb64ccd2445aa"", ""1712a484cb125952"", ""1b1c8090db93570b"", ""1ca02860b4a7e7d2"", ""24e4fbb4ada90859"", ""28c293e3f02cd5e8"", ""2cb4cd43495e4462"", ""32708a527ceab167"", ""35106d58264638aa"", ""474b1e7bf36766ad"", ""6c5856c1f7aa16d9"", ""765e8580e5786a73"", ""825fe47e013bea16"", ""9b37138fe91ff43e"", ""aba22d3e3811e1e8"", ""acdca7ecab43b62d"", ""aeaf2ad30c3fe9b9"", ""cc489ed26e6a6e97"", ""d1d8b27617cb0ec5"", ""e9fe122a6030b153"", ""ecac5ea3edb46be8"", ""edcd6c71a1b268da""]",unique,True,1,P1,25,dominant_with_dissent
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,6,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""6"", ""8""], [""28""], [""37""], [""27""], [""32""], [""19""]]",manual,0.97,"[""08273d75b652c174"", ""0bbfe0599bf5bc91"", ""0bc46f1a3b806213"", ""11bfb64ccd2445aa"", ""1712a484cb125952"", ""1b1c8090db93570b"", ""1ca02860b4a7e7d2"", ""24e4fbb4ada90859"", ""28c293e3f02cd5e8"", ""2cb4cd43495e4462"", ""32708a527ceab167"", ""35106d58264638aa"", ""474b1e7bf36766ad"", ""6c5856c1f7aa16d9"", ""765e8580e5786a73"", ""825fe47e013bea16"", ""9b37138fe91ff43e"", ""aba22d3e3811e1e8"", ""acdca7ecab43b62d"", ""aeaf2ad30c3fe9b9"", ""cc489ed26e6a6e97"", ""d1d8b27617cb0ec5"", ""e9fe122a6030b153"", ""ecac5ea3edb46be8"", ""edcd6c71a1b268da""]",unique,True,1,P1,25,dominant_with_dissent
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,3,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""36"", ""37"", ""6"", ""8""], [""19""], [""35""]]",manual,0.93,"[""01e195ec3ec5f727"", ""0b683b9145a1499d"", ""0fb974eb2f3144ee"", ""1707cddacfb80ad2"", ""1b1242219c2a6b5a"", ""1ca216a593ef9439"", ""1e6add292cbf2f86"", ""2204ad06a7cf0671"", ""2d11509a2a34dd12"", ""35bcb2e3bb463fbe"", ""3fa5ce5607ee297c"", ""5e47fb68e3f9fb49"", ""5f299b513566ad1a"", ""6c11bfc31b800170"", ""8432135564249be4"", ""86c80ddc2433f7df"", ""8e684346a4358fa7"", ""8f088bc3d38ce05a"", ""97049183eb982350"", ""ae126ae09cc9ca1f"", ""b0116da2af71a4ec"", ""b3865e9a7310a075"", ""be5cbd7a2c3bc0a5"", ""d366bcd1ee684385"", ""e0aef323a89f86e9""]",unique,True,1,P1,25,dominant_with_dissent
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,3,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""36"", ""37"", ""6"", ""8""], [""19""], [""35""]]",manual,0.95,"[""01e195ec3ec5f727"", ""0b683b9145a1499d"", ""0fb974eb2f3144ee"", ""1707cddacfb80ad2"", ""1b1242219c2a6b5a"", ""1ca216a593ef9439"", ""1e6add292cbf2f86"", ""2204ad06a7cf0671"", ""2d11509a2a34dd12"", ""35bcb2e3bb463fbe"", ""3fa5ce5607ee297c"", ""5e47fb68e3f9fb49"", ""5f299b513566ad1a"", ""6c11bfc31b800170"", ""8432135564249be4"", ""86c80ddc2433f7df"", ""8e684346a4358fa7"", ""8f088bc3d38ce05a"", ""97049183eb982350"", ""ae126ae09cc9ca1f"", ""b0116da2af71a4ec"", ""b3865e9a7310a075"", ""be5cbd7a2c3bc0a5"", ""d366bcd1ee684385"", ""e0aef323a89f86e9""]",unique,True,1,P1,25,dominant_with_dissent
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,3,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""36"", ""37"", ""6"", ""8""], [""19""], [""35""]]",manual,0.97,"[""01e195ec3ec5f727"", ""0b683b9145a1499d"", ""0fb974eb2f3144ee"", ""1707cddacfb80ad2"", ""1b1242219c2a6b5a"", ""1ca216a593ef9439"", ""1e6add292cbf2f86"", ""2204ad06a7cf0671"", ""2d11509a2a34dd12"", ""35bcb2e3bb463fbe"", ""3fa5ce5607ee297c"", ""5e47fb68e3f9fb49"", ""5f299b513566ad1a"", ""6c11bfc31b800170"", ""8432135564249be4"", ""86c80ddc2433f7df"", ""8e684346a4358fa7"", ""8f088bc3d38ce05a"", ""97049183eb982350"", ""ae126ae09cc9ca1f"", ""b0116da2af71a4ec"", ""b3865e9a7310a075"", ""be5cbd7a2c3bc0a5"", ""d366bcd1ee684385"", ""e0aef323a89f86e9""]",unique,True,1,P1,25,dominant_with_dissent
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.93,"[""14fd2cc7ba5cecd1"", ""2d417fac9115ecf1"", ""38c831d7706e9046"", ""41f3d9bdae59e491"", ""4c4912b0914f2ee7"", ""718f9a7977eee15c"", ""71c3fbe3be68835e"", ""770a076dd37bf7a2"", ""7afc4772ffea5f6e"", ""7b3dcabd7dc4a947"", ""82cd729ad5975e4a"", ""841caf4abb7eaa52"", ""842c3091ac075c7f"", ""8646037ff7da90bd"", ""98f2bdce782afe53"", ""99856c3553ce2669"", ""a68bd1f57ea06d4c"", ""b39330c925be7bca"", ""b92cd1db2b605d45"", ""d6079c1a5e69171f"", ""dd12b2d997381039"", ""e8abf5fd61098d96"", ""f06d4161c6ebe577"", ""f88ad9a4b345473b""]",unique,True,0,P1,24,unimodal
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.95,"[""14fd2cc7ba5cecd1"", ""2d417fac9115ecf1"", ""38c831d7706e9046"", ""41f3d9bdae59e491"", ""4c4912b0914f2ee7"", ""718f9a7977eee15c"", ""71c3fbe3be68835e"", ""770a076dd37bf7a2"", ""7afc4772ffea5f6e"", ""7b3dcabd7dc4a947"", ""82cd729ad5975e4a"", ""841caf4abb7eaa52"", ""842c3091ac075c7f"", ""8646037ff7da90bd"", ""98f2bdce782afe53"", ""99856c3553ce2669"", ""a68bd1f57ea06d4c"", ""b39330c925be7bca"", ""b92cd1db2b605d45"", ""d6079c1a5e69171f"", ""dd12b2d997381039"", ""e8abf5fd61098d96"", ""f06d4161c6ebe577"", ""f88ad9a4b345473b""]",unique,True,0,P1,24,unimodal
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,1,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""]]",manual,0.97,"[""14fd2cc7ba5cecd1"", ""2d417fac9115ecf1"", ""38c831d7706e9046"", ""41f3d9bdae59e491"", ""4c4912b0914f2ee7"", ""718f9a7977eee15c"", ""71c3fbe3be68835e"", ""770a076dd37bf7a2"", ""7afc4772ffea5f6e"", ""7b3dcabd7dc4a947"", ""82cd729ad5975e4a"", ""841caf4abb7eaa52"", ""842c3091ac075c7f"", ""8646037ff7da90bd"", ""98f2bdce782afe53"", ""99856c3553ce2669"", ""a68bd1f57ea06d4c"", ""b39330c925be7bca"", ""b92cd1db2b605d45"", ""d6079c1a5e69171f"", ""dd12b2d997381039"", ""e8abf5fd61098d96"", ""f06d4161c6ebe577"", ""f88ad9a4b345473b""]",unique,True,0,P1,24,unimodal
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""32""]]",manual,0.93,"[""04402852e137134a"", ""07295986e75ee411"", ""0f472f196824d00e"", ""142dfc3f9b37cb3a"", ""21d64fd644d36dc1"", ""2465e9f86fa1749d"", ""39b76bef6310a8de"", ""3bb306297047e08a"", ""418f3b1d89b36db3"", ""44e202efdaaa1086"", ""4772c8f425d3b5bc"", ""647faae2aa06a545"", ""6748e788317900ca"", ""6d5bfd0e6ab9e18e"", ""6ebc8dfc41b13c26"", ""8b13b6ce6d4038a5"", ""8b3d88c46980bf67"", ""9f011df25dac7cb9"", ""b2d31089375e1c21"", ""b56fb0f8553a75cf"", ""c17faf5a48e89320"", ""cd1c84f77a0c7939"", ""e159a8e6dc000639"", ""e62338b4626f0c8a""]",unique,True,1,P1,24,dominant_with_dissent
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""32""]]",manual,0.95,"[""04402852e137134a"", ""07295986e75ee411"", ""0f472f196824d00e"", ""142dfc3f9b37cb3a"", ""21d64fd644d36dc1"", ""2465e9f86fa1749d"", ""39b76bef6310a8de"", ""3bb306297047e08a"", ""418f3b1d89b36db3"", ""44e202efdaaa1086"", ""4772c8f425d3b5bc"", ""647faae2aa06a545"", ""6748e788317900ca"", ""6d5bfd0e6ab9e18e"", ""6ebc8dfc41b13c26"", ""8b13b6ce6d4038a5"", ""8b3d88c46980bf67"", ""9f011df25dac7cb9"", ""b2d31089375e1c21"", ""b56fb0f8553a75cf"", ""c17faf5a48e89320"", ""cd1c84f77a0c7939"", ""e159a8e6dc000639"", ""e62338b4626f0c8a""]",unique,True,1,P1,24,dominant_with_dissent
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,,[],manual,0.97,"[""04402852e137134a"", ""07295986e75ee411"", ""0f472f196824d00e"", ""142dfc3f9b37cb3a"", ""21d64fd644d36dc1"", ""2465e9f86fa1749d"", ""39b76bef6310a8de"", ""3bb306297047e08a"", ""418f3b1d89b36db3"", ""44e202efdaaa1086"", ""4772c8f425d3b5bc"", ""647faae2aa06a545"", ""6748e788317900ca"", ""6d5bfd0e6ab9e18e"", ""6ebc8dfc41b13c26"", ""8b13b6ce6d4038a5"", ""8b3d88c46980bf67"", ""9f011df25dac7cb9"", ""b2d31089375e1c21"", ""b56fb0f8553a75cf"", ""c17faf5a48e89320"", ""cd1c84f77a0c7939"", ""e159a8e6dc000639"", ""e62338b4626f0c8a""]",not_evaluable,True,0,P1,24,not_evaluable
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,4,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""18"", ""2"", ""21"", ""27"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""6"", ""8""], [""17""], [""37""], [""28""]]",manual,0.93,"[""04f3914eba8431cf"", ""05d46cc3f94689c9"", ""11fd9f274cd93897"", ""2c1bffcf13c7df13"", ""2e2eab60b2d63268"", ""2e8c554ea9e95aff"", ""30372dbccd1a586f"", ""5bf8c2e0f81a9c55"", ""6ba0a04969949b56"", ""6dc291d26b23c7a0"", ""6fa6d51306c03bbc"", ""7868a55c4ce8d574"", ""7bff8374d694912a"", ""83002b37a7cdd49c"", ""8646d4fb710de663"", ""89ea3bf16992c32f"", ""95863205019b7150"", ""aa0b5f36f550db58"", ""bc7f69b7de20d465"", ""d309618967a8e3f1"", ""e72b6e8a76676529"", ""ec4fcec59bb24432"", ""ed55b02b6c5f0bad"", ""fdb24e021d7276da""]",unique,True,1,P1,24,dominant_with_dissent
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,5,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""18"", ""2"", ""21"", ""27"", ""29"", ""30"", ""31"", ""32"", ""34"", ""35"", ""36"", ""6"", ""8""], [""17""], [""37""], [""28""], [""33""]]",manual,0.95,"[""04f3914eba8431cf"", ""05d46cc3f94689c9"", ""11fd9f274cd93897"", ""2c1bffcf13c7df13"", ""2e2eab60b2d63268"", ""2e8c554ea9e95aff"", ""30372dbccd1a586f"", ""5bf8c2e0f81a9c55"", ""6ba0a04969949b56"", ""6dc291d26b23c7a0"", ""6fa6d51306c03bbc"", ""7868a55c4ce8d574"", ""7bff8374d694912a"", ""83002b37a7cdd49c"", ""8646d4fb710de663"", ""89ea3bf16992c32f"", ""95863205019b7150"", ""aa0b5f36f550db58"", ""bc7f69b7de20d465"", ""d309618967a8e3f1"", ""e72b6e8a76676529"", ""ec4fcec59bb24432"", ""ed55b02b6c5f0bad"", ""fdb24e021d7276da""]",unique,True,1,P1,24,dominant_with_dissent
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,,[],manual,0.97,"[""04f3914eba8431cf"", ""05d46cc3f94689c9"", ""11fd9f274cd93897"", ""2c1bffcf13c7df13"", ""2e2eab60b2d63268"", ""2e8c554ea9e95aff"", ""30372dbccd1a586f"", ""5bf8c2e0f81a9c55"", ""6ba0a04969949b56"", ""6dc291d26b23c7a0"", ""6fa6d51306c03bbc"", ""7868a55c4ce8d574"", ""7bff8374d694912a"", ""83002b37a7cdd49c"", ""8646d4fb710de663"", ""89ea3bf16992c32f"", ""95863205019b7150"", ""aa0b5f36f550db58"", ""bc7f69b7de20d465"", ""d309618967a8e3f1"", ""e72b6e8a76676529"", ""ec4fcec59bb24432"", ""ed55b02b6c5f0bad"", ""fdb24e021d7276da""]",not_evaluable,True,0,P1,24,not_evaluable
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.93,"[""02a6165f728512be"", ""03a5a7938f3bceda"", ""0a1c8601e04b599f"", ""0bd267b8394911d5"", ""0d6002eae1176c5f"", ""185cbe761c53dbfb"", ""1c8e741f896488d2"", ""35bcb07be735e1ae"", ""39862ea4ed4d42b7"", ""3fb3e730c4ba6ebd"", ""47d71f3b195999c4"", ""4cf5787dcaa5c4a7"", ""4f1635eeb3ed5772"", ""6485c7fbd234d6c2"", ""696b71f3de3b882e"", ""6d9cd5c9b998f82d"", ""823935bba4b64e40"", ""84066d511aa37cba"", ""98e8b750c5da5865"", ""a8a8ea606b35d4f8"", ""abc74f50ca3f1b02"", ""b53b2a93b5bac420"", ""b5cc0142eb0bebb7"", ""ba585cd2ad9ac724"", ""df7f08c1cf75bd2e""]",unique,True,1,P1,25,dominant_with_dissent
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.95,"[""02a6165f728512be"", ""03a5a7938f3bceda"", ""0a1c8601e04b599f"", ""0bd267b8394911d5"", ""0d6002eae1176c5f"", ""185cbe761c53dbfb"", ""1c8e741f896488d2"", ""35bcb07be735e1ae"", ""39862ea4ed4d42b7"", ""3fb3e730c4ba6ebd"", ""47d71f3b195999c4"", ""4cf5787dcaa5c4a7"", ""4f1635eeb3ed5772"", ""6485c7fbd234d6c2"", ""696b71f3de3b882e"", ""6d9cd5c9b998f82d"", ""823935bba4b64e40"", ""84066d511aa37cba"", ""98e8b750c5da5865"", ""a8a8ea606b35d4f8"", ""abc74f50ca3f1b02"", ""b53b2a93b5bac420"", ""b5cc0142eb0bebb7"", ""ba585cd2ad9ac724"", ""df7f08c1cf75bd2e""]",unique,True,1,P1,25,dominant_with_dissent
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,2,"[[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""2"", ""21"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""6"", ""8""], [""19""]]",manual,0.97,"[""02a6165f728512be"", ""03a5a7938f3bceda"", ""0a1c8601e04b599f"", ""0bd267b8394911d5"", ""0d6002eae1176c5f"", ""185cbe761c53dbfb"", ""1c8e741f896488d2"", ""35bcb07be735e1ae"", ""39862ea4ed4d42b7"", ""3fb3e730c4ba6ebd"", ""47d71f3b195999c4"", ""4cf5787dcaa5c4a7"", ""4f1635eeb3ed5772"", ""6485c7fbd234d6c2"", ""696b71f3de3b882e"", ""6d9cd5c9b998f82d"", ""823935bba4b64e40"", ""84066d511aa37cba"", ""98e8b750c5da5865"", ""a8a8ea606b35d4f8"", ""abc74f50ca3f1b02"", ""b53b2a93b5bac420"", ""b5cc0142eb0bebb7"", ""ba585cd2ad9ac724"", ""df7f08c1cf75bd2e""]",unique,True,1,P1,25,dominant_with_dissent
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,,[],manual,0.93,"[""026b9a1fe7ba6a07"", ""0657f6415220d28c"", ""0f26a801f28ae1ea"", ""170e1369f3fbeb52"", ""1855cec45f3e93ab"", ""1894f27c3fd308cd"", ""1b3675da6acfc3f6"", ""1f27c10411477390"", ""45ab7471668e03d9"", ""4a6dba8a9c32eb66"", ""4d26dca68df3a0a4"", ""4d4eeebacecb850a"", ""6426cfae34d581ff"", ""6d67a30583e6d492"", ""6decc656fd10407c"", ""7231fd59d0668aa1"", ""78e7d9bc59680788"", ""899b2864942e642d"", ""9732c6f38ae221f0"", ""97a3f59e2ba873d1"", ""a49a93c3a2018b34"", ""b5c368a4140e7de4"", ""f75ec2a5eb7100a8"", ""fb6a42a891f7dcee""]",not_evaluable,True,0,P1,24,not_evaluable
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,10,"[[""1"", ""10"", ""11"", ""15"", ""17"", ""2"", ""21"", ""6""], [""28"", ""29"", ""37"", ""8""], [""13"", ""14"", ""33""], [""27"", ""32""], [""18"", ""30""], [""34""], [""19""], [""12""], [""36""], [""35""]]",manual,0.95,"[""026b9a1fe7ba6a07"", ""0657f6415220d28c"", ""0f26a801f28ae1ea"", ""170e1369f3fbeb52"", ""1855cec45f3e93ab"", ""1894f27c3fd308cd"", ""1b3675da6acfc3f6"", ""1f27c10411477390"", ""45ab7471668e03d9"", ""4a6dba8a9c32eb66"", ""4d26dca68df3a0a4"", ""4d4eeebacecb850a"", ""6426cfae34d581ff"", ""6d67a30583e6d492"", ""6decc656fd10407c"", ""7231fd59d0668aa1"", ""78e7d9bc59680788"", ""899b2864942e642d"", ""9732c6f38ae221f0"", ""97a3f59e2ba873d1"", ""a49a93c3a2018b34"", ""b5c368a4140e7de4"", ""f75ec2a5eb7100a8"", ""fb6a42a891f7dcee""]",unique,True,4,P1,24,supported_multimodal
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,,[],manual,0.97,"[""026b9a1fe7ba6a07"", ""0657f6415220d28c"", ""0f26a801f28ae1ea"", ""170e1369f3fbeb52"", ""1855cec45f3e93ab"", ""1894f27c3fd308cd"", ""1b3675da6acfc3f6"", ""1f27c10411477390"", ""45ab7471668e03d9"", ""4a6dba8a9c32eb66"", ""4d26dca68df3a0a4"", ""4d4eeebacecb850a"", ""6426cfae34d581ff"", ""6d67a30583e6d492"", ""6decc656fd10407c"", ""7231fd59d0668aa1"", ""78e7d9bc59680788"", ""899b2864942e642d"", ""9732c6f38ae221f0"", ""97a3f59e2ba873d1"", ""a49a93c3a2018b34"", ""b5c368a4140e7de4"", ""f75ec2a5eb7100a8"", ""fb6a42a891f7dcee""]",not_evaluable,True,0,P1,24,not_evaluable
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,12,"[[""12"", ""13"", ""14"", ""17"", ""2"", ""27"", ""32"", ""36"", ""6""], [""29"", ""34"", ""35""], [""10"", ""18""], [""28"", ""33""], [""11""], [""37""], [""19""], [""1""], [""30""], [""26""], [""8""], [""31""]]",manual,0.93,"[""02b72fbd029d4c27"", ""100894ba6bbd1c2a"", ""1a628f7c69f6416b"", ""25b1a2f938069b01"", ""264bb601655e3517"", ""426f97d5e9bd1052"", ""5d31260441c8ba34"", ""89baed79d40c1055"", ""90ea86e7d48174ff"", ""94c06b2d1bd3e71f"", ""a1fe8ddab1fe7c86"", ""a26eb6f92e013247"", ""a3975721377143bb"", ""b66f79e3d5607ae9"", ""b9f7aa260a402700"", ""c107457021c4fdda"", ""c609905186295723"", ""d2e973b350e6241e"", ""d89e352b650edb48"", ""db91666fae7b3b76"", ""e117dbefc01bd181"", ""e2d08cec9b8c01da"", ""e77a797b88db2ceb"", ""f219dc1036258a80""]",unique,True,3,P1,24,supported_multimodal
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,12,"[[""12"", ""13"", ""14"", ""17"", ""2"", ""27"", ""32"", ""36"", ""6""], [""29"", ""34"", ""35""], [""10"", ""18""], [""28"", ""33""], [""11""], [""37""], [""19""], [""1""], [""30""], [""26""], [""8""], [""31""]]",manual,0.95,"[""02b72fbd029d4c27"", ""100894ba6bbd1c2a"", ""1a628f7c69f6416b"", ""25b1a2f938069b01"", ""264bb601655e3517"", ""426f97d5e9bd1052"", ""5d31260441c8ba34"", ""89baed79d40c1055"", ""90ea86e7d48174ff"", ""94c06b2d1bd3e71f"", ""a1fe8ddab1fe7c86"", ""a26eb6f92e013247"", ""a3975721377143bb"", ""b66f79e3d5607ae9"", ""b9f7aa260a402700"", ""c107457021c4fdda"", ""c609905186295723"", ""d2e973b350e6241e"", ""d89e352b650edb48"", ""db91666fae7b3b76"", ""e117dbefc01bd181"", ""e2d08cec9b8c01da"", ""e77a797b88db2ceb"", ""f219dc1036258a80""]",unique,True,3,P1,24,supported_multimodal
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,,[],manual,0.97,"[""02b72fbd029d4c27"", ""100894ba6bbd1c2a"", ""1a628f7c69f6416b"", ""25b1a2f938069b01"", ""264bb601655e3517"", ""426f97d5e9bd1052"", ""5d31260441c8ba34"", ""89baed79d40c1055"", ""90ea86e7d48174ff"", ""94c06b2d1bd3e71f"", ""a1fe8ddab1fe7c86"", ""a26eb6f92e013247"", ""a3975721377143bb"", ""b66f79e3d5607ae9"", ""b9f7aa260a402700"", ""c107457021c4fdda"", ""c609905186295723"", ""d2e973b350e6241e"", ""d89e352b650edb48"", ""db91666fae7b3b76"", ""e117dbefc01bd181"", ""e2d08cec9b8c01da"", ""e77a797b88db2ceb"", ""f219dc1036258a80""]",not_evaluable,True,0,P1,24,not_evaluable
