threshold,base_task_id,building_id,task_analysis_class,task_final_scope,has_semi_candidate,gate_without_scope_valid_k,all_canonical_valid_k,gate_without_scope_partition_status,all_canonical_partition_status,gate_without_scope_shannon_entropy,all_canonical_shannon_entropy,gate_without_scope_mode_count,all_canonical_mode_count,excluded_context_shift_manual_entropy,analysis_role
0.97,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,2.53622096947058,2.521771818085036,15.0,15.0,-0.014449151385544035,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,paired_oos,oos,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.0729208762973772,1.0554634988850375,4.0,4.0,-0.01745737741233966,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,unique,unique,2.0237752895099956,2.0168325557927025,9.0,9.0,-0.006942733717293148,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.9502705392332347,0.8675632284814612,3.0,3.0,-0.08270731075177351,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,paired_primary,in_scope,True,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,22,23,not_evaluable,unique,,2.1718940110341447,,11.0,,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,paired_primary,in_scope,True,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,paired_oos,oos,True,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.3321790402101223,1.3321790402101223,4.0,4.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.6094379124341005,1.5607104090414063,5.0,5.0,-0.04872750339269416,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,paired_primary,in_scope,True,5,6,unique,unique,1.3321790402101223,1.5607104090414063,4.0,5.0,0.228531368831284,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,paired_primary,in_scope,True,5,7,unique,unique,-0.0,0.5982695885852573,1.0,2.0,0.5982695885852573,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,22,23,unique,unique,2.0590443660090982,2.0395824750868132,9.0,9.0,-0.019461890922285008,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.1839637727244874,1.1580510496905325,5.0,5.0,-0.025912723033954865,manual_ambiguity_catalog_not_semi_effect
0.97,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,paired_primary,in_scope,True,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual_only_oos,oos,False,5,5,unique,unique,1.6094379124341005,1.6094379124341005,5.0,5.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual_only_in_scope,in_scope,False,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,paired_primary,in_scope,True,5,5,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual_only_in_scope,in_scope,False,22,23,not_evaluable,not_evaluable,,,,,,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,-0.0,-0.0,1.0,1.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,0.6730116670092565,0.6931471805599453,2.0,2.0,0.020135513550688766,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,1.0549201679861442,1.0549201679861442,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,6,unique,unique,1.6094379124341005,1.5607104090414063,5.0,5.0,-0.04872750339269416,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual_only_in_scope,in_scope,False,22,23,unique,unique,1.6033192052774208,1.6294310001611438,7.0,7.0,0.02611179488372306,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,paired_primary,in_scope,True,5,5,unique,unique,0.6730116670092565,0.6730116670092565,2.0,2.0,0.0,manual_ambiguity_catalog_not_semi_effect
0.97,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual_only_in_scope,in_scope,False,5,5,unique,unique,0.9502705392332347,0.9502705392332347,3.0,3.0,0.0,manual_ambiguity_catalog_not_semi_effect
