image_id,condition,cut,rule,late_h,n_valid,n_supported_modes,singleton_mass,p_onset_8_to_h,onset_conditional_median
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,P_pattern,10,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,P_pattern,12,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,P_pattern,15,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,P_pattern,18,1,0,1,0,
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,P_pattern,19,1,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D10_distribution,10,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D10_distribution,12,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D10_distribution,15,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D10_distribution,18,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D10_distribution,19,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D20_distribution,10,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D20_distribution,12,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D20_distribution,15,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D20_distribution,18,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,D20_distribution,19,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,G10_geometry,10,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,G10_geometry,12,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,G10_geometry,15,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,G10_geometry,18,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,G10_geometry,19,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,P_pattern,10,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,P_pattern,12,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,P_pattern,15,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,P_pattern,18,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,P_pattern,19,4,0,1,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D10_distribution,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D10_distribution,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D10_distribution,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D10_distribution,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D10_distribution,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D20_distribution,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D20_distribution,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D20_distribution,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D20_distribution,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,D20_distribution,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,G10_geometry,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,G10_geometry,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,G10_geometry,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,G10_geometry,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,G10_geometry,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,P_pattern,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,P_pattern,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,P_pattern,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,P_pattern,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,P_pattern,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D10_distribution,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D10_distribution,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D10_distribution,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D10_distribution,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D10_distribution,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D20_distribution,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D20_distribution,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D20_distribution,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D20_distribution,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,D20_distribution,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,G10_geometry,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,G10_geometry,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,G10_geometry,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,G10_geometry,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,G10_geometry,19,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,P_pattern,10,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,P_pattern,12,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,P_pattern,15,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,P_pattern,18,4,2,0,0,
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,P_pattern,19,4,2,0,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D10_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D10_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D10_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D10_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D10_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D20_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D20_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D20_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D20_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,D20_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,G10_geometry,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,G10_geometry,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,G10_geometry,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,G10_geometry,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,G10_geometry,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,P_pattern,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,P_pattern,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,P_pattern,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,P_pattern,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,P_pattern,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D10_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D10_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D10_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D10_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D10_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D20_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D20_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D20_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D20_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,D20_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,G10_geometry,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,G10_geometry,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,G10_geometry,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,G10_geometry,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,G10_geometry,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,P_pattern,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,P_pattern,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,P_pattern,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,P_pattern,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,P_pattern,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D10_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D10_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D10_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D10_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D10_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D20_distribution,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D20_distribution,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D20_distribution,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D20_distribution,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,D20_distribution,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,G10_geometry,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,G10_geometry,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,G10_geometry,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,G10_geometry,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,G10_geometry,19,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,P_pattern,10,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,P_pattern,12,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,P_pattern,15,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,P_pattern,18,4,1,0.5,0,
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,P_pattern,19,4,1,0.5,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,P_pattern,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,P_pattern,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,P_pattern,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,P_pattern,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,P_pattern,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,P_pattern,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,P_pattern,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,P_pattern,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,P_pattern,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,P_pattern,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,P_pattern,10,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,P_pattern,12,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,P_pattern,15,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,P_pattern,18,1,0,1,0,
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,P_pattern,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,P_pattern,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,P_pattern,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,P_pattern,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,P_pattern,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,P_pattern,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D10_distribution,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D10_distribution,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D10_distribution,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D10_distribution,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D10_distribution,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D20_distribution,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D20_distribution,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D20_distribution,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D20_distribution,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,D20_distribution,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,G10_geometry,10,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,G10_geometry,12,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,G10_geometry,15,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,G10_geometry,18,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,G10_geometry,19,1,0,1,0,
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,P_pattern,10,1,0,1,0,
